airport_from,airport_to,cost,distance
C11,C27,21.1,21.1
C11,C28,47.5,47.5
C11,C29,80.5,80.5
C11,C30,48.4,48.4
C12,C1,77.1,77.1
C12,C2,18.1,18.1
C12,C3,62.8,62.8
C12,C4,17.9,17.9
C12,C5,53.2,53.2
C12,C6,68.7,68.7
C12,C7,41.4,41.4
C12,C8,41.8,41.8
C12,C9,40.7,40.7
C12,C10,76.5,76.5
C12,C11,37.4,37.4
C12,C12,0.0,0.0
C12,C13,44.7,44.7
C12,C14,34.4,34.4
C12,C15,32.4,32.4
C12,C16,35.0,35.0
C12,C17,61.3,61.3
C12,C18,39.6,39.6
C12,C19,22.8,22.8
C12,C20,22.0,22.0
C12,C21,75.5,75.5
C12,C22,53.1,53.1
C12,C23,15.7,15.7
C12,C24,39.2,39.2
C12,C25,21.6,21.6
C12,C26,79.4,79.4
C12,C27,29.0,29.0
C12,C28,10.4,10.4
C12,C29,76.5,76.5
C12,C30,63.3,63.3
C13,C1,48.8,48.8
C13,C2,26.7,26.7
C13,C3,84.4,84.4
C13,C4,28.0,28.0
C13,C5,15.8,15.8
C13,C6,59.1,59.1
C13,C7,31.4,31.4
C13,C8,48.8,48.8
C13,C9,84.8,84.8
C13,C10,59.4,59.4
C13,C11,68.9,68.9
C13,C12,44.7,44.7
C13,C13,0.0,0.0
C13,C14,32.2,32.2
C13,C15,64.8,64.8
C13,C16,11.4,11.4
C13,C17,22.0,22.0
C13,C18,48.3,48.3
C13,C19,31.6,31.6
C13,C20,64.8,64.8
C13,C21,72.1,72.1
C13,C22,10.3,10.3
C13,C23,55.5,55.5
C13,C24,42.4,42.4
C13,C25,32.8,32.8
C13,C26,69.4,69.4
C13,C27,48.8,48.8
C13,C28,44.8,44.8
C13,C29,44.9,44.9
C13,C30,59.5,59.5
C14,C1,80.0,80.0
C14,C2,24.2,24.2
C14,C3,93.7,93.7
C14,C4,30.5,30.5
C14,C5,29.2,29.2
C14,C6,84.1,84.1
C14,C7,53.1,53.1
C14,C8,64.2,64.2
C14,C9,65.1,65.1
C14,C10,87.5,87.5
C14,C11,70.7,70.7
C14,C12,34.4,34.4
C14,C13,32.2,32.2
C14,C14,0.0,0.0
C14,C15,65.8,65.8
C14,C16,22.1,22.1
C14,C17,54.2,54.2
C14,C18,62.6,62.6
C14,C19,40.5,40.5
C14,C20,45.4,45.4
C14,C21,94.9,94.9
C14,C22,34.0,34.0
C14,C23,35.5,35.5
C14,C24,58.9,58.9
C14,C25,12.8,12.8
C14,C26,95.0,95.0
C14,C27,56.4,56.4
C14,C28,26.9,26.9
C14,C29,76.7,76.7
C14,C30,81.7,81.7
C15,C1,76.7,76.7
C15,C2,43.8,43.8
C15,C3,31.6,31.6
C15,C4,38.9,38.9
C15,C5,77.9,77.9
C15,C6,56.7,56.7
C15,C7,43.4,43.4
C15,C8,29.5,29.5
C15,C9,47.9,47.9
C15,C10,68.0,68.0
C15,C11,5.0,5.0
C15,C12,32.4,32.4
C15,C13,64.8,64.8
C15,C14,65.8,65.8
C15,C15,0.0,0.0
C15,C16,59.0,59.0
C15,C17,73.0,73.0
C15,C18,27.7,27.7
C15,C19,33.2,33.2
C15,C20,41.0,41.0
C15,C21,57.4,57.4
C15,C22,74.9,74.9
C15,C23,42.4,42.4
C15,C24,32.6,32.6
C15,C25,53.1,53.1
C15,C26,65.1,65.1
C15,C27,18.1,18.1
C15,C28,42.5,42.5
C15,C29,78.7,78.7
C15,C30,48.8,48.8
C16,C1,57.9,57.9
C16,C2,17.0,17.0
C16,C3,82.0,82.0
C16,C4,20.2,20.2
C16,C5,19.0,19.0
C16,C6,63.8,63.8
C16,C7,33.5,33.5
C16,C8,48.3,48.3
C16,C9,74.2,74.2
C16,C10,66.0,66.0
C16,C11,63.5,63.5
C16,C12,35.0,35.0
C16,C13,11.4,11.4
C16,C14,22.1,22.1
C16,C15,59.0,59.0
C16,C16,0.0,0.0
C16,C17,32.8,32.8
C16,C18,47.2,47.2
C16,C19,27.0,27.0
C16,C20,54.1,54.1
C16,C21,75.7,75.7
C16,C22,18.1,18.1
C16,C23,44.6,44.6
C16,C24,42.2,42.2
C16,C25,21.4,21.4
C16,C26,74.5,74.5
C16,C27,44.8,44.8
C16,C28,33.8,33.8
C16,C29,54.6,54.6
C16,C30,62.6,62.6
C17,C1,29.1,29.1
C17,C2,44.7,44.7
C17,C3,84.9,84.9
C17,C4,43.4,43.4
C17,C5,32.1,32.1
C17,C6,47.6,47.6
C17,C7,30.6,30.6
C17,C8,49.0,49.0
C17,C9,102.0,102.0
C17,C10,43.9,43.9
C17,C11,76.1,76.1
C17,C12,61.3,61.3
C17,C13,22.0,22.0
C17,C14,54.2,54.2
C17,C15,73.0,73.0
C17,C16,32.8,32.8
C17,C17,0.0,0.0
C17,C18,49.5,49.5
C17,C19,42.0,42.0
C17,C20,82.9,82.9
C17,C21,61.7,61.7
C17,C22,24.1,24.1
C17,C23,74.3,74.3
C17,C24,43.2,43.2
C17,C25,53.8,53.8
C17,C26,56.1,56.1
C17,C27,55.0,55.0
C17,C28,63.8,63.8
C17,C29,24.1,24.1
C17,C30,51.0,51.0
C18,C1,49.0,49.0
C18,C2,38.6,38.6
C18,C3,36.4,36.4
C18,C4,32.3,32.3
C18,C5,63.7,63.7
C18,C6,30.8,30.8
C18,C7,19.0,19.0
C18,C8,2.2,2.2
C18,C9,71.2,71.2
C18,C10,41.0,41.0
C18,C11,29.1,29.1
C18,C12,39.6,39.6
C18,C13,48.3,48.3
C18,C14,62.6,62.6
C18,C15,27.7,27.7
C18,C16,47.2,47.2
C18,C17,49.5,49.5
C18,C18,0.0,0.0
C18,C19,22.1,22.1
C18,C20,58.2,58.2
C18,C21,35.9,35.9
C18,C22,58.4,58.4
C18,C23,54.8,54.8
C18,C24,6.3,6.3
C18,C25,52.2,52.2
C18,C26,40.7,40.7
C18,C27,12.2,12.2
C18,C28,49.2,49.2
C18,C29,51.4,51.4
C18,C30,24.2,24.2
C19,C1,54.5,54.5
C19,C2,16.5,16.5
C19,C3,55.2,55.2
C19,C4,10.2,10.2
C19,C5,45.3,45.3
C19,C6,47.3,47.3
C19,C7,18.6,18.6
C19,C8,23.8,23.8
C19,C9,61.9,61.9
C19,C10,54.1,54.1
C19,C11,37.3,37.3
C19,C12,22.8,22.8
C19,C13,31.6,31.6
C19,C14,40.5,40.5
C19,C15,33.2,33.2
C19,C16,27.0,27.0
C19,C17,42.0,42.0
C19,C18,22.1,22.1
C19,C19,0.0,0.0
C19,C20,44.6,44.6
C19,C21,56.0,56.0
C19,C22,41.8,41.8
C19,C23,38.3,38.3
C19,C24,19.0,19.0
C19,C25,30.3,30.3
C19,C26,58.2,58.2
C19,C27,17.8,17.8
C19,C28,30.1,30.1
C19,C29,54.2,54.2
C19,C30,43.1,43.1
C20,C1,99.0,99.0
C20,C2,38.5,38.5
C20,C3,72.3,72.3
C20,C4,39.7,39.7
C20,C5,70.6,70.6
C20,C6,88.6,88.6
C20,C7,63.0,63.0
C20,C8,60.4,60.4
C20,C9,20.2,20.2
C20,C10,97.3,97.3
C20,C11,45.2,45.2
C20,C12,22.0,22.0
C20,C13,64.8,64.8
C20,C14,45.4,45.4
C20,C15,41.0,41.0
C20,C16,54.1,54.1
C20,C17,82.9,82.9
C20,C18,58.2,58.2
C20,C19,44.6,44.6
C20,C20,0.0,0.0
C20,C21,93.6,93.6
C20,C22,72.0,72.0
C20,C23,10.0,10.0
C20,C24,59.2,59.2
C20,C25,35.1,35.1
C20,C26,98.8,98.8
C20,C27,46.2,46.2
C20,C28,20.4,20.4
C20,C29,98.5,98.5
C20,C30,82.3,82.3
C21,C1,42.0,42.0
C21,C2,72.1,72.1
C21,C3,42.2,42.2
C21,C4,66.0,66.0
C21,C5,87.7,87.7
C21,C6,14.1,14.1
C21,C7,42.2,42.2
C21,C8,33.7,33.7
C21,C9,104.8,104.8
C21,C10,23.1,23.1
C21,C11,56.1,56.1
C21,C12,75.5,75.5
C21,C13,72.1,72.1
C21,C14,94.9,94.9
C21,C15,57.4,57.4
C21,C16,75.7,75.7
C21,C17,61.7,61.7
C21,C18,35.9,35.9
C21,C19,56.0,56.0
C21,C20,93.6,93.6
C21,C21,0.0,0.0
C21,C22,80.5,80.5
C21,C23,90.7,90.7
C21,C24,37.1,37.1
C21,C25,86.1,86.1
C21,C26,11.0,11.0
C21,C27,47.4,47.4
C21,C28,84.9,84.9
C21,C29,47.9,47.9
C21,C30,13.2,13.2
C22,C1,53.0,53.0
C22,C2,35.0,35.0
C22,C3,94.6,94.6
C22,C4,37.3,37.3
C22,C5,8.0,8.0
C22,C6,67.1,67.1
C22,C7,41.0,41.0
C22,C8,58.9,58.9
C22,C9,92.2,92.2
C22,C10,66.0,66.0
C22,C11,79.1,79.1
C22,C12,53.1,53.1
C22,C13,10.3,10.3
C22,C14,34.0,34.0
C22,C15,74.9,74.9
C22,C16,18.1,18.1
C22,C17,24.1,24.1
C22,C18,58.4,58.4
C22,C19,41.8,41.8
C22,C20,72.0,72.0
C22,C21,80.5,80.5
C22,C22,0.0,0.0
C22,C23,62.4,62.4
C22,C24,52.5,52.5
C22,C25,38.1,38.1
C22,C26,76.9,76.9
C22,C27,59.0,59.0
C22,C28,51.7,51.7
C22,C29,48.2,48.2
C22,C30,68.3,68.3
C23,C1,92.2,92.2
C23,C2,29.7,29.7
C23,C3,74.0,74.0
C23,C4,31.8,31.8
C23,C5,60.7,60.7
C23,C6,84.3,84.3
C23,C7,56.9,56.9
C23,C8,57.0,57.0
C23,C9,30.1,30.1
C23,C10,92.2,92.2
C23,C11,47.1,47.1
C23,C12,15.7,15.7
C23,C13,55.5,55.5
C23,C14,35.5,35.5
C23,C15,42.4,42.4
C23,C16,44.6,44.6
C23,C17,74.3,74.3
C23,C18,54.8,54.8
C23,C19,38.3,38.3
C23,C20,10.0,10.0
C23,C21,90.7,90.7
C23,C22,62.4,62.4
C23,C23,0.0,0.0
C23,C24,54.8,54.8
C23,C25,25.1,25.1
C23,C26,94.9,94.9
C23,C27,43.6,43.6
C23,C28,10.8,10.8
C23,C29,91.2,91.2
C23,C30,78.7,78.7
C24,C1,44.3,44.3
C24,C2,35.4,35.4
C24,C3,42.5,42.5
C24,C4,29.2,29.2
C24,C5,58.0,58.0
C24,C6,29.5,29.5
C24,C7,12.6,12.6
C24,C8,6.4,6.4
C24,C9,73.6,73.6
C24,C10,38.4,38.4
C24,C11,34.5,34.5
C24,C12,39.2,39.2
C24,C13,42.4,42.4
C24,C14,58.9,58.9
C24,C15,32.6,32.6
C24,C16,42.2,42.2
C24,C17,43.2,43.2
C24,C18,6.3,6.3
C24,C19,19.0,19.0
C24,C20,59.2,59.2
C24,C21,37.1,37.1
C24,C22,52.5,52.5
C24,C23,54.8,54.8
C24,C24,0.0,0.0
C24,C25,49.3,49.3
C24,C26,40.2,40.2
C24,C27,15.3,15.3
C24,C28,48.1,48.1
C24,C29,46.2,46.2
C24,C30,24.3,24.3
C25,C1,76.5,76.5
C25,C2,14.0,14.0
C25,C3,81.6,81.6
C25,C4,20.1,20.1
C25,C5,35.7,35.7
C25,C6,76.3,76.3
C25,C7,45.5,45.5
C25,C8,53.9,53.9
C25,C9,55.2,55.2
C25,C10,81.3,81.3
C25,C11,58.1,58.1
C25,C12,21.6,21.6
C25,C13,32.8,32.8
C25,C14,12.8,12.8
C25,C15,53.1,53.1
C25,C16,21.4,21.4
C25,C17,53.8,53.8
C25,C18,52.2,52.2
C25,C19,30.3,30.3
C25,C20,35.1,35.1
C25,C21,86.1,86.1
C25,C22,38.1,38.1
C25,C23,25.1,25.1
C25,C24,49.3,49.3
C25,C25,0.0,0.0
C25,C26,87.4,87.4
C25,C27,44.8,44.8
C25,C28,15.1,15.1
C25,C29,74.1,74.1
C25,C30,73.0,73.0
C26,C1,33.0,33.0
C26,C2,73.4,73.4
C26,C3,52.8,52.8
C26,C4,67.7,67.7
C26,C5,84.4,84.4
C26,C6,11.0,11.0
C26,C7,42.0,42.0
C26,C8,38.5,38.5
C26,C9,111.5,111.5
C26,C10,13.6,13.6
C26,C11,64.4,64.4
C26,C12,79.4,79.4
C26,C13,69.4,69.4
C26,C14,95.0,95.0
C26,C15,65.1,65.1
C26,C16,74.5,74.5
C26,C17,56.1,56.1
C26,C18,40.7,40.7
C26,C19,58.2,58.2
C26,C20,98.8,98.8
C26,C21,11.0,11.0
C26,C22,76.9,76.9
C26,C23,94.9,94.9
C26,C24,40.2,40.2
C26,C25,87.4,87.4
C26,C26,0.0,0.0
C26,C27,52.8,52.8
C26,C28,88.1,88.1
C26,C29,39.2,39.2
C26,C30,16.6,16.6
C27,C1,59.5,59.5
C27,C2,32.4,32.4
C27,C3,37.6,37.6
C27,C4,26.4,26.4
C27,C5,63.0,63.0
C27,C6,43.0,43.0
C27,C7,25.3,25.3
C27,C8,14.4,14.4
C27,C9,59.0,59.0
C27,C10,53.0,53.0
C27,C11,21.1,21.1
C27,C12,29.0,29.0
C27,C13,48.8,48.8
C27,C14,56.4,56.4
C27,C15,18.1,18.1
C27,C16,44.8,44.8
C27,C17,55.0,55.0
C27,C18,12.2,12.2
C27,C19,17.8,17.8
C27,C20,46.2,46.2
C27,C21,47.4,47.4
C27,C22,59.0,59.0
C27,C23,43.6,43.6
C27,C24,15.3,15.3
C27,C25,44.8,44.8
C27,C26,52.8,52.8
C27,C27,0.0,0.0
C27,C28,39.1,39.1
C27,C29,61.1,61.1
C27,C30,36.2,36.2
C28,C1,82.8,82.8
C28,C2,19.2,19.2
C28,C3,73.2,73.2
C28,C4,22.2,22.2
C28,C5,50.2,50.2
C28,C6,77.2,77.2
C28,C7,48.3,48.3
C28,C8,51.2,51.2
C28,C9,40.6,40.6
C28,C10,84.2,84.2
C28,C11,47.5,47.5
C28,C12,10.4,10.4
C28,C13,44.8,44.8
C28,C14,26.9,26.9
C28,C15,42.5,42.5
C28,C16,33.8,33.8
C28,C17,63.8,63.8
C28,C18,49.2,49.2
C28,C19,30.1,30.1
C28,C20,20.4,20.4
C28,C21,84.9,84.9
C28,C22,51.7,51.7
C28,C23,10.8,10.8
C28,C24,48.1,48.1
C28,C25,15.1,15.1
C28,C26,88.1,88.1
C28,C27,39.1,39.1
C28,C28,0.0,0.0
C28,C29,81.5,81.5
C28,C30,72.4,72.4
C29,C1,6.4,6.4
C29,C2,62.6,62.6
C29,C3,81.3,81.3
C29,C4,59.4,59.4
C29,C5,56.1,56.1
C29,C6,34.5,34.5
C29,C7,36.7,36.7
C29,C8,50.0,50.0
C29,C9,116.0,116.0
C29,C10,25.6,25.6
C29,C11,80.5,80.5
C29,C12,76.5,76.5
C29,C13,44.9,44.9
C29,C14,76.7,76.7
C29,C15,78.7,78.7
C29,C16,54.6,54.6
C29,C17,24.1,24.1
C29,C18,51.4,51.4
C29,C19,54.2,54.2
C29,C20,98.5,98.5
C29,C21,47.9,47.9
C29,C22,48.2,48.2
C29,C23,91.2,91.2
C29,C24,46.2,46.2
C29,C25,74.1,74.1
C29,C26,39.2,39.2
C29,C27,61.1,61.1
C29,C28,81.5,81.5
C29,C29,0.0,0.0
C29,C30,41.2,41.2
C30,C1,36.3,36.3
C30,C2,59.0,59.0
C30,C3,41.1,41.1
C30,C4,53.0,53.0
C30,C5,75.2,75.2
C30,C6,8.5,8.5
C30,C7,29.1,29.1
C30,C8,21.9,21.9
C30,C9,94.9,94.9
C30,C10,20.9,20.9
C30,C11,48.4,48.4
C30,C12,63.3,63.3
C30,C13,59.5,59.5
C30,C14,81.7,81.7
C30,C15,48.8,48.8
C30,C16,62.6,62.6
C30,C17,51.0,51.0
C30,C18,24.2,24.2
C30,C19,43.1,43.1
C30,C20,82.3,82.3
C30,C21,13.2,13.2
C30,C22,68.3,68.3
C30,C23,78.7,78.7
C30,C24,24.3,24.3
C30,C25,73.0,73.0
C30,C26,16.6,16.6
C30,C27,36.2,36.2
C30,C28,72.4,72.4
C30,C29,41.2,41.2
C30,C30,0.0,0.0
