id,cluster,client,skill,demand,consultant,priority
173,C30,V173,S44,1,,5
174,C20,V174,S33,2,,3
175,C50,V175,S19,5,,4
176,C12,V176,S19,5,,2
177,C12,V177,S22,2,,3
178,C2,V178,S16,1,,4
179,C24,V179,S50,2,,2
180,C7,V180,S5,5,,3
181,C22,V181,S30,2,,3
182,C34,V182,S19,2,,1
183,C17,V183,S39,6,,2
184,C20,V184,S50,1,,2
185,C27,V185,S22,6,,1
186,C23,V186,S10,6,,2
187,C8,V187,S47,4,,4
188,C36,V188,S50,5,,5
189,C38,V189,S16,2,,5
190,C16,V190,S1,5,,3
191,C39,V191,S39,5,,5
192,C2,V192,S14,6,,1
193,C28,V193,S10,2,,1
194,C29,V194,S24,6,,3
195,C10,V195,S50,2,,2
196,C15,V196,S45,3,,2
197,C22,V197,S2,6,,4
198,C3,V198,S39,4,,1
199,C32,V199,S25,2,,3
200,C30,V200,S30,4,,1
201,C41,V201,S2,5,,5
202,C45,V202,S3,1,,5
203,C24,V203,S46,4,,1
204,C25,V204,S9,5,,3
205,C6,V205,S50,3,,1
206,C34,V206,S32,3,K67,4
207,C20,V207,S12,3,K71,4
208,C10,V208,S25,3,K12,5
209,C48,V209,S22,3,K86,1
210,C4,V210,S40,4,K7,2
211,C41,V211,S18,2,K3,3
212,C1,V212,S50,6,K60,2
213,C42,V213,S30,5,K93,4
214,C45,V214,S11,6,K90,2
215,C37,V215,S10,3,K81,3
216,C2,V216,S1,2,K99,2
217,C36,V217,S48,2,K62,2
218,C3,V218,S6,4,K97,4
219,C32,V219,S1,3,K17,3
220,C21,V220,S21,6,K72,4
221,C43,V221,S49,3,K28,5
222,C40,V222,S5,1,K97,4
223,C8,V223,S12,6,K54,4
224,C31,V224,S27,3,K19,2
225,C5,V225,S40,4,K17,3
226,C10,V226,S7,5,K36,2
227,C31,V227,S30,3,K19,2
