name,available,cluster,wage,skill,lb,ub
K26,10,C28,919,"S9,S20,S27,S15,S12,S2,S3,S24,S25,S11,S13,S8,S1,S7,S21",3,4
K27,10,C26,913,"S23,S3,S22,S17,S14,S19,S21,S12,S28,S30,S4,S10,S29,S16,S25",1,4
K28,10,C13,0,"S18,S4,S24,S20,S13,S6,S28,S16,S19,S27,S23,S3,S8,S9,S5",3,5
K29,10,C7,1059,"S25,S17,S28,S26,S19,S27,S29,S8,S14,S10,S9,S6,S24,S4,S12",1,3
K30,10,C21,912,"S12,S17,S8,S24,S27,S6,S26,S5,S7,S16,S13,S1,S9,S29,S30",3,4
K31,10,C16,0,"S3,S25,S24,S2,S19,S18,S11,S14,S22,S23,S17,S21,S30,S9,S5",2,5
K32,10,C18,959,"S21,S30,S11,S19,S6,S10,S1,S7,S3,S14,S2,S5,S18,S29,S15",1,2
K33,10,C7,0,"S24,S19,S8,S27,S9,S16,S12,S18,S4,S11,S5,S21,S28,S6,S17",1,4
K34,10,C20,1022,"S3,S6,S4,S20,S15,S12,S18,S25,S28,S19,S13,S27,S22,S26,S17",1,5
K35,10,C23,972,"S2,S29,S26,S5,S14,S10,S30,S11,S25,S4,S19,S23,S16,S28,S7",1,3
K36,10,C23,1030,"S3,S2,S24,S30,S18,S22,S9,S1,S23,S5,S17,S29,S13,S4,S19",2,5
K37,10,C10,0,"S26,S5,S27,S3,S7,S29,S8,S14,S24,S1,S28,S15,S20,S19,S30",1,3
K38,10,C11,963,"S4,S23,S13,S19,S28,S20,S11,S14,S29,S2,S5,S7,S12,S9,S3",1,5
K39,10,C13,1069,"S20,S28,S18,S7,S23,S16,S11,S17,S5,S6,S8,S30,S24,S15,S3",1,3
K40,10,C13,0,"S15,S9,S27,S21,S22,S25,S2,S13,S20,S24,S4,S7,S17,S18,S12",3,4
K41,10,C30,903,"S18,S17,S5,S2,S8,S12,S21,S27,S25,S11,S14,S3,S7,S29,S10",3,5
K42,10,C20,0,"S1,S25,S16,S4,S6,S21,S10,S22,S3,S9,S20,S14,S2,S17,S18",4,5
K43,10,C11,0,"S23,S30,S3,S16,S13,S17,S7,S2,S27,S1,S4,S19,S12,S25,S26",4,5
K44,10,C10,0,"S22,S14,S24,S28,S17,S27,S11,S10,S23,S18,S29,S21,S30,S5,S20",2,5
K45,10,C16,0,"S8,S16,S20,S27,S3,S6,S7,S10,S21,S1,S11,S26,S5,S22,S29",1,5
K46,10,C6,0,"S14,S6,S27,S3,S18,S16,S12,S23,S1,S5,S13,S9,S21,S4,S22",1,4
K47,10,C18,1074,"S16,S15,S18,S23,S10,S6,S30,S13,S27,S9,S3,S28,S12,S25,S11",3,4
K48,10,C24,0,"S27,S16,S5,S29,S3,S15,S30,S7,S8,S4,S24,S22,S2,S25,S1",3,5
K49,10,C12,0,"S27,S15,S21,S24,S9,S28,S11,S2,S29,S12,S8,S16,S7,S18,S19",2,5
K50,10,C9,0,"S4,S24,S14,S19,S17,S22,S11,S12,S1,S10,S13,S25,S27,S16,S26",1,4
K51,10,C8,0,"S15,S4,S22,S13,S20,S27,S12,S25,S11,S30,S19,S2,S1,S29,S5",2,5
K52,10,C13,985,"S21,S30,S15,S12,S23,S22,S27,S14,S13,S19,S7,S11,S18,S28,S5",2,4
K53,10,C6,0,"S13,S11,S23,S22,S2,S17,S21,S24,S10,S27,S7,S26,S18,S8,S1",2,3
K54,10,C29,0,"S6,S11,S29,S14,S27,S3,S20,S7,S8,S17,S25,S16,S19,S24,S4",4,5
K55,10,C25,946,"S16,S7,S21,S28,S13,S17,S25,S6,S30,S19,S2,S8,S26,S23,S15",3,4
K56,10,C27,0,"S15,S16,S30,S12,S17,S5,S18,S4,S7,S29,S20,S10,S23,S19,S8",3,5
K57,10,C11,0,"S22,S17,S1,S27,S23,S28,S12,S4,S9,S6,S21,S19,S25,S3,S15",2,3
K58,10,C4,1083,"S5,S12,S28,S13,S22,S7,S8,S9,S14,S19,S1,S4,S24,S26,S3",3,4
K59,10,C11,0,"S6,S19,S16,S15,S1,S18,S4,S12,S9,S21,S26,S20,S29,S11,S14",3,5
K60,10,C3,969,"S28,S16,S1,S22,S23,S25,S19,S11,S6,S4,S12,S10,S18,S15,S26",1,5
