name,available,cluster,wage,skill,lb,ub
K19,10,C30,1006,"S20,S16,S6,S30,S8,S27,S2,S11,S22,S5,S10,S29,S21,S17,S12,S14,S23,S19,S13,S18,S24,S1,S4,S15",2,3
K20,10,C7,977,"S7,S15,S10,S22,S20,S8,S23,S17,S28,S4,S1,S9,S13,S27,S16,S29,S5,S21,S3,S19,S30,S6,S18,S14",1,5
K21,10,C1,990,"S6,S3,S12,S18,S2,S11,S22,S24,S26,S13,S15,S7,S28,S1,S5,S30,S16,S29,S9,S20,S19,S8,S4,S14",2,4
K22,10,C13,1057,"S24,S12,S29,S2,S15,S28,S21,S22,S3,S6,S18,S14,S30,S20,S4,S27,S11,S1,S9,S26,S17,S13,S25,S23",3,4
K23,10,C3,1056,"S24,S25,S27,S17,S20,S22,S10,S15,S5,S9,S4,S6,S7,S13,S2,S26,S19,S21,S14,S28,S30,S18,S23,S12",1,5
K24,10,C5,0,"S15,S25,S8,S7,S3,S21,S5,S12,S14,S13,S26,S1,S18,S22,S17,S10,S23,S11,S16,S20,S19,S24,S4,S30",1,2
K25,10,C8,1085,"S4,S18,S1,S14,S3,S11,S6,S9,S24,S17,S8,S25,S2,S12,S29,S19,S23,S27,S28,S30,S7,S16,S21,S5",1,2
K26,10,C14,0,"S24,S25,S12,S16,S4,S26,S7,S6,S14,S10,S17,S1,S23,S22,S19,S28,S20,S21,S2,S27,S5,S11,S30,S13",1,3
K27,10,C19,1043,"S10,S6,S9,S5,S15,S12,S25,S13,S26,S28,S27,S14,S29,S22,S18,S11,S4,S17,S8,S1,S30,S3,S20,S2",1,2
K28,10,C21,1013,"S20,S13,S16,S8,S10,S6,S5,S21,S12,S15,S18,S26,S22,S19,S11,S2,S9,S23,S25,S3,S27,S24,S14,S30",1,2
K29,10,C10,1007,"S5,S8,S14,S1,S26,S13,S11,S29,S23,S18,S3,S24,S2,S30,S9,S15,S7,S27,S20,S19,S28,S21,S6,S12",2,3
K30,10,C13,0,"S4,S27,S1,S29,S26,S5,S18,S22,S11,S14,S15,S3,S2,S8,S6,S9,S13,S17,S20,S16,S21,S19,S28,S10",4,5
K31,10,C21,0,"S13,S9,S8,S24,S3,S21,S1,S19,S28,S14,S23,S10,S2,S30,S5,S26,S4,S17,S7,S20,S25,S12,S18,S11",1,3
K32,10,C13,957,"S24,S15,S3,S21,S19,S9,S13,S12,S8,S27,S11,S16,S1,S26,S18,S30,S22,S29,S17,S4,S7,S5,S23,S28",2,4
K33,10,C20,1055,"S14,S23,S5,S28,S27,S12,S1,S26,S15,S9,S29,S6,S7,S4,S22,S30,S24,S2,S16,S25,S10,S21,S20,S17",2,3
K34,10,C22,910,"S4,S14,S16,S18,S10,S7,S19,S29,S6,S24,S28,S15,S2,S26,S9,S12,S17,S8,S5,S3,S21,S11,S25,S30",1,2
K35,10,C15,0,"S17,S18,S26,S22,S11,S20,S21,S13,S27,S5,S6,S9,S14,S28,S30,S24,S2,S3,S25,S4,S12,S7,S8,S1",1,3
K36,10,C15,928,"S16,S23,S30,S18,S26,S17,S25,S4,S6,S27,S3,S11,S28,S21,S24,S1,S13,S5,S14,S19,S15,S12,S10,S8",3,5
K37,10,C17,1074,"S5,S23,S2,S17,S11,S3,S28,S13,S10,S29,S21,S8,S22,S1,S16,S27,S25,S18,S19,S26,S24,S20,S12,S6",1,2
K38,10,C8,0,"S23,S20,S5,S9,S26,S19,S2,S24,S16,S11,S25,S6,S22,S12,S18,S14,S10,S29,S21,S7,S17,S28,S3,S27",1,3
K39,10,C21,903,"S21,S8,S5,S3,S17,S18,S10,S22,S14,S11,S12,S19,S30,S24,S27,S20,S29,S1,S4,S7,S6,S28,S23,S13",3,5
K40,10,C8,0,"S26,S9,S22,S25,S16,S6,S21,S4,S10,S2,S20,S8,S13,S27,S5,S29,S11,S23,S12,S28,S18,S1,S14,S3",1,2
K41,10,C10,1072,"S11,S21,S25,S26,S10,S22,S7,S8,S17,S23,S28,S5,S9,S20,S24,S15,S3,S18,S27,S1,S4,S12,S16,S30",1,3
K42,10,C27,0,"S30,S25,S6,S11,S14,S13,S29,S3,S12,S8,S17,S28,S7,S4,S5,S23,S20,S2,S21,S16,S9,S10,S1,S19",1,4
K43,10,C1,0,"S16,S23,S20,S5,S24,S19,S4,S21,S9,S29,S15,S2,S26,S28,S25,S17,S7,S3,S10,S12,S8,S6,S14,S1",4,5
K44,10,C18,0,"S23,S17,S30,S14,S18,S13,S26,S29,S10,S16,S4,S28,S24,S19,S25,S9,S5,S22,S3,S15,S12,S7,S6,S2",3,5
K45,10,C23,0,"S24,S30,S18,S12,S10,S6,S16,S4,S5,S2,S3,S9,S28,S11,S21,S25,S27,S14,S15,S13,S20,S8,S29,S23",2,3
K46,10,C5,1004,"S2,S17,S26,S22,S13,S15,S16,S18,S4,S5,S8,S25,S10,S20,S1,S12,S30,S14,S27,S24,S9,S11,S21,S6",1,5
K47,10,C26,1041,"S12,S1,S28,S5,S20,S4,S26,S16,S23,S30,S10,S14,S22,S2,S15,S25,S8,S24,S17,S21,S11,S9,S13,S19",2,4
K48,10,C27,904,"S3,S14,S19,S2,S18,S7,S28,S29,S25,S22,S8,S27,S15,S13,S4,S20,S11,S6,S5,S10,S17,S24,S21,S1",1,3
K49,10,C5,944,"S16,S28,S14,S24,S18,S15,S17,S21,S10,S7,S25,S27,S12,S1,S19,S30,S29,S26,S22,S5,S8,S20,S2,S3",1,4
K50,10,C22,0,"S1,S5,S29,S17,S2,S12,S13,S22,S28,S9,S18,S26,S21,S10,S30,S23,S15,S27,S11,S19,S3,S24,S16,S25",1,4
K51,10,C29,0,"S24,S1,S8,S10,S2,S29,S30,S16,S3,S23,S28,S21,S9,S12,S15,S6,S17,S25,S20,S13,S4,S27,S26,S14",2,4
K52,10,C19,0,"S28,S18,S4,S3,S21,S6,S9,S27,S11,S17,S7,S13,S15,S8,S10,S19,S16,S2,S23,S1,S25,S22,S5,S29",1,2
K53,10,C25,0,"S11,S4,S28,S15,S25,S5,S2,S12,S13,S14,S8,S9,S3,S10,S29,S20,S27,S23,S22,S1,S7,S30,S24,S16",1,4
K54,10,C17,962,"S6,S26,S29,S16,S2,S19,S25,S21,S27,S15,S1,S5,S24,S3,S22,S23,S28,S13,S4,S12,S7,S17,S18,S11",4,5
K55,10,C27,0,"S29,S22,S16,S4,S21,S26,S23,S11,S7,S9,S6,S2,S19,S18,S30,S5,S27,S10,S17,S15,S14,S1,S24,S20",1,3
K56,10,C8,0,"S9,S4,S20,S17,S19,S3,S14,S15,S29,S10,S2,S6,S27,S12,S21,S1,S11,S5,S13,S7,S18,S8,S23,S22",1,2
K57,10,C15,1011,"S23,S15,S25,S11,S17,S3,S29,S22,S21,S2,S18,S16,S6,S7,S1,S5,S27,S26,S13,S14,S28,S24,S4,S12",1,3
K58,10,C19,0,"S26,S15,S3,S22,S5,S23,S4,S14,S2,S20,S27,S25,S17,S11,S10,S7,S6,S1,S9,S30,S21,S18,S19,S8",3,5
K59,10,C29,0,"S10,S15,S22,S27,S21,S17,S11,S7,S13,S8,S2,S1,S3,S5,S26,S9,S25,S24,S30,S29,S20,S23,S16,S18",1,3
K60,10,C16,1016,"S11,S25,S3,S24,S7,S28,S23,S19,S5,S26,S14,S27,S4,S16,S17,S29,S8,S21,S9,S10,S13,S6,S22,S30",3,5
