name,available,cluster,wage,skill,lb,ub
K11,10,C25,0,"S28,S14,S11,S31,S30,S25,S50,S42,S7,S16,S48,S1,S33,S8,S44,S24,S38,S19,S10,S9,S6,S43,S29,S17,S36,S47,S13,S22,S35,S12,S18,S37,S4,S27,S32,S26,S21,S45,S3,S34",1,2
K12,10,C50,1045,"S1,S39,S12,S38,S18,S10,S29,S25,S15,S32,S8,S13,S17,S35,S16,S45,S47,S36,S34,S41,S19,S7,S3,S46,S49,S37,S20,S43,S33,S14,S21,S24,S9,S28,S31,S2,S5,S42,S27,S4",2,3
K13,10,C32,900,"S42,S22,S34,S30,S24,S35,S39,S14,S8,S17,S45,S50,S11,S16,S6,S12,S4,S27,S21,S13,S43,S32,S29,S38,S19,S18,S41,S23,S26,S36,S48,S28,S1,S49,S40,S31,S15,S20,S9,S33",3,4
K14,10,C29,0,"S11,S18,S2,S21,S7,S38,S16,S34,S26,S47,S22,S17,S3,S41,S36,S13,S43,S1,S10,S30,S50,S46,S39,S49,S15,S5,S8,S9,S40,S19,S4,S33,S6,S24,S27,S35,S29,S45,S23,S28",2,5
K15,10,C8,0,"S4,S12,S31,S23,S44,S28,S25,S37,S29,S30,S35,S46,S8,S33,S27,S11,S22,S5,S6,S26,S13,S16,S32,S50,S47,S19,S20,S41,S49,S9,S34,S14,S38,S48,S21,S45,S39,S1,S18,S3",1,2
K16,10,C32,0,"S49,S3,S29,S20,S41,S5,S9,S36,S28,S14,S19,S8,S50,S21,S2,S45,S23,S18,S12,S4,S6,S16,S39,S35,S11,S27,S17,S33,S34,S48,S1,S25,S43,S15,S32,S22,S46,S26,S44,S24",2,3
K17,10,C26,0,"S21,S15,S8,S4,S37,S6,S9,S11,S29,S40,S49,S41,S24,S32,S19,S39,S20,S5,S14,S25,S31,S42,S3,S7,S1,S36,S23,S43,S27,S47,S34,S26,S12,S45,S44,S35,S48,S50,S28,S46",1,3
K18,10,C17,996,"S12,S39,S30,S43,S48,S50,S8,S13,S17,S49,S7,S42,S45,S32,S44,S36,S26,S2,S21,S1,S38,S23,S3,S19,S33,S6,S11,S47,S34,S14,S18,S40,S4,S37,S46,S31,S15,S28,S35,S20",2,4
K19,10,C11,0,"S17,S41,S32,S40,S29,S31,S16,S18,S43,S33,S38,S28,S7,S45,S44,S13,S8,S47,S14,S15,S3,S22,S36,S5,S46,S6,S50,S20,S39,S49,S1,S21,S25,S2,S37,S48,S24,S12,S19,S11",3,4
K20,10,C48,0,"S15,S47,S9,S40,S48,S44,S50,S1,S26,S35,S41,S39,S30,S38,S32,S36,S25,S3,S18,S8,S11,S49,S46,S42,S23,S29,S33,S45,S10,S16,S17,S27,S43,S2,S20,S37,S4,S14,S24,S22",3,5
K21,10,C39,0,"S33,S20,S12,S28,S36,S10,S18,S13,S22,S44,S46,S15,S43,S16,S50,S40,S6,S48,S5,S3,S35,S7,S1,S25,S2,S24,S41,S32,S19,S23,S11,S4,S29,S21,S39,S9,S49,S31,S38,S14",2,4
K22,10,C25,1001,"S26,S7,S16,S32,S42,S17,S21,S41,S11,S50,S34,S2,S24,S36,S33,S19,S12,S4,S40,S35,S44,S15,S10,S31,S8,S1,S29,S45,S48,S6,S30,S5,S14,S37,S25,S22,S49,S28,S23,S20",3,5
K23,10,C2,1055,"S48,S41,S28,S29,S1,S37,S4,S3,S43,S2,S38,S20,S5,S27,S26,S33,S6,S44,S24,S21,S9,S46,S34,S45,S15,S19,S23,S32,S40,S31,S25,S47,S7,S36,S35,S14,S49,S42,S12,S11",2,4
K24,10,C31,0,"S19,S33,S15,S30,S13,S44,S11,S37,S3,S8,S4,S5,S38,S49,S6,S31,S29,S12,S43,S25,S32,S1,S16,S40,S35,S28,S22,S24,S50,S47,S2,S9,S18,S23,S14,S36,S21,S34,S46,S7",1,4
K25,10,C46,1085,"S28,S36,S40,S43,S18,S48,S38,S5,S13,S29,S32,S12,S34,S17,S7,S2,S42,S23,S16,S3,S50,S31,S47,S8,S10,S4,S45,S11,S37,S9,S19,S20,S44,S33,S39,S15,S35,S24,S14,S41",1,2
K26,10,C37,1024,"S31,S1,S35,S26,S8,S38,S21,S12,S9,S22,S44,S23,S28,S24,S42,S45,S5,S43,S41,S3,S27,S17,S30,S16,S49,S32,S33,S13,S34,S25,S4,S40,S50,S14,S46,S48,S20,S18,S11,S15",3,4
K27,10,C24,1035,"S11,S37,S30,S25,S48,S46,S13,S39,S5,S43,S45,S28,S47,S8,S26,S29,S44,S6,S22,S49,S24,S41,S35,S40,S38,S17,S12,S50,S16,S42,S33,S23,S10,S14,S3,S9,S36,S2,S7,S19",2,3
K28,10,C28,0,"S7,S33,S20,S4,S37,S14,S10,S9,S39,S28,S42,S12,S23,S41,S31,S44,S32,S18,S2,S16,S26,S22,S17,S8,S43,S11,S47,S35,S5,S3,S27,S50,S15,S25,S19,S48,S30,S13,S46,S29",3,5
K29,10,C50,0,"S35,S14,S31,S24,S19,S25,S4,S2,S36,S45,S29,S1,S48,S49,S22,S41,S37,S13,S10,S27,S40,S23,S30,S3,S33,S26,S16,S17,S50,S20,S44,S32,S46,S38,S15,S34,S28,S11,S12,S6",2,4
K30,10,C30,1037,"S46,S37,S50,S31,S29,S33,S40,S3,S18,S24,S41,S7,S5,S49,S4,S39,S42,S15,S43,S10,S11,S36,S23,S30,S25,S32,S2,S26,S48,S44,S21,S6,S28,S34,S16,S14,S45,S38,S27,S9",1,4
K31,10,C3,0,"S38,S23,S8,S19,S47,S22,S33,S41,S46,S44,S42,S2,S45,S34,S50,S13,S40,S16,S15,S9,S49,S18,S27,S3,S24,S11,S30,S17,S28,S35,S39,S25,S31,S26,S20,S7,S14,S12,S48,S36",3,5
K32,10,C8,0,"S23,S40,S16,S47,S29,S30,S6,S46,S48,S33,S43,S14,S4,S45,S2,S41,S5,S13,S38,S20,S10,S7,S1,S34,S37,S18,S24,S36,S21,S17,S9,S3,S39,S26,S8,S12,S32,S42,S50,S11",1,5
K33,10,C21,0,"S48,S41,S50,S47,S23,S16,S45,S12,S21,S30,S11,S25,S35,S34,S1,S40,S39,S9,S32,S2,S18,S6,S24,S26,S44,S17,S33,S15,S19,S20,S27,S29,S10,S14,S8,S7,S49,S37,S38,S31",2,3
K34,10,C1,1093,"S42,S12,S14,S5,S10,S7,S38,S36,S39,S19,S44,S21,S34,S37,S33,S31,S50,S48,S41,S17,S18,S47,S15,S45,S8,S29,S25,S43,S9,S49,S46,S4,S13,S32,S22,S3,S23,S27,S40,S28",1,3
K35,10,C8,0,"S5,S21,S28,S3,S1,S16,S43,S33,S24,S12,S6,S7,S10,S22,S40,S13,S8,S45,S35,S50,S34,S11,S46,S31,S32,S20,S47,S2,S15,S48,S37,S14,S23,S29,S49,S38,S25,S44,S4,S39",1,2
K36,10,C48,1006,"S48,S4,S10,S44,S13,S16,S11,S29,S39,S21,S38,S25,S5,S41,S37,S49,S50,S15,S34,S32,S20,S9,S43,S23,S27,S14,S12,S40,S2,S42,S26,S36,S3,S45,S30,S22,S31,S33,S47,S18",2,5
K37,10,C3,0,"S40,S39,S31,S46,S41,S32,S4,S5,S14,S38,S2,S36,S30,S9,S25,S15,S3,S10,S22,S12,S45,S6,S23,S17,S35,S21,S47,S1,S37,S8,S43,S20,S49,S33,S18,S24,S28,S48,S19,S26",1,3
K38,10,C12,0,"S17,S32,S2,S48,S4,S29,S38,S39,S26,S16,S30,S22,S37,S8,S45,S24,S7,S25,S6,S33,S12,S27,S23,S18,S10,S15,S9,S35,S19,S41,S44,S34,S46,S50,S11,S13,S42,S31,S5,S43",1,3
K39,10,C39,920,"S1,S44,S18,S23,S3,S2,S38,S30,S11,S13,S43,S46,S35,S22,S39,S16,S14,S21,S15,S12,S4,S36,S50,S20,S31,S7,S5,S27,S32,S33,S41,S29,S9,S45,S28,S37,S34,S17,S26,S48",4,5
K40,10,C44,0,"S41,S9,S31,S15,S47,S12,S46,S1,S20,S6,S2,S38,S18,S16,S4,S29,S30,S43,S27,S44,S21,S11,S22,S49,S32,S26,S39,S13,S24,S14,S40,S28,S25,S50,S48,S23,S36,S34,S45,S17",2,3
K41,10,C46,971,"S44,S28,S7,S41,S12,S20,S18,S37,S47,S23,S49,S4,S34,S11,S5,S32,S10,S8,S14,S38,S50,S21,S15,S13,S46,S6,S45,S25,S35,S16,S36,S42,S24,S19,S22,S9,S17,S1,S39,S43",1,3
K42,10,C35,0,"S25,S8,S26,S15,S44,S3,S29,S10,S7,S33,S30,S36,S31,S48,S6,S17,S45,S46,S9,S47,S50,S1,S43,S22,S24,S5,S4,S14,S13,S18,S40,S32,S16,S41,S2,S20,S19,S34,S42,S49",1,2
K43,10,C12,963,"S9,S8,S48,S2,S20,S5,S30,S41,S50,S24,S12,S37,S28,S47,S10,S34,S6,S33,S16,S26,S46,S42,S40,S14,S29,S45,S4,S11,S3,S32,S43,S19,S1,S7,S22,S25,S31,S15,S13,S36",2,4
K44,10,C35,0,"S23,S13,S33,S22,S36,S11,S37,S31,S20,S12,S39,S8,S1,S16,S41,S48,S47,S35,S15,S7,S44,S18,S26,S43,S28,S38,S2,S19,S50,S29,S5,S49,S3,S24,S21,S27,S32,S9,S25,S46",3,5
K45,10,C37,0,"S20,S34,S28,S35,S44,S21,S30,S41,S47,S40,S42,S36,S12,S29,S43,S13,S48,S32,S1,S4,S19,S8,S31,S26,S25,S33,S18,S9,S7,S16,S38,S27,S14,S24,S11,S10,S2,S15,S3,S6",1,4
K46,10,C37,0,"S32,S35,S26,S22,S50,S15,S47,S40,S46,S11,S24,S43,S42,S7,S25,S44,S12,S28,S49,S18,S29,S6,S8,S14,S30,S33,S10,S5,S27,S3,S16,S34,S45,S36,S19,S41,S38,S13,S4,S37",2,5
K47,10,C4,0,"S36,S49,S40,S37,S47,S14,S25,S18,S41,S30,S5,S46,S34,S1,S9,S35,S4,S33,S3,S28,S24,S13,S11,S2,S17,S39,S38,S45,S31,S12,S10,S6,S32,S44,S42,S26,S29,S7,S43,S23",2,4
K48,10,C24,0,"S11,S27,S47,S10,S5,S39,S38,S20,S35,S25,S33,S50,S30,S2,S19,S31,S4,S26,S21,S3,S17,S12,S18,S29,S43,S23,S49,S32,S1,S24,S48,S7,S42,S41,S36,S6,S40,S16,S22,S44",2,4
K49,10,C32,0,"S40,S42,S17,S34,S50,S11,S36,S14,S5,S35,S38,S25,S13,S30,S8,S44,S28,S37,S45,S12,S47,S29,S7,S43,S41,S16,S46,S31,S24,S4,S20,S22,S19,S3,S18,S10,S49,S26,S21,S15",3,4
K50,10,C19,903,"S50,S11,S33,S3,S19,S14,S48,S29,S4,S41,S10,S39,S16,S17,S24,S42,S7,S27,S26,S37,S23,S12,S31,S28,S44,S35,S49,S8,S15,S38,S2,S9,S46,S47,S43,S5,S30,S22,S34,S21",1,5
K51,10,C43,0,"S8,S33,S40,S41,S28,S9,S12,S17,S11,S15,S29,S7,S18,S46,S19,S6,S13,S44,S16,S34,S14,S43,S39,S32,S49,S23,S27,S48,S20,S25,S47,S2,S5,S22,S38,S35,S30,S1,S37,S4",1,2
K52,10,C20,0,"S48,S11,S4,S44,S28,S29,S20,S10,S38,S30,S13,S31,S40,S1,S41,S2,S19,S42,S7,S15,S22,S34,S45,S3,S21,S35,S24,S6,S49,S43,S18,S8,S25,S26,S9,S33,S36,S27,S50,S5",2,3
K53,10,C15,1063,"S40,S44,S28,S46,S26,S15,S24,S8,S33,S34,S43,S36,S10,S37,S13,S27,S35,S19,S41,S5,S1,S50,S49,S14,S47,S16,S48,S20,S4,S21,S3,S31,S2,S39,S45,S23,S9,S29,S6,S30",1,2
K54,10,C15,0,"S49,S36,S43,S32,S27,S26,S20,S31,S10,S39,S11,S47,S22,S25,S1,S16,S13,S46,S15,S48,S4,S30,S28,S50,S24,S3,S44,S19,S5,S42,S17,S33,S8,S12,S40,S21,S45,S6,S14,S38",2,3
K55,10,C14,0,"S26,S23,S16,S48,S24,S9,S8,S1,S6,S10,S49,S18,S37,S45,S20,S28,S2,S13,S46,S11,S43,S35,S14,S29,S34,S5,S38,S4,S30,S17,S27,S33,S7,S44,S47,S22,S31,S42,S40,S3",1,3
K56,10,C24,1035,"S42,S21,S22,S38,S12,S41,S43,S40,S6,S28,S30,S36,S33,S11,S39,S32,S14,S45,S35,S20,S4,S18,S25,S16,S49,S13,S8,S47,S31,S44,S48,S27,S34,S10,S7,S46,S9,S2,S3,S17",4,5
K57,10,C6,0,"S4,S44,S28,S18,S17,S25,S12,S47,S40,S16,S38,S2,S24,S45,S33,S48,S20,S31,S42,S8,S7,S19,S32,S49,S22,S43,S37,S6,S15,S13,S29,S9,S14,S23,S39,S35,S34,S30,S21,S5",1,4
K58,10,C14,0,"S36,S8,S45,S43,S34,S6,S25,S19,S13,S29,S20,S39,S35,S4,S21,S16,S40,S30,S2,S11,S22,S10,S46,S33,S18,S1,S17,S24,S28,S14,S49,S9,S31,S37,S5,S47,S50,S27,S44,S15",4,5
K59,10,C46,0,"S45,S1,S18,S25,S4,S42,S12,S17,S10,S11,S33,S15,S46,S29,S34,S20,S49,S37,S36,S31,S27,S26,S32,S43,S47,S21,S50,S7,S23,S39,S24,S35,S2,S48,S38,S40,S19,S44,S22,S6",4,5
K60,10,C47,0,"S9,S16,S13,S14,S33,S19,S25,S47,S17,S28,S12,S34,S1,S20,S3,S46,S22,S15,S10,S36,S50,S6,S18,S2,S29,S45,S5,S30,S41,S32,S11,S38,S43,S44,S40,S37,S27,S26,S49,S31",4,5
K61,10,C48,934,"S17,S41,S10,S1,S34,S16,S50,S15,S18,S38,S31,S24,S19,S44,S40,S20,S48,S49,S47,S32,S28,S33,S4,S21,S42,S11,S13,S22,S8,S29,S3,S7,S37,S43,S35,S30,S46,S23,S12,S25",1,3
K62,10,C35,952,"S41,S22,S8,S35,S3,S24,S33,S38,S34,S11,S39,S49,S9,S13,S48,S20,S50,S29,S43,S1,S42,S30,S19,S10,S15,S14,S31,S44,S16,S25,S26,S12,S21,S4,S2,S37,S46,S27,S45,S28",1,2
K63,10,C47,0,"S35,S36,S31,S41,S11,S40,S37,S12,S34,S7,S22,S48,S2,S10,S32,S39,S9,S49,S25,S3,S38,S27,S14,S5,S17,S46,S4,S6,S47,S21,S29,S28,S20,S15,S13,S8,S50,S44,S24,S33",3,4
K64,10,C6,0,"S49,S37,S7,S13,S12,S30,S45,S4,S27,S15,S19,S18,S21,S10,S48,S11,S25,S20,S50,S38,S39,S6,S41,S43,S32,S26,S1,S16,S9,S33,S40,S44,S5,S46,S29,S17,S34,S8,S36,S22",2,3
K65,10,C30,1084,"S35,S33,S8,S41,S23,S1,S12,S36,S6,S24,S7,S4,S43,S31,S40,S2,S10,S47,S26,S16,S45,S44,S17,S14,S3,S32,S49,S25,S15,S21,S20,S38,S29,S28,S13,S5,S27,S39,S46,S42",2,3
K66,10,C30,0,"S44,S23,S17,S14,S32,S18,S21,S47,S46,S7,S16,S39,S38,S28,S35,S9,S12,S50,S6,S1,S15,S27,S37,S33,S13,S45,S29,S36,S34,S8,S20,S19,S48,S42,S22,S30,S24,S25,S40,S3",4,5
K67,10,C5,915,"S6,S13,S25,S21,S36,S33,S18,S45,S27,S32,S1,S7,S41,S23,S14,S34,S15,S39,S11,S46,S47,S3,S4,S50,S8,S44,S38,S28,S22,S37,S20,S43,S49,S29,S35,S40,S16,S24,S17,S48",2,4
K68,10,C17,0,"S34,S37,S43,S4,S8,S1,S12,S28,S19,S15,S14,S18,S39,S45,S10,S47,S40,S30,S46,S50,S9,S22,S24,S16,S42,S20,S7,S26,S33,S41,S11,S5,S44,S29,S23,S38,S6,S32,S31,S25",1,5
K69,10,C38,0,"S49,S41,S26,S48,S35,S28,S6,S37,S19,S20,S44,S43,S3,S27,S5,S9,S32,S23,S12,S42,S50,S24,S11,S34,S25,S2,S16,S18,S14,S13,S45,S7,S4,S8,S29,S10,S21,S47,S46,S38",1,3
K70,10,C35,1065,"S49,S43,S6,S41,S22,S25,S5,S4,S44,S42,S17,S2,S27,S31,S29,S28,S14,S19,S15,S32,S46,S18,S7,S1,S24,S39,S48,S21,S35,S12,S23,S16,S11,S8,S37,S9,S20,S3,S13,S34",1,4
K71,10,C35,0,"S31,S39,S23,S22,S10,S7,S26,S1,S27,S50,S17,S20,S41,S46,S16,S21,S19,S18,S6,S28,S15,S25,S45,S35,S47,S5,S11,S34,S12,S2,S48,S37,S13,S43,S44,S42,S36,S29,S3,S9",1,2
K72,10,C24,0,"S15,S21,S43,S6,S45,S46,S50,S36,S33,S11,S48,S13,S24,S26,S7,S28,S2,S8,S12,S42,S18,S16,S1,S29,S23,S3,S35,S30,S31,S47,S49,S25,S34,S4,S22,S41,S9,S37,S5,S10",3,5
K73,10,C34,981,"S24,S49,S9,S34,S45,S19,S25,S14,S48,S4,S43,S50,S11,S5,S31,S33,S38,S7,S1,S40,S12,S27,S20,S8,S35,S28,S37,S17,S23,S13,S44,S21,S42,S2,S39,S22,S41,S46,S32,S16",3,5
K74,10,C45,0,"S42,S36,S22,S8,S27,S40,S43,S29,S16,S32,S12,S2,S21,S48,S1,S11,S9,S20,S38,S24,S4,S23,S44,S33,S10,S30,S19,S31,S26,S13,S46,S3,S28,S41,S5,S18,S6,S14,S25,S47",3,5
K75,10,C49,0,"S35,S3,S37,S13,S1,S11,S42,S27,S44,S16,S46,S39,S28,S26,S8,S21,S47,S33,S43,S23,S5,S9,S41,S49,S45,S18,S40,S34,S15,S30,S20,S2,S32,S14,S4,S50,S6,S31,S10,S22",4,5
K76,10,C2,0,"S15,S26,S46,S4,S39,S27,S34,S8,S44,S41,S3,S33,S45,S14,S31,S12,S7,S42,S17,S29,S11,S1,S22,S10,S28,S18,S2,S48,S37,S36,S19,S38,S40,S13,S43,S25,S24,S9,S16,S20",1,3
K77,10,C49,1041,"S38,S49,S31,S17,S21,S47,S48,S7,S3,S43,S41,S15,S1,S27,S9,S12,S26,S37,S28,S4,S18,S50,S40,S6,S32,S2,S25,S5,S19,S35,S39,S10,S16,S45,S23,S14,S30,S24,S29,S34",2,4
K78,10,C43,0,"S9,S14,S38,S48,S6,S27,S42,S16,S43,S44,S21,S13,S19,S11,S47,S25,S4,S39,S10,S22,S18,S29,S24,S2,S37,S1,S40,S46,S7,S33,S34,S8,S3,S23,S32,S12,S45,S31,S28,S35",1,5
K79,10,C46,944,"S35,S43,S41,S19,S21,S46,S33,S22,S12,S49,S16,S34,S15,S45,S30,S24,S5,S44,S50,S14,S38,S10,S23,S28,S25,S2,S27,S3,S8,S31,S37,S26,S20,S13,S7,S17,S42,S18,S39,S1",3,4
K80,10,C12,981,"S5,S35,S39,S44,S19,S9,S47,S6,S38,S18,S28,S23,S40,S41,S21,S30,S15,S49,S4,S25,S45,S20,S46,S34,S17,S29,S43,S2,S11,S12,S24,S32,S13,S48,S8,S1,S22,S3,S27,S37",3,5
K81,10,C34,0,"S7,S39,S49,S29,S34,S12,S31,S41,S27,S22,S18,S37,S48,S11,S26,S6,S2,S50,S33,S40,S46,S3,S32,S10,S35,S38,S13,S36,S9,S1,S44,S42,S21,S24,S43,S30,S19,S20,S25,S23",1,3
K82,10,C23,1043,"S6,S48,S8,S38,S30,S41,S12,S35,S20,S28,S46,S3,S42,S50,S33,S43,S23,S27,S31,S7,S22,S2,S21,S49,S26,S44,S5,S24,S47,S34,S25,S11,S32,S39,S37,S13,S18,S40,S4,S15",1,2
K83,10,C10,0,"S32,S3,S44,S49,S47,S14,S20,S19,S43,S26,S17,S34,S25,S46,S12,S38,S36,S42,S31,S29,S24,S48,S27,S45,S21,S30,S8,S16,S50,S6,S13,S18,S39,S23,S37,S28,S7,S11,S10,S1",2,5
K84,10,C35,1096,"S17,S31,S21,S15,S34,S29,S22,S25,S33,S47,S19,S50,S39,S10,S1,S5,S9,S49,S43,S40,S2,S13,S27,S38,S48,S36,S41,S14,S20,S24,S11,S30,S7,S18,S3,S28,S8,S46,S42,S23",4,5
K85,10,C37,1016,"S29,S35,S28,S16,S50,S34,S8,S47,S6,S1,S36,S21,S24,S11,S26,S17,S3,S43,S27,S4,S20,S33,S40,S14,S48,S30,S25,S12,S38,S42,S10,S37,S32,S39,S13,S15,S7,S49,S31,S22",3,5
K86,10,C50,0,"S31,S41,S42,S35,S37,S18,S16,S22,S45,S13,S2,S47,S3,S19,S5,S24,S6,S44,S46,S11,S27,S15,S14,S39,S23,S43,S36,S40,S1,S20,S33,S17,S29,S25,S34,S9,S10,S8,S28,S32",2,4
K87,10,C15,981,"S12,S33,S49,S4,S2,S9,S24,S48,S45,S1,S8,S21,S3,S36,S27,S31,S26,S11,S35,S29,S39,S17,S43,S47,S13,S19,S7,S10,S37,S5,S28,S40,S18,S34,S23,S42,S50,S22,S38,S20",1,5
K88,10,C13,0,"S37,S33,S25,S24,S11,S47,S31,S2,S14,S13,S18,S19,S32,S36,S23,S49,S42,S41,S38,S29,S39,S4,S26,S43,S22,S10,S48,S5,S28,S34,S46,S45,S44,S6,S16,S15,S21,S35,S9,S50",2,5
K89,10,C24,0,"S34,S4,S29,S43,S11,S1,S38,S19,S8,S26,S49,S36,S5,S33,S23,S15,S10,S27,S17,S13,S2,S28,S40,S45,S41,S22,S42,S46,S18,S31,S7,S25,S44,S3,S39,S24,S37,S30,S20,S14",1,2
K90,10,C23,0,"S33,S48,S27,S9,S36,S2,S41,S46,S42,S49,S38,S15,S5,S40,S39,S4,S25,S22,S29,S11,S30,S18,S12,S37,S28,S6,S10,S26,S47,S1,S19,S50,S44,S35,S7,S8,S20,S13,S14,S24",3,4
K91,10,C27,994,"S36,S47,S37,S31,S45,S17,S16,S25,S9,S3,S32,S35,S1,S48,S4,S14,S40,S21,S28,S49,S44,S26,S19,S41,S38,S23,S8,S29,S42,S43,S34,S15,S7,S10,S22,S30,S5,S6,S24,S50",4,5
K92,10,C16,1074,"S4,S27,S46,S32,S30,S28,S3,S8,S49,S7,S22,S24,S42,S6,S15,S13,S10,S39,S29,S14,S17,S41,S18,S12,S35,S21,S26,S5,S38,S34,S2,S44,S48,S50,S31,S23,S1,S45,S19,S40",1,2
K93,10,C1,0,"S22,S2,S6,S44,S1,S10,S47,S24,S30,S5,S13,S50,S39,S4,S26,S19,S8,S34,S23,S15,S27,S49,S9,S21,S43,S3,S38,S14,S16,S45,S41,S28,S7,S29,S11,S46,S33,S31,S17,S12",2,4
K94,10,C39,963,"S12,S10,S43,S21,S15,S36,S44,S45,S6,S42,S49,S14,S24,S47,S32,S19,S13,S50,S16,S9,S4,S31,S26,S29,S46,S30,S40,S34,S41,S23,S7,S28,S8,S3,S35,S27,S38,S25,S2,S37",3,4
K95,10,C40,946,"S35,S10,S27,S48,S8,S50,S34,S44,S24,S32,S28,S14,S7,S21,S38,S2,S9,S3,S46,S6,S36,S5,S43,S25,S4,S12,S20,S31,S19,S17,S40,S30,S16,S47,S39,S45,S42,S13,S1,S22",2,3
K96,10,C11,0,"S37,S46,S19,S33,S31,S35,S24,S39,S45,S20,S49,S48,S21,S18,S15,S10,S14,S17,S27,S22,S16,S9,S7,S47,S11,S36,S34,S2,S25,S32,S1,S43,S28,S23,S8,S3,S42,S26,S5,S50",3,4
K97,10,C30,0,"S16,S41,S12,S29,S30,S42,S35,S39,S31,S13,S28,S5,S47,S19,S4,S2,S36,S48,S45,S33,S23,S15,S20,S3,S32,S25,S43,S50,S34,S11,S26,S46,S9,S40,S37,S8,S49,S14,S24,S27",2,4
K98,10,C17,957,"S43,S21,S50,S23,S30,S37,S15,S44,S45,S36,S9,S28,S20,S12,S24,S38,S47,S18,S5,S13,S29,S8,S25,S33,S34,S41,S1,S49,S19,S32,S26,S39,S27,S11,S48,S10,S14,S46,S6,S31",3,4
K99,10,C46,0,"S46,S27,S10,S18,S24,S23,S31,S8,S7,S20,S49,S38,S15,S42,S47,S36,S37,S43,S33,S1,S13,S30,S6,S48,S12,S50,S21,S26,S5,S22,S34,S9,S3,S4,S41,S45,S32,S2,S29,S14",3,4
K100,10,C38,0,"S2,S8,S37,S32,S15,S44,S46,S27,S21,S35,S25,S33,S23,S36,S50,S29,S12,S48,S42,S43,S10,S20,S30,S9,S38,S49,S45,S5,S31,S47,S14,S18,S3,S41,S1,S11,S17,S16,S13,S39",2,5
