name,available,cluster,wage,skill,lb,ub
K27,10,C30,0,"S45,S37,S29,S13,S28,S35,S11,S36,S21,S31,S26,S3,S46,S47,S39,S49,S27,S12,S7,S18,S14,S30,S2,S43,S38,S42,S5,S41,S44,S17,S16,S4,S40,S10,S24,S1,S15,S23,S32,S48",3,5
K28,10,C2,1079,"S18,S24,S9,S19,S43,S17,S5,S4,S44,S38,S2,S21,S32,S37,S42,S6,S31,S28,S27,S22,S35,S1,S26,S25,S11,S20,S49,S48,S36,S40,S16,S46,S14,S45,S3,S7,S8,S10,S15,S39",3,5
K29,10,C39,982,"S12,S37,S2,S38,S34,S32,S4,S44,S20,S47,S30,S9,S10,S41,S50,S1,S33,S3,S13,S6,S46,S16,S39,S8,S5,S17,S21,S15,S19,S11,S18,S45,S25,S35,S29,S7,S26,S42,S22,S28",1,2
K30,10,C34,0,"S2,S6,S19,S21,S50,S38,S22,S7,S47,S13,S39,S1,S34,S18,S46,S41,S8,S4,S32,S3,S49,S23,S33,S28,S24,S27,S48,S16,S20,S36,S14,S35,S15,S11,S30,S26,S29,S40,S37,S43",1,3
K31,10,C9,970,"S27,S19,S49,S50,S20,S29,S4,S24,S8,S37,S44,S3,S7,S23,S14,S25,S34,S38,S22,S41,S13,S10,S11,S1,S2,S33,S17,S36,S42,S40,S35,S6,S12,S15,S28,S39,S43,S18,S31,S16",2,4
K32,10,C36,0,"S17,S18,S13,S48,S27,S21,S19,S4,S2,S22,S25,S39,S35,S7,S10,S11,S44,S28,S47,S46,S30,S50,S40,S29,S20,S49,S34,S32,S23,S33,S31,S1,S14,S45,S12,S41,S43,S6,S24,S37",4,5
K33,10,C41,1058,"S36,S16,S24,S39,S32,S2,S41,S50,S5,S30,S22,S12,S31,S40,S42,S26,S3,S48,S15,S28,S34,S9,S19,S1,S11,S25,S37,S13,S27,S23,S47,S14,S46,S21,S33,S44,S38,S8,S43,S49",2,3
K34,10,C36,977,"S35,S14,S48,S47,S23,S6,S12,S8,S33,S39,S15,S42,S37,S43,S28,S2,S50,S19,S38,S17,S26,S13,S40,S49,S25,S16,S44,S22,S41,S30,S7,S24,S46,S32,S9,S20,S34,S29,S27,S31",1,3
K35,10,C4,0,"S4,S24,S15,S8,S44,S19,S31,S34,S22,S47,S18,S6,S48,S12,S13,S45,S32,S1,S37,S41,S49,S16,S5,S33,S26,S21,S7,S35,S43,S36,S29,S9,S28,S25,S11,S42,S40,S30,S46,S27",2,4
K36,10,C40,0,"S4,S24,S41,S26,S11,S42,S14,S47,S20,S30,S15,S6,S22,S10,S12,S28,S49,S18,S3,S17,S33,S2,S39,S50,S9,S13,S44,S36,S34,S37,S35,S46,S5,S43,S21,S23,S27,S29,S40,S31",2,5
K37,10,C23,958,"S46,S30,S5,S31,S48,S45,S44,S6,S19,S47,S2,S3,S21,S1,S38,S41,S39,S12,S17,S50,S14,S36,S33,S9,S23,S25,S10,S27,S35,S40,S42,S16,S34,S8,S4,S22,S24,S26,S13,S49",3,5
K38,10,C6,0,"S20,S12,S48,S14,S33,S10,S28,S45,S40,S46,S22,S16,S8,S4,S26,S24,S21,S6,S13,S25,S7,S29,S36,S31,S34,S47,S27,S18,S50,S15,S2,S3,S44,S30,S39,S43,S19,S5,S38,S23",2,4
K39,10,C32,0,"S40,S14,S23,S43,S17,S30,S41,S32,S18,S39,S45,S9,S36,S26,S12,S5,S44,S31,S38,S50,S24,S8,S28,S3,S27,S33,S19,S48,S25,S29,S35,S46,S42,S15,S34,S4,S7,S37,S20,S6",1,4
K40,10,C25,938,"S32,S19,S4,S41,S14,S27,S28,S13,S44,S1,S48,S50,S43,S49,S23,S40,S5,S9,S47,S2,S11,S35,S33,S38,S10,S15,S36,S20,S3,S7,S18,S42,S16,S34,S6,S37,S12,S39,S8,S21",2,5
K41,10,C8,929,"S39,S36,S37,S9,S6,S50,S38,S15,S48,S21,S42,S17,S31,S2,S5,S35,S22,S20,S28,S7,S4,S24,S23,S26,S27,S34,S49,S25,S10,S32,S18,S43,S14,S45,S16,S41,S11,S40,S44,S3",2,3
K42,10,C13,0,"S45,S31,S37,S33,S13,S15,S27,S39,S9,S35,S43,S11,S25,S46,S2,S42,S30,S21,S36,S12,S48,S40,S19,S49,S10,S50,S47,S41,S16,S44,S4,S5,S26,S14,S23,S6,S32,S3,S38,S28",2,3
K43,10,C3,913,"S8,S24,S39,S4,S1,S20,S9,S32,S27,S41,S18,S26,S19,S6,S21,S35,S12,S25,S42,S15,S7,S44,S28,S50,S11,S22,S23,S14,S33,S45,S16,S30,S43,S47,S38,S10,S49,S5,S31,S3",3,5
K44,10,C12,970,"S19,S27,S39,S14,S45,S23,S30,S15,S9,S44,S7,S50,S47,S26,S48,S46,S42,S24,S20,S31,S36,S21,S13,S5,S25,S4,S16,S28,S34,S12,S10,S22,S35,S41,S11,S2,S6,S17,S8,S43",1,2
K45,10,C46,935,"S8,S34,S12,S25,S35,S43,S42,S26,S14,S38,S13,S28,S44,S7,S31,S45,S50,S17,S22,S9,S37,S46,S40,S30,S49,S11,S48,S15,S24,S1,S5,S47,S10,S3,S33,S23,S6,S4,S36,S32",3,5
K46,10,C37,1003,"S26,S19,S4,S3,S15,S6,S18,S31,S45,S42,S20,S22,S33,S47,S17,S43,S5,S21,S32,S41,S48,S24,S2,S36,S11,S16,S37,S39,S13,S30,S9,S35,S25,S44,S8,S12,S28,S10,S38,S14",2,3
K47,10,C39,960,"S9,S33,S2,S37,S5,S34,S22,S1,S23,S16,S36,S25,S21,S6,S45,S40,S48,S39,S27,S28,S32,S13,S41,S17,S20,S43,S46,S10,S7,S14,S49,S42,S15,S18,S44,S4,S35,S11,S50,S29",2,3
K48,10,C40,0,"S41,S10,S39,S28,S8,S25,S1,S2,S49,S11,S45,S48,S26,S18,S31,S24,S22,S30,S9,S50,S43,S21,S33,S3,S42,S38,S6,S7,S16,S37,S27,S44,S20,S35,S36,S4,S5,S23,S15,S40",3,4
K49,10,C36,0,"S6,S34,S17,S50,S2,S7,S27,S10,S9,S31,S13,S44,S12,S35,S3,S47,S36,S15,S26,S28,S49,S19,S37,S4,S39,S33,S20,S38,S16,S8,S32,S42,S48,S24,S30,S5,S25,S45,S23,S46",1,5
K50,10,C37,0,"S5,S33,S21,S6,S35,S36,S26,S18,S11,S45,S49,S47,S2,S31,S3,S17,S20,S50,S9,S14,S7,S1,S30,S22,S24,S37,S43,S44,S28,S8,S12,S48,S34,S27,S46,S42,S13,S32,S41,S10",2,3
K51,10,C5,0,"S21,S3,S20,S42,S36,S45,S14,S11,S28,S39,S26,S48,S22,S30,S8,S10,S17,S34,S7,S47,S9,S6,S27,S24,S44,S38,S23,S12,S15,S5,S41,S2,S25,S40,S4,S31,S1,S43,S46,S33",1,3
K52,10,C18,998,"S22,S11,S41,S7,S8,S12,S40,S32,S35,S24,S43,S3,S19,S34,S23,S47,S28,S30,S20,S45,S39,S33,S14,S46,S17,S44,S25,S10,S49,S50,S18,S13,S38,S27,S26,S37,S2,S15,S6,S21",4,5
K53,10,C46,951,"S30,S37,S40,S8,S41,S45,S3,S33,S12,S19,S5,S17,S15,S6,S25,S50,S16,S7,S22,S27,S47,S43,S39,S11,S26,S38,S20,S48,S10,S18,S21,S13,S49,S46,S31,S36,S4,S34,S44,S2",2,4
K54,10,C37,930,"S10,S7,S4,S42,S45,S35,S24,S28,S3,S25,S40,S22,S13,S16,S21,S20,S47,S37,S23,S43,S29,S50,S19,S18,S49,S9,S48,S44,S8,S38,S1,S27,S14,S32,S39,S36,S46,S31,S11,S17",1,2
K55,10,C14,926,"S36,S20,S12,S27,S45,S3,S29,S5,S43,S15,S39,S38,S30,S21,S50,S18,S49,S22,S14,S23,S26,S37,S2,S7,S25,S13,S16,S46,S40,S19,S1,S9,S17,S32,S35,S34,S24,S47,S6,S10",1,3
K56,10,C22,0,"S20,S34,S44,S10,S16,S26,S15,S46,S25,S49,S45,S1,S4,S9,S13,S47,S40,S2,S23,S36,S18,S3,S11,S30,S8,S43,S12,S48,S5,S19,S42,S28,S17,S7,S27,S29,S31,S37,S35,S39",1,5
K57,10,C6,1069,"S9,S15,S36,S46,S2,S3,S11,S12,S18,S25,S8,S7,S5,S29,S30,S44,S22,S14,S13,S16,S41,S40,S17,S49,S50,S37,S27,S4,S33,S35,S28,S43,S38,S32,S23,S6,S42,S20,S34,S10",2,4
K58,10,C50,1022,"S48,S21,S38,S46,S30,S45,S22,S13,S35,S17,S44,S15,S3,S43,S41,S2,S20,S6,S9,S50,S28,S26,S8,S27,S25,S40,S33,S49,S19,S12,S39,S10,S7,S34,S4,S37,S18,S11,S47,S1",2,4
K59,10,C28,1089,"S11,S12,S23,S10,S5,S40,S33,S35,S15,S7,S34,S22,S41,S48,S39,S16,S6,S43,S13,S32,S20,S9,S4,S37,S44,S28,S3,S49,S21,S42,S17,S18,S27,S25,S36,S29,S1,S31,S50,S8",1,5
K60,10,C23,0,"S5,S25,S4,S31,S26,S29,S14,S1,S23,S8,S48,S18,S49,S28,S50,S38,S42,S22,S27,S9,S21,S20,S40,S15,S32,S24,S11,S3,S2,S43,S16,S10,S17,S6,S34,S47,S12,S44,S30,S13",1,4
K61,10,C24,999,"S36,S40,S33,S32,S16,S34,S9,S12,S44,S43,S46,S25,S47,S42,S19,S20,S22,S35,S29,S37,S26,S8,S28,S21,S41,S7,S11,S18,S17,S50,S1,S23,S3,S24,S14,S13,S15,S4,S10,S27",2,3
K62,10,C4,0,"S10,S19,S1,S23,S25,S8,S18,S38,S41,S35,S33,S21,S32,S45,S29,S43,S4,S46,S20,S34,S3,S50,S48,S31,S12,S13,S26,S30,S9,S2,S17,S11,S47,S16,S15,S49,S27,S44,S6,S5",2,4
K63,10,C7,1065,"S37,S49,S31,S2,S47,S41,S19,S40,S7,S30,S39,S43,S50,S8,S14,S29,S34,S38,S22,S1,S44,S17,S16,S18,S21,S6,S36,S45,S4,S46,S10,S33,S26,S15,S11,S24,S32,S28,S27,S35",2,5
K64,10,C50,986,"S34,S40,S13,S9,S29,S33,S10,S48,S43,S2,S42,S24,S8,S4,S1,S3,S28,S45,S37,S17,S46,S15,S26,S23,S38,S30,S5,S20,S12,S22,S44,S16,S32,S31,S19,S49,S47,S21,S14,S7",1,2
K65,10,C46,956,"S41,S9,S15,S5,S27,S16,S2,S14,S8,S12,S20,S39,S1,S11,S26,S30,S21,S33,S31,S35,S3,S46,S48,S4,S10,S34,S24,S25,S28,S43,S6,S36,S42,S32,S37,S44,S22,S23,S38,S47",1,4
K66,10,C33,0,"S46,S50,S39,S41,S18,S17,S2,S16,S44,S4,S36,S14,S5,S32,S13,S11,S35,S29,S7,S23,S1,S37,S30,S10,S26,S42,S8,S6,S27,S38,S48,S12,S45,S40,S3,S49,S43,S33,S24,S47",3,5
K67,10,C14,0,"S45,S3,S41,S31,S24,S30,S32,S40,S5,S20,S2,S37,S39,S21,S15,S47,S48,S42,S19,S14,S16,S26,S1,S25,S12,S23,S29,S13,S35,S22,S4,S10,S38,S9,S33,S18,S34,S46,S7,S36",2,3
K68,10,C21,1075,"S18,S2,S38,S6,S37,S8,S10,S34,S35,S40,S19,S46,S20,S7,S43,S48,S9,S13,S16,S17,S44,S42,S28,S41,S50,S30,S1,S15,S47,S49,S27,S29,S23,S21,S4,S3,S32,S11,S12,S45",2,4
K69,10,C29,0,"S39,S29,S41,S5,S13,S49,S38,S16,S34,S10,S33,S9,S19,S36,S47,S1,S12,S26,S32,S27,S43,S3,S37,S4,S25,S48,S35,S15,S24,S44,S14,S40,S45,S8,S50,S7,S21,S23,S31,S28",1,4
K70,10,C41,937,"S36,S31,S26,S41,S47,S10,S2,S3,S14,S49,S18,S19,S40,S17,S50,S16,S1,S22,S42,S15,S7,S27,S8,S12,S6,S32,S48,S13,S38,S35,S5,S29,S34,S23,S21,S43,S33,S30,S25,S37",3,5
K71,10,C44,919,"S43,S39,S3,S32,S14,S20,S50,S41,S23,S15,S9,S48,S10,S38,S35,S8,S37,S40,S17,S26,S46,S30,S45,S34,S6,S29,S19,S13,S31,S2,S18,S36,S28,S1,S5,S47,S25,S16,S49,S7",3,5
K72,10,C47,1038,"S48,S18,S35,S15,S12,S47,S26,S34,S3,S11,S49,S6,S50,S2,S1,S7,S40,S31,S43,S29,S41,S23,S28,S17,S33,S42,S36,S38,S37,S13,S14,S24,S25,S10,S19,S21,S39,S45,S9,S44",1,2
K73,10,C2,1065,"S38,S43,S2,S35,S49,S42,S36,S6,S46,S28,S29,S45,S5,S50,S11,S7,S39,S12,S3,S18,S9,S26,S4,S47,S37,S48,S15,S34,S41,S14,S32,S30,S33,S19,S21,S23,S8,S16,S20,S13",2,4
K74,10,C7,0,"S47,S10,S5,S39,S28,S35,S50,S43,S31,S20,S29,S6,S12,S27,S15,S48,S49,S45,S11,S33,S9,S22,S23,S1,S24,S37,S36,S16,S21,S46,S42,S17,S4,S34,S30,S3,S32,S26,S2,S13",3,5
K75,10,C48,0,"S11,S48,S7,S1,S36,S14,S18,S13,S33,S17,S39,S38,S50,S30,S21,S25,S9,S26,S12,S2,S20,S43,S19,S45,S22,S44,S31,S29,S42,S41,S34,S40,S10,S47,S49,S4,S28,S15,S3,S24",1,4
K76,10,C34,1079,"S20,S35,S46,S28,S50,S30,S7,S15,S22,S13,S11,S26,S29,S18,S3,S12,S40,S31,S1,S42,S8,S33,S38,S17,S6,S19,S41,S16,S21,S32,S27,S37,S25,S44,S2,S39,S48,S14,S36,S34",2,4
K77,10,C10,1061,"S33,S47,S22,S5,S12,S16,S41,S46,S2,S9,S26,S27,S18,S13,S15,S8,S38,S32,S34,S36,S17,S20,S19,S21,S7,S44,S35,S49,S30,S6,S25,S11,S43,S28,S37,S50,S3,S29,S31,S10",1,3
K78,10,C20,0,"S37,S18,S10,S19,S40,S39,S28,S15,S1,S24,S13,S35,S16,S3,S23,S27,S47,S32,S22,S4,S38,S9,S12,S26,S31,S20,S44,S49,S36,S50,S33,S34,S42,S17,S25,S29,S6,S14,S21,S7",2,5
K79,10,C44,1062,"S42,S29,S11,S50,S9,S13,S17,S22,S49,S15,S20,S39,S8,S6,S48,S34,S25,S27,S19,S40,S10,S44,S14,S35,S24,S16,S38,S26,S21,S47,S32,S43,S23,S45,S33,S1,S3,S12,S31,S18",3,5
K80,10,C50,1064,"S46,S26,S10,S18,S30,S50,S39,S45,S2,S44,S35,S20,S41,S14,S12,S32,S27,S29,S47,S19,S42,S8,S48,S24,S34,S3,S49,S15,S25,S23,S17,S33,S28,S37,S21,S6,S5,S4,S31,S40",3,5
K81,10,C28,1015,"S21,S40,S25,S18,S30,S14,S37,S5,S15,S38,S35,S45,S34,S3,S48,S42,S26,S50,S13,S16,S2,S23,S49,S32,S39,S4,S9,S47,S31,S17,S22,S46,S20,S7,S33,S44,S27,S36,S11,S8",1,3
K82,10,C41,1028,"S41,S34,S23,S28,S27,S37,S18,S35,S36,S40,S38,S47,S4,S17,S11,S26,S29,S8,S10,S30,S31,S3,S7,S15,S2,S13,S42,S20,S48,S44,S25,S45,S33,S39,S6,S32,S16,S43,S19,S22",3,4
K83,10,C43,900,"S4,S49,S31,S24,S18,S1,S33,S23,S38,S41,S17,S16,S29,S3,S44,S11,S28,S32,S21,S9,S22,S43,S19,S26,S5,S14,S10,S35,S13,S40,S50,S48,S15,S12,S39,S34,S27,S25,S2,S20",2,4
K84,10,C6,1030,"S6,S50,S23,S36,S1,S40,S37,S43,S28,S12,S13,S25,S2,S3,S19,S20,S10,S31,S7,S16,S22,S14,S18,S49,S44,S29,S17,S26,S9,S15,S34,S35,S33,S11,S46,S32,S38,S5,S30,S4",1,2
K85,10,C19,0,"S13,S5,S31,S27,S6,S41,S10,S45,S3,S9,S50,S21,S24,S47,S44,S35,S32,S33,S38,S29,S12,S34,S20,S28,S30,S7,S49,S25,S26,S37,S40,S36,S39,S17,S2,S46,S16,S18,S23,S48",1,5
K86,10,C39,0,"S14,S50,S38,S21,S5,S33,S19,S26,S6,S7,S16,S42,S37,S43,S48,S31,S45,S18,S34,S20,S41,S23,S25,S49,S15,S3,S36,S28,S11,S29,S44,S10,S12,S17,S47,S30,S1,S13,S4,S24",2,5
K87,10,C48,1008,"S23,S11,S48,S14,S45,S4,S39,S17,S42,S29,S2,S21,S38,S13,S19,S47,S16,S40,S26,S18,S1,S37,S44,S46,S27,S5,S33,S32,S41,S28,S3,S8,S22,S15,S49,S9,S20,S7,S25,S34",2,4
K88,10,C1,1010,"S50,S15,S1,S34,S21,S10,S9,S26,S46,S28,S3,S49,S24,S31,S18,S30,S11,S25,S20,S19,S8,S7,S48,S6,S42,S16,S37,S14,S35,S38,S33,S17,S12,S47,S32,S4,S36,S29,S23,S27",2,4
K89,10,C17,1021,"S45,S3,S12,S11,S44,S7,S5,S29,S4,S14,S35,S40,S27,S50,S36,S38,S22,S33,S49,S21,S32,S25,S31,S1,S18,S2,S16,S46,S37,S48,S34,S28,S42,S43,S19,S41,S10,S9,S23,S30",2,5
K90,10,C44,0,"S37,S28,S26,S5,S19,S24,S40,S36,S13,S27,S42,S34,S29,S23,S8,S2,S35,S30,S46,S48,S31,S16,S18,S22,S25,S38,S6,S47,S3,S49,S7,S11,S15,S12,S21,S41,S44,S1,S50,S45",4,5
K91,10,C45,0,"S33,S21,S37,S30,S28,S36,S43,S32,S38,S49,S4,S31,S34,S7,S47,S41,S39,S27,S11,S35,S48,S46,S44,S13,S15,S8,S9,S12,S2,S50,S19,S26,S42,S1,S18,S14,S22,S40,S10,S5",2,3
K92,10,C26,1045,"S40,S43,S6,S49,S7,S11,S46,S21,S2,S12,S30,S47,S35,S23,S48,S39,S20,S32,S25,S17,S14,S8,S36,S9,S38,S28,S4,S1,S33,S13,S18,S26,S42,S45,S41,S22,S50,S29,S24,S3",2,4
K93,10,C6,0,"S17,S11,S26,S31,S13,S46,S42,S30,S50,S27,S32,S47,S45,S40,S10,S3,S2,S6,S35,S25,S7,S9,S34,S23,S48,S38,S39,S36,S43,S44,S33,S29,S18,S19,S22,S28,S21,S37,S41,S5",2,5
K94,10,C6,0,"S7,S24,S28,S41,S50,S11,S8,S29,S33,S45,S1,S48,S5,S35,S37,S34,S47,S39,S6,S4,S12,S21,S16,S9,S13,S36,S25,S14,S46,S17,S30,S18,S3,S26,S40,S23,S20,S44,S10,S2",2,3
K95,10,C11,0,"S49,S6,S37,S4,S32,S30,S36,S11,S50,S23,S1,S2,S16,S20,S39,S18,S7,S19,S40,S29,S41,S43,S33,S17,S46,S15,S8,S44,S42,S47,S3,S10,S21,S26,S48,S14,S5,S28,S12,S38",2,3
K96,10,C20,0,"S2,S14,S33,S19,S21,S44,S23,S31,S28,S25,S50,S34,S10,S38,S17,S8,S40,S4,S36,S42,S41,S22,S11,S26,S5,S24,S48,S13,S12,S20,S7,S1,S39,S46,S45,S15,S43,S37,S32,S30",1,5
K97,10,C2,976,"S29,S24,S14,S10,S46,S41,S3,S22,S47,S19,S4,S35,S8,S21,S37,S15,S5,S38,S23,S34,S39,S48,S33,S49,S40,S36,S42,S7,S9,S13,S12,S17,S2,S25,S28,S30,S50,S11,S18,S31",1,5
K98,10,C12,0,"S11,S20,S25,S35,S49,S29,S22,S21,S44,S34,S8,S33,S13,S6,S2,S5,S31,S36,S28,S1,S37,S7,S16,S24,S9,S45,S39,S32,S27,S40,S46,S17,S41,S14,S18,S19,S30,S3,S50,S42",3,5
K99,10,C15,1088,"S8,S33,S17,S2,S48,S47,S27,S22,S44,S41,S29,S24,S42,S11,S7,S3,S31,S46,S23,S20,S9,S38,S10,S19,S25,S18,S12,S26,S4,S5,S50,S45,S36,S49,S35,S21,S15,S30,S43,S1",3,5
K100,10,C29,1035,"S4,S30,S46,S19,S29,S23,S42,S47,S38,S39,S13,S5,S17,S14,S31,S12,S34,S28,S37,S6,S49,S18,S40,S8,S41,S48,S44,S35,S33,S10,S22,S25,S20,S45,S11,S16,S1,S3,S50,S36",4,5
