airport_from,airport_to,cost,distance
C13,C1,21.0,21.0
C13,C2,70.9,70.9
C13,C3,15.1,15.1
C13,C4,23.9,23.9
C13,C5,22.1,22.1
C13,C6,34.1,34.1
C13,C7,35.5,35.5
C13,C8,6.4,6.4
C13,C9,31.0,31.0
C13,C10,33.3,33.3
C13,C11,32.8,32.8
C13,C12,32.1,32.1
C13,C13,0.0,0.0
C13,C14,65.8,65.8
C13,C15,7.0,7.0
C13,C16,42.1,42.1
C13,C17,63.6,63.6
C13,C18,48.1,48.1
C13,C19,46.5,46.5
C13,C20,46.1,46.1
C13,C21,29.7,29.7
C13,C22,51.9,51.9
C13,C23,24.2,24.2
C13,C24,46.1,46.1
C13,C25,46.0,46.0
C13,C26,70.7,70.7
C13,C27,40.0,40.0
C13,C28,35.0,35.0
C13,C29,22.5,22.5
C13,C30,76.6,76.6
C14,C1,46.6,46.6
C14,C2,62.8,62.8
C14,C3,54.4,54.4
C14,C4,89.2,89.2
C14,C5,84.1,84.1
C14,C6,99.7,99.7
C14,C7,100.8,100.8
C14,C8,66.7,66.7
C14,C9,60.4,60.4
C14,C10,98.5,98.5
C14,C11,97.8,97.8
C14,C12,45.5,45.5
C14,C13,65.8,65.8
C14,C14,0.0,0.0
C14,C15,61.0,61.0
C14,C16,101.6,101.6
C14,C17,74.0,74.0
C14,C18,30.0,30.0
C14,C19,111.2,111.2
C14,C20,28.3,28.3
C14,C21,73.7,73.7
C14,C22,23.0,23.0
C14,C23,61.8,61.8
C14,C24,102.5,102.5
C14,C25,102.9,102.9
C14,C26,96.1,96.1
C14,C27,82.0,82.0
C14,C28,100.6,100.6
C14,C29,74.2,74.2
C14,C30,81.6,81.6
C15,C1,19.1,19.1
C15,C2,72.3,72.3
C15,C3,8.2,8.2
C15,C4,28.3,28.3
C15,C5,29.1,29.1
C15,C6,38.9,38.9
C15,C7,41.6,41.6
C15,C8,5.8,5.8
C15,C9,34.1,34.1
C15,C10,37.5,37.5
C15,C11,36.9,36.9
C15,C12,25.2,25.2
C15,C13,7.0,7.0
C15,C14,61.0,61.0
C15,C15,0.0,0.0
C15,C16,49.1,49.1
C15,C17,66.7,66.7
C15,C18,46.1,46.1
C15,C19,52.8,52.8
C15,C20,43.7,43.7
C15,C21,35.2,35.2
C15,C22,49.0,49.0
C15,C23,27.8,27.8
C15,C24,53.1,53.1
C15,C25,53.0,53.0
C15,C26,75.7,75.7
C15,C27,45.8,45.8
C15,C28,40.8,40.8
C15,C29,28.6,28.6
C15,C30,79.6,79.6
C16,C1,55.5,55.5
C16,C2,79.3,79.3
C16,C3,57.2,57.2
C16,C4,33.6,33.6
C16,C5,20.0,20.0
C16,C6,30.5,30.5
C16,C7,20.0,20.0
C16,C8,46.0,46.0
C16,C9,44.6,44.6
C16,C10,34.7,34.7
C16,C11,35.4,35.4
C16,C12,74.2,74.2
C16,C13,42.1,42.1
C16,C14,101.6,101.6
C16,C15,49.1,49.1
C16,C16,0.0,0.0
C16,C17,63.1,63.1
C16,C18,76.1,76.1
C16,C19,19.0,19.0
C16,C20,75.8,75.8
C16,C21,30.5,30.5
C16,C22,82.2,82.2
C16,C23,40.6,40.6
C16,C24,7.2,7.2
C16,C25,6.4,6.4
C16,C26,54.5,54.5
C16,C27,28.8,28.8
C16,C28,22.8,22.8
C16,C29,27.5,27.5
C16,C30,73.8,73.8
C17,C1,52.4,52.4
C17,C2,19.2,19.2
C17,C3,69.4,69.4
C17,C4,79.1,79.1
C17,C5,60.1,60.1
C17,C6,84.1,84.1
C17,C7,77.1,77.1
C17,C8,69.8,69.8
C17,C9,32.6,32.6
C17,C10,86.4,86.4
C17,C11,86.5,86.5
C17,C12,79.9,79.9
C17,C13,63.6,63.6
C17,C14,74.0,74.0
C17,C15,66.7,66.7
C17,C16,63.1,63.1
C17,C17,0.0,0.0
C17,C18,44.9,44.9
C17,C19,81.4,81.4
C17,C20,47.8,47.8
C17,C21,38.2,38.2
C17,C22,51.4,51.4
C17,C23,39.4,39.4
C17,C24,58.5,58.5
C17,C25,59.5,59.5
C17,C26,24.0,24.0
C17,C27,34.5,34.5
C17,C28,79.0,79.0
C17,C29,46.5,46.5
C17,C30,13.0,13.0
C18,C1,27.2,27.2
C18,C2,37.5,37.5
C18,C3,43.0,43.0
C18,C4,71.6,71.6
C18,C5,61.1,61.1
C18,C6,81.0,81.0
C18,C7,79.4,79.4
C18,C8,51.7,51.7
C18,C9,32.2,32.2
C18,C10,81.0,81.0
C18,C11,80.5,80.5
C18,C12,44.6,44.6
C18,C13,48.1,48.1
C18,C14,30.0,30.0
C18,C15,46.1,46.1
C18,C16,76.1,76.1
C18,C17,44.9,44.9
C18,C18,0.0,0.0
C18,C19,88.6,88.6
C18,C20,3.6,3.6
C18,C21,46.3,46.3
C18,C22,7.1,7.1
C18,C23,35.5,35.5
C18,C24,75.7,75.7
C18,C25,76.3,76.3
C18,C26,66.3,66.3
C18,C27,53.3,53.3
C18,C28,79.9,79.9
C18,C29,48.8,48.8
C18,C30,54.1,54.1
C19,C1,64.7,64.7
C19,C2,96.8,96.8
C19,C3,60.9,60.9
C19,C4,28.1,28.1
C19,C5,27.6,27.6
C19,C6,19.4,19.4
C19,C7,11.4,11.4
C19,C8,48.1,48.1
C19,C9,59.2,59.2
C19,C10,23.8,23.8
C19,C11,24.7,24.7
C19,C12,77.2,77.2
C19,C13,46.5,46.5
C19,C14,111.2,111.2
C19,C15,52.8,52.8
C19,C16,19.0,19.0
C19,C17,81.4,81.4
C19,C18,88.6,88.6
C19,C19,0.0,0.0
C19,C20,87.7,87.7
C19,C21,46.1,46.1
C19,C22,94.1,94.1
C19,C23,53.8,53.8
C19,C24,25.5,25.5
C19,C25,24.5,24.5
C19,C26,73.4,73.4
C19,C27,46.9,46.9
C19,C28,13.0,13.0
C19,C29,40.5,40.5
C19,C30,92.5,92.5
C20,C1,25.1,25.1
C20,C2,41.0,41.0
C20,C3,40.2,40.2
C20,C4,69.8,69.8
C20,C5,60.1,60.1
C20,C6,79.4,79.4
C20,C7,78.2,78.2
C20,C8,49.3,49.3
C20,C9,32.7,32.7
C20,C10,79.2,79.2
C20,C11,78.7,78.7
C20,C12,41.1,41.1
C20,C13,46.1,46.1
C20,C14,28.3,28.3
C20,C15,43.7,43.7
C20,C16,75.8,75.8
C20,C17,47.8,47.8
C20,C18,3.6,3.6
C20,C19,87.7,87.7
C20,C20,0.0,0.0
C20,C21,46.5,46.5
C20,C22,6.4,6.4
C20,C23,35.2,35.2
C20,C24,75.8,75.8
C20,C25,76.3,76.3
C20,C26,68.6,68.6
C20,C27,54.1,54.1
C20,C28,78.6,78.6
C20,C29,48.4,48.4
C20,C30,57.3,57.3
C21,C1,31.0,31.0
C21,C2,51.2,51.2
C21,C3,41.1,41.1
C21,C4,41.0,41.0
C21,C5,22.0,22.0
C21,C6,46.0,46.0
C21,C7,39.8,39.8
C21,C8,36.1,36.1
C21,C9,14.2,14.2
C21,C10,48.2,48.2
C21,C11,48.3,48.3
C21,C12,56.6,56.6
C21,C13,29.7,29.7
C21,C14,73.7,73.7
C21,C15,35.2,35.2
C21,C16,30.5,30.5
C21,C17,38.2,38.2
C21,C18,46.3,46.3
C21,C19,46.1,46.1
C21,C20,46.5,46.5
C21,C21,0.0,0.0
C21,C22,52.8,52.8
C21,C23,12.2,12.2
C21,C24,29.4,29.4
C21,C25,30.0,30.0
C21,C26,41.1,41.1
C21,C27,10.8,10.8
C21,C28,41.4,41.4
C21,C29,8.5,8.5
C21,C30,50.8,50.8
C22,C1,30.9,30.9
C22,C2,42.4,42.4
C22,C3,44.9,44.9
C22,C4,75.7,75.7
C22,C5,66.5,66.5
C22,C6,85.4,85.4
C22,C7,84.5,84.5
C22,C8,54.8,54.8
C22,C9,38.9,38.9
C22,C10,85.1,85.1
C22,C11,84.6,84.6
C22,C12,43.7,43.7
C22,C13,51.9,51.9
C22,C14,23.0,23.0
C22,C15,49.0,49.0
C22,C16,82.2,82.2
C22,C17,51.4,51.4
C22,C18,7.1,7.1
C22,C19,94.1,94.1
C22,C20,6.4,6.4
C22,C21,52.8,52.8
C22,C22,0.0,0.0
C22,C23,41.6,41.6
C22,C24,82.2,82.2
C22,C25,82.7,82.7
C22,C26,73.2,73.2
C22,C27,60.2,60.2
C22,C28,84.8,84.8
C22,C29,54.8,54.8
C22,C30,60.0,60.0
C23,C1,19.2,19.2
C23,C2,48.0,48.0
C23,C3,32.0,32.0
C23,C4,42.1,42.1
C23,C5,26.8,26.8
C23,C6,49.5,49.5
C23,C7,45.6,45.6
C23,C8,30.4,30.4
C23,C9,7.1,7.1
C23,C10,50.6,50.6
C23,C11,50.5,50.5
C23,C12,46.1,46.1
C23,C13,24.2,24.2
C23,C14,61.8,61.8
C23,C15,27.8,27.8
C23,C16,40.6,40.6
C23,C17,39.4,39.4
C23,C18,35.5,35.5
C23,C19,53.8,53.8
C23,C20,35.2,35.2
C23,C21,12.2,12.2
C23,C22,41.6,41.6
C23,C23,0.0,0.0
C23,C24,40.7,40.7
C23,C25,41.2,41.2
C23,C26,48.6,48.6
C23,C27,22.1,22.1
C23,C28,46.6,46.6
C23,C29,13.5,13.5
C23,C30,52.4,52.4
C24,C1,57.3,57.3
C24,C2,75.6,75.6
C24,C3,61.0,61.0
C24,C4,40.2,40.2
C24,C5,24.5,24.5
C24,C6,37.6,37.6
C24,C7,27.2,27.2
C24,C8,50.6,50.6
C24,C9,43.6,43.6
C24,C10,41.8,41.8
C24,C11,42.4,42.4
C24,C12,78.0,78.0
C24,C13,46.1,46.1
C24,C14,102.5,102.5
C24,C15,53.1,53.1
C24,C16,7.2,7.2
C24,C17,58.5,58.5
C24,C18,75.7,75.7
C24,C19,25.5,25.5
C24,C20,75.8,75.8
C24,C21,29.4,29.4
C24,C22,82.2,82.2
C24,C23,40.7,40.7
C24,C24,0.0,0.0
C24,C25,1.0,1.0
C24,C26,48.1,48.1
C24,C27,25.2,25.2
C24,C28,30.0,30.0
C24,C29,28.5,28.5
C24,C30,68.7,68.7
C25,C1,57.6,57.6
C25,C2,76.5,76.5
C25,C3,61.0,61.0
C25,C4,39.7,39.7
C25,C5,24.3,24.3
C25,C6,36.9,36.9
C25,C7,26.4,26.4
C25,C8,50.5,50.5
C25,C9,44.2,44.2
C25,C10,41.0,41.0
C25,C11,41.7,41.7
C25,C12,78.0,78.0
C25,C13,46.0,46.0
C25,C14,102.9,102.9
C25,C15,53.0,53.0
C25,C16,6.4,6.4
C25,C17,59.5,59.5
C25,C18,76.3,76.3
C25,C19,24.5,24.5
C25,C20,76.3,76.3
C25,C21,30.0,30.0
C25,C22,82.7,82.7
C25,C23,41.2,41.2
C25,C24,1.0,1.0
C25,C25,0.0,0.0
C25,C26,49.1,49.1
C25,C27,26.1,26.1
C25,C28,29.2,29.2
C25,C29,28.8,28.8
C25,C30,69.6,69.6
C26,C1,66.2,66.2
C26,C2,42.5,42.5
C26,C3,80.6,80.6
C26,C4,79.6,79.6
C26,C5,59.5,59.5
C26,C6,81.6,81.6
C26,C7,72.5,72.5
C26,C8,77.1,77.1
C26,C9,43.9,43.9
C26,C10,84.9,84.9
C26,C11,85.2,85.2
C26,C12,94.2,94.2
C26,C13,70.7,70.7
C26,C14,96.1,96.1
C26,C15,75.7,75.7
C26,C16,54.5,54.5
C26,C17,24.0,24.0
C26,C18,66.3,66.3
C26,C19,73.4,73.4
C26,C20,68.6,68.6
C26,C21,41.1,41.1
C26,C22,73.2,73.2
C26,C23,48.6,48.6
C26,C24,48.1,48.1
C26,C25,49.1,49.1
C26,C26,0.0,0.0
C26,C27,31.9,31.9
C26,C28,75.0,75.0
C26,C29,49.2,49.2
C26,C30,26.2,26.2
C27,C1,41.3,41.3
C27,C2,50.6,50.6
C27,C3,51.9,51.9
C27,C4,47.9,47.9
C27,C5,27.9,27.9
C27,C6,51.0,51.0
C27,C7,43.0,43.0
C27,C8,46.2,46.2
C27,C9,21.6,21.6
C27,C10,53.9,53.9
C27,C11,54.1,54.1
C27,C12,67.4,67.4
C27,C13,40.0,40.0
C27,C14,82.0,82.0
C27,C15,45.8,45.8
C27,C16,28.8,28.8
C27,C17,34.5,34.5
C27,C18,53.3,53.3
C27,C19,46.9,46.9
C27,C20,54.1,54.1
C27,C21,10.8,10.8
C27,C22,60.2,60.2
C27,C23,22.1,22.1
C27,C24,25.2,25.2
C27,C25,26.1,26.1
C27,C26,31.9,31.9
C27,C27,0.0,0.0
C27,C28,45.2,45.2
C27,C29,17.7,17.7
C27,C30,46.0,46.0
C28,C1,54.5,54.5
C28,C2,92.6,92.6
C28,C3,48.8,48.8
C28,C4,15.0,15.0
C28,C5,19.9,19.9
C28,C6,7.8,7.8
C28,C7,2.8,2.8
C28,C8,35.8,35.8
C28,C9,52.8,52.8
C28,C10,12.2,12.2
C28,C11,13.0,13.0
C28,C12,64.6,64.6
C28,C13,35.0,35.0
C28,C14,100.6,100.6
C28,C15,40.8,40.8
C28,C16,22.8,22.8
C28,C17,79.0,79.0
C28,C18,79.9,79.9
C28,C19,13.0,13.0
C28,C20,78.6,78.6
C28,C21,41.4,41.4
C28,C22,84.8,84.8
C28,C23,46.6,46.6
C28,C24,30.0,30.0
C28,C25,29.2,29.2
C28,C26,75.0,75.0
C28,C27,45.2,45.2
C28,C28,0.0,0.0
C28,C29,34.2,34.2
C28,C30,91.0,91.0
C29,C1,28.9,28.9
C29,C2,58.5,58.5
C29,C3,35.4,35.4
C29,C4,32.6,32.6
C29,C5,14.3,14.3
C29,C6,38.1,38.1
C29,C7,32.9,32.9
C29,C8,28.6,28.6
C29,C9,18.8,18.8
C29,C10,40.0,40.0
C29,C11,40.0,40.0
C29,C12,51.8,51.8
C29,C13,22.5,22.5
C29,C14,74.2,74.2
C29,C15,28.6,28.6
C29,C16,27.5,27.5
C29,C17,46.5,46.5
C29,C18,48.8,48.8
C29,C19,40.5,40.5
C29,C20,48.4,48.4
C29,C21,8.5,8.5
C29,C22,54.8,54.8
C29,C23,13.5,13.5
C29,C24,28.5,28.5
C29,C25,28.8,28.8
C29,C26,49.2,49.2
C29,C27,17.7,17.7
C29,C28,34.2,34.2
C29,C29,0.0,0.0
C29,C30,59.2,59.2
C30,C1,64.8,64.8
C30,C2,20.0,20.0
C30,C3,82.1,82.1
C30,C4,91.8,91.8
C30,C5,72.6,72.6
C30,C6,96.4,96.4
C30,C7,89.0,89.0
C30,C8,82.8,82.8
C30,C9,45.6,45.6
C30,C10,98.9,98.9
C30,C11,99.0,99.0
C30,C12,92.0,92.0
C30,C13,76.6,76.6
C30,C14,81.6,81.6
C30,C15,79.6,79.6
C30,C16,73.8,73.8
C30,C17,13.0,13.0
C30,C18,54.1,54.1
C30,C19,92.5,92.5
C30,C20,57.3,57.3
C30,C21,50.8,50.8
C30,C22,60.0,60.0
C30,C23,52.4,52.4
C30,C24,68.7,68.7
C30,C25,69.6,69.6
C30,C26,26.2,26.2
C30,C27,46.0,46.0
C30,C28,91.0,91.0
C30,C29,59.2,59.2
C30,C30,0.0,0.0
