id,cluster,client,skill,demand,consultant,priority
123,C36,V123,S3,3,,4
124,C47,V124,S34,3,,3
125,C35,V125,S40,5,,2
126,C25,V126,S7,2,,2
127,C36,V127,S22,3,,1
128,C39,V128,S39,3,,2
129,C19,V129,S17,1,,2
130,C29,V130,S34,1,,3
131,C7,V131,S7,2,,2
132,C31,V132,S3,5,,5
133,C25,V133,S17,1,,4
134,C30,V134,S25,4,,5
135,C33,V135,S46,1,,2
136,C26,V136,S6,2,,4
137,C50,V137,S4,6,,4
138,C9,V138,S22,1,,1
139,C13,V139,S43,1,,3
140,C37,V140,S50,2,,1
141,C2,V141,S20,1,,3
142,C6,V142,S15,2,,4
143,C4,V143,S20,1,,1
144,C48,V144,S40,3,,5
145,C15,V145,S7,1,,3
146,C16,V146,S28,1,,2
147,C24,V147,S48,6,,5
148,C4,V148,S2,5,,3
149,C31,V149,S32,6,,4
150,C20,V150,S22,1,,5
151,C21,V151,S31,2,,2
152,C8,V152,S18,6,,4
153,C38,V153,S13,1,,3
154,C25,V154,S6,2,,3
155,C19,V155,S39,6,,4
156,C28,V156,S41,1,,4
157,C24,V157,S19,3,,5
158,C26,V158,S50,1,,2
159,C11,V159,S43,2,,5
160,C50,V160,S44,6,,2
161,C21,V161,S24,2,,2
162,C44,V162,S48,3,,4
163,C45,V163,S15,5,,2
164,C39,V164,S29,1,,4
165,C41,V165,S37,4,,1
166,C50,V166,S46,2,,2
167,C5,V167,S20,1,,3
168,C36,V168,S13,5,,3
169,C6,V169,S15,2,,5
170,C45,V170,S50,5,,5
171,C2,V171,S6,5,,2
172,C4,V172,S37,2,,3
173,C9,V173,S25,5,,4
174,C16,V174,S11,4,,5
175,C13,V175,S44,2,,5
176,C9,V176,S44,1,,1
177,C49,V177,S12,4,,2
178,C34,V178,S13,3,,2
179,C2,V179,S33,5,,2
180,C24,V180,S21,6,,2
181,C31,V181,S3,4,,1
182,C9,V182,S28,2,,5
183,C12,V183,S9,1,,2
184,C42,V184,S10,3,,1
185,C45,V185,S49,6,,1
186,C50,V186,S46,5,,5
187,C30,V187,S40,3,,4
188,C44,V188,S4,6,,5
189,C11,V189,S36,5,,3
190,C20,V190,S41,1,,2
191,C22,V191,S32,6,,4
192,C8,V192,S45,2,,2
193,C19,V193,S38,5,,5
194,C50,V194,S27,5,,1
195,C35,V195,S32,3,,2
196,C33,V196,S19,3,,5
197,C24,V197,S17,6,,3
198,C6,V198,S9,2,,2
199,C37,V199,S49,5,,2
200,C11,V200,S10,4,,5
201,C35,V201,S6,3,,5
202,C25,V202,S25,4,,4
203,C15,V203,S40,5,,3
204,C17,V204,S15,4,,2
205,C3,V205,S4,5,,1
206,C37,V206,S37,3,,3
207,C45,V207,S40,5,,2
208,C3,V208,S6,3,,1
209,C8,V209,S43,3,,3
210,C50,V210,S40,4,,5
211,C21,V211,S14,1,K74,4
212,C40,V212,S9,1,K80,4
213,C8,V213,S36,4,K39,4
214,C36,V214,S30,1,K92,1
215,C5,V215,S27,1,K55,3
216,C34,V216,S34,5,K2,4
217,C30,V217,S5,2,K42,2
218,C19,V218,S2,6,K86,3
219,C27,V219,S8,2,K34,3
220,C43,V220,S31,2,K84,5
221,C38,V221,S1,5,K15,2
222,C11,V222,S28,3,K57,3
223,C33,V223,S37,5,K90,3
224,C30,V224,S15,3,K24,1
225,C20,V225,S16,3,K12,3
226,C2,V226,S31,3,K37,2
227,C36,V227,S1,2,K92,1
228,C26,V228,S10,4,K6,4
229,C3,V229,S1,1,K98,4
230,C49,V230,S45,1,K60,4
231,C12,V231,S31,1,K39,4
232,C46,V232,S33,1,K26,3
233,C19,V233,S9,1,K77,3
234,C25,V234,S36,2,K65,3
235,C4,V235,S33,2,K18,4
236,C28,V236,S48,4,K50,2
237,C30,V237,S10,5,K69,3
238,C40,V238,S31,1,K79,4
239,C39,V239,S2,6,K80,4
240,C41,V240,S14,2,K23,2
