id,cluster,client,skill,demand,consultant,priority
166,C50,V166,S41,1,,1
167,C42,V167,S40,3,,1
168,C41,V168,S10,4,,5
169,C32,V169,S7,3,,1
170,C40,V170,S27,4,,3
171,C8,V171,S8,6,,2
172,C21,V172,S38,3,,1
173,C48,V173,S30,2,,5
174,C10,V174,S41,3,,5
175,C45,V175,S48,6,,3
176,C22,V176,S30,3,,1
177,C16,V177,S31,2,,1
178,C44,V178,S46,1,,2
179,C13,V179,S47,4,,4
180,C29,V180,S26,4,,1
181,C37,V181,S31,3,,2
182,C41,V182,S31,5,,2
183,C45,V183,S11,6,,5
184,C27,V184,S23,6,,2
185,C8,V185,S6,2,,5
186,C28,V186,S14,3,,4
187,C19,V187,S5,4,,5
188,C29,V188,S11,4,,2
189,C48,V189,S42,3,,5
190,C29,V190,S26,5,,1
191,C12,V191,S25,3,,3
192,C40,V192,S32,2,,1
193,C50,V193,S26,3,,3
194,C7,V194,S26,2,,2
195,C41,V195,S3,2,,1
196,C7,V196,S43,2,,1
197,C25,V197,S29,6,,3
198,C14,V198,S34,1,,2
199,C39,V199,S34,2,,3
200,C2,V200,S7,6,,2
201,C33,V201,S42,5,K90,5
202,C5,V202,S27,5,K35,4
203,C37,V203,S38,3,K76,4
204,C44,V204,S15,1,K52,4
205,C4,V205,S10,5,K100,5
206,C16,V206,S40,3,K24,4
207,C1,V207,S16,2,K38,3
208,C9,V208,S17,6,K21,3
209,C24,V209,S5,5,K67,3
210,C12,V210,S24,2,K50,2
211,C15,V211,S2,5,K13,3
212,C35,V212,S47,6,K75,1
213,C5,V213,S24,3,K32,4
214,C19,V214,S14,4,K25,1
215,C24,V215,S27,3,K1,5
216,C41,V216,S47,5,K78,2
217,C48,V217,S4,1,K22,4
218,C41,V218,S39,3,K96,4
219,C42,V219,S34,5,K30,3
220,C30,V220,S6,3,K6,2
221,C46,V221,S17,5,K86,2
