name,available,cluster,wage,skill,lb,ub
K20,10,C4,1067,"S44,S27,S31,S4,S24,S29,S26,S40,S28,S19,S5,S18,S25,S41,S48,S1,S45,S32,S42,S47,S43,S6,S22,S9,S14",2,3
K21,10,C43,0,"S37,S11,S44,S45,S42,S31,S32,S18,S35,S33,S28,S3,S16,S7,S40,S38,S8,S5,S19,S15,S23,S24,S27,S41,S25",1,4
K22,10,C21,936,"S4,S12,S14,S11,S2,S35,S23,S33,S17,S27,S19,S5,S39,S47,S13,S46,S31,S26,S41,S20,S34,S48,S21,S28,S38",1,4
K23,10,C3,0,"S15,S43,S12,S32,S34,S8,S16,S6,S29,S40,S37,S13,S5,S20,S48,S3,S42,S33,S9,S47,S30,S1,S2,S7,S31",1,3
K24,10,C10,911,"S33,S1,S43,S44,S5,S16,S49,S48,S50,S28,S2,S17,S41,S40,S36,S15,S7,S30,S27,S35,S37,S8,S47,S46,S19",1,3
K25,10,C26,0,"S50,S26,S18,S27,S12,S4,S48,S16,S7,S13,S21,S25,S14,S32,S46,S24,S41,S15,S28,S44,S31,S38,S34,S23,S19",4,5
K26,10,C8,0,"S27,S15,S33,S46,S38,S3,S50,S4,S43,S10,S6,S7,S32,S35,S14,S18,S16,S44,S40,S12,S17,S42,S26,S36,S22",2,4
K27,10,C19,0,"S49,S16,S10,S6,S37,S23,S40,S30,S17,S24,S28,S46,S13,S22,S2,S9,S35,S26,S45,S12,S11,S3,S42,S1,S18",2,4
K28,10,C11,0,"S27,S6,S40,S48,S42,S44,S25,S45,S12,S34,S33,S26,S50,S30,S38,S32,S15,S17,S8,S19,S24,S28,S36,S7,S49",2,5
K29,10,C19,980,"S47,S11,S38,S16,S34,S27,S5,S2,S42,S22,S40,S15,S12,S31,S36,S6,S28,S9,S44,S39,S21,S46,S49,S1,S18",2,5
K30,10,C2,0,"S30,S50,S21,S32,S41,S4,S10,S38,S8,S37,S22,S15,S33,S5,S12,S9,S11,S36,S26,S20,S29,S25,S49,S40,S28",1,4
K31,10,C46,0,"S32,S33,S23,S11,S42,S19,S16,S27,S4,S6,S31,S26,S37,S24,S18,S34,S2,S29,S25,S15,S41,S20,S40,S50,S44",1,5
K32,10,C39,917,"S20,S24,S42,S26,S2,S1,S45,S46,S17,S16,S21,S34,S38,S18,S22,S50,S5,S49,S15,S41,S6,S27,S37,S23,S12",1,4
K33,10,C13,949,"S15,S11,S6,S39,S29,S16,S47,S5,S20,S1,S26,S28,S30,S22,S10,S43,S17,S33,S38,S2,S50,S3,S27,S36,S25",2,4
K34,10,C8,969,"S35,S20,S50,S17,S19,S25,S11,S29,S40,S13,S6,S2,S4,S9,S28,S24,S36,S44,S5,S45,S1,S27,S22,S23,S42",1,3
K35,10,C21,1017,"S38,S7,S33,S35,S5,S24,S43,S47,S22,S30,S39,S46,S2,S28,S49,S1,S12,S48,S16,S15,S26,S9,S40,S23,S6",1,5
K36,10,C41,0,"S43,S40,S44,S22,S38,S10,S13,S1,S20,S5,S29,S17,S37,S7,S2,S15,S42,S26,S24,S27,S3,S50,S47,S16,S12",2,3
K37,10,C37,0,"S20,S43,S25,S22,S1,S11,S14,S23,S10,S38,S40,S19,S16,S37,S32,S36,S24,S39,S28,S47,S9,S33,S27,S6,S5",1,3
K38,10,C44,0,"S7,S20,S4,S42,S35,S28,S1,S3,S8,S5,S19,S22,S50,S38,S16,S23,S45,S2,S49,S36,S46,S15,S12,S37,S34",2,4
K39,10,C5,0,"S21,S14,S8,S46,S7,S11,S34,S30,S39,S31,S22,S13,S49,S6,S41,S19,S50,S26,S5,S45,S28,S47,S1,S33,S9",2,3
K40,10,C49,1070,"S18,S15,S29,S10,S27,S5,S37,S42,S49,S32,S43,S38,S17,S16,S12,S48,S25,S34,S44,S4,S46,S7,S41,S50,S3",2,5
K41,10,C49,0,"S43,S5,S37,S6,S16,S23,S40,S30,S22,S31,S19,S42,S14,S10,S15,S46,S20,S48,S2,S45,S34,S1,S26,S38,S9",3,4
K42,10,C3,0,"S15,S1,S44,S16,S40,S18,S3,S34,S4,S2,S46,S49,S42,S9,S24,S43,S22,S10,S12,S33,S26,S21,S11,S41,S45",2,3
K43,10,C1,0,"S28,S9,S12,S49,S10,S50,S26,S31,S16,S43,S15,S20,S17,S6,S27,S40,S44,S13,S32,S5,S41,S1,S36,S11,S18",2,5
K44,10,C5,0,"S7,S48,S18,S50,S2,S49,S16,S17,S14,S21,S6,S32,S13,S37,S26,S35,S19,S5,S8,S43,S15,S10,S27,S40,S34",2,3
K45,10,C24,937,"S50,S31,S41,S35,S24,S1,S39,S49,S21,S29,S33,S13,S43,S45,S20,S32,S11,S14,S28,S18,S37,S27,S36,S48,S12",1,5
K46,10,C8,0,"S39,S32,S48,S9,S3,S28,S8,S5,S27,S23,S17,S43,S18,S2,S14,S49,S37,S31,S22,S40,S10,S11,S15,S38,S13",1,5
K47,10,C44,908,"S13,S37,S34,S45,S11,S16,S49,S42,S36,S21,S48,S6,S20,S9,S17,S28,S46,S43,S23,S24,S38,S12,S29,S3,S50",1,4
K48,10,C31,0,"S23,S46,S39,S4,S37,S26,S7,S14,S50,S49,S6,S31,S42,S32,S36,S40,S11,S34,S20,S2,S3,S17,S1,S19,S29",2,5
K49,10,C34,974,"S47,S31,S45,S48,S38,S50,S28,S35,S43,S13,S27,S16,S42,S34,S1,S17,S6,S9,S5,S7,S40,S20,S32,S19,S14",4,5
K50,10,C6,0,"S39,S26,S43,S2,S25,S38,S47,S22,S15,S24,S21,S17,S3,S9,S31,S12,S36,S35,S27,S30,S11,S33,S28,S29,S1",2,4
K51,10,C5,929,"S8,S9,S6,S43,S16,S45,S14,S35,S26,S24,S32,S50,S15,S27,S36,S41,S48,S25,S39,S12,S38,S28,S7,S22,S10",1,3
K52,10,C41,909,"S39,S17,S26,S24,S21,S9,S30,S36,S31,S16,S43,S49,S27,S10,S7,S48,S22,S33,S41,S46,S35,S13,S32,S29,S44",2,3
K53,10,C36,0,"S46,S32,S9,S44,S4,S5,S8,S38,S35,S34,S33,S47,S45,S30,S24,S50,S37,S16,S18,S27,S17,S25,S41,S6,S23",2,3
K54,10,C17,0,"S18,S30,S36,S4,S8,S12,S21,S43,S15,S44,S17,S14,S6,S48,S41,S7,S46,S32,S37,S47,S50,S35,S33,S40,S13",3,5
K55,10,C44,915,"S18,S5,S34,S46,S27,S17,S6,S4,S8,S45,S48,S23,S3,S24,S33,S42,S38,S22,S11,S32,S31,S25,S16,S44,S19",3,5
K56,10,C43,970,"S39,S21,S24,S2,S14,S45,S47,S12,S9,S6,S29,S28,S13,S40,S38,S18,S23,S43,S25,S50,S11,S4,S8,S16,S30",1,5
K57,10,C50,0,"S3,S30,S29,S7,S28,S18,S47,S48,S40,S4,S6,S14,S44,S46,S42,S39,S26,S45,S9,S16,S10,S32,S49,S43,S31",2,3
K58,10,C48,0,"S9,S15,S22,S34,S21,S45,S28,S20,S14,S30,S7,S25,S42,S19,S12,S32,S48,S5,S27,S4,S44,S16,S50,S26,S17",2,3
K59,10,C47,0,"S13,S48,S45,S7,S49,S34,S27,S32,S29,S17,S37,S44,S25,S41,S36,S24,S43,S38,S50,S33,S35,S15,S14,S30,S22",2,4
K60,10,C50,0,"S42,S3,S32,S39,S35,S27,S6,S49,S40,S45,S34,S4,S19,S21,S20,S24,S50,S5,S15,S28,S29,S17,S8,S31,S41",2,4
K61,10,C32,1043,"S5,S29,S2,S12,S35,S44,S41,S26,S47,S33,S43,S4,S10,S15,S7,S23,S8,S25,S38,S13,S32,S42,S48,S16,S9",1,4
K62,10,C21,0,"S14,S25,S30,S40,S34,S31,S2,S29,S12,S13,S8,S15,S28,S1,S41,S4,S48,S47,S19,S49,S11,S5,S20,S9,S39",1,5
K63,10,C45,0,"S39,S11,S43,S33,S6,S10,S22,S20,S23,S24,S9,S47,S8,S36,S27,S50,S48,S42,S4,S45,S32,S18,S5,S46,S38",1,3
K64,10,C21,925,"S8,S12,S39,S37,S45,S14,S28,S42,S32,S16,S3,S21,S34,S44,S36,S11,S2,S47,S26,S30,S5,S20,S18,S24,S25",1,5
K65,10,C11,0,"S50,S5,S2,S42,S34,S46,S39,S18,S38,S32,S43,S13,S44,S49,S6,S17,S19,S30,S40,S9,S29,S24,S21,S4,S1",3,5
K66,10,C39,929,"S44,S31,S16,S23,S15,S35,S32,S43,S34,S21,S24,S3,S18,S14,S17,S26,S12,S41,S39,S46,S47,S19,S20,S2,S29",1,2
K67,10,C26,0,"S32,S20,S7,S5,S49,S43,S16,S38,S2,S8,S24,S34,S29,S21,S19,S9,S11,S25,S26,S47,S41,S14,S15,S12,S23",4,5
K68,10,C26,1008,"S41,S15,S25,S49,S44,S40,S17,S6,S19,S48,S47,S27,S39,S14,S24,S7,S36,S4,S31,S38,S8,S22,S50,S37,S45",2,4
K69,10,C47,0,"S16,S10,S39,S35,S47,S23,S8,S41,S36,S5,S18,S29,S22,S14,S17,S4,S24,S20,S28,S19,S42,S32,S46,S33,S2",4,5
K70,10,C23,0,"S16,S21,S29,S11,S27,S33,S25,S49,S5,S22,S31,S12,S44,S1,S46,S43,S30,S17,S8,S24,S15,S45,S2,S50,S38",3,4
K71,10,C13,0,"S5,S20,S25,S28,S31,S32,S2,S35,S50,S18,S11,S7,S17,S29,S43,S42,S30,S37,S4,S24,S48,S47,S13,S12,S8",4,5
K72,10,C42,1088,"S35,S15,S49,S38,S6,S19,S2,S33,S5,S21,S12,S26,S30,S1,S14,S22,S24,S31,S34,S37,S8,S50,S17,S28,S9",4,5
K73,10,C29,1003,"S1,S48,S33,S12,S30,S49,S18,S20,S26,S28,S5,S35,S10,S21,S44,S17,S43,S38,S8,S6,S34,S41,S4,S3,S25",1,5
K74,10,C6,0,"S46,S28,S37,S30,S7,S1,S22,S39,S42,S49,S10,S40,S50,S12,S11,S21,S41,S31,S35,S29,S33,S23,S32,S20,S18",4,5
K75,10,C18,954,"S17,S25,S30,S46,S8,S6,S40,S49,S50,S32,S23,S3,S42,S35,S10,S12,S21,S9,S14,S33,S5,S20,S36,S24,S38",3,4
K76,10,C15,0,"S37,S24,S12,S17,S45,S22,S39,S50,S11,S47,S8,S13,S33,S26,S4,S29,S48,S2,S27,S43,S34,S30,S23,S49,S19",1,2
K77,10,C44,0,"S39,S6,S26,S30,S12,S16,S40,S10,S45,S5,S18,S25,S48,S49,S35,S42,S41,S46,S34,S3,S4,S47,S50,S27,S21",3,4
K78,10,C10,902,"S35,S45,S37,S26,S16,S17,S23,S33,S48,S13,S24,S9,S19,S15,S46,S40,S18,S21,S43,S28,S38,S22,S10,S32,S27",2,5
K79,10,C41,991,"S40,S27,S10,S25,S28,S50,S1,S4,S38,S22,S36,S32,S29,S26,S17,S47,S48,S12,S20,S7,S2,S44,S13,S39,S23",1,4
K80,10,C22,0,"S8,S48,S6,S5,S27,S2,S42,S46,S15,S31,S11,S29,S23,S45,S20,S40,S37,S30,S28,S38,S36,S7,S26,S18,S43",1,4
K81,10,C12,0,"S43,S7,S47,S46,S18,S10,S16,S50,S31,S11,S33,S35,S40,S3,S38,S21,S24,S26,S4,S14,S45,S20,S8,S13,S6",1,4
K82,10,C20,901,"S31,S43,S45,S5,S22,S33,S32,S16,S49,S47,S25,S37,S26,S12,S42,S1,S14,S48,S27,S11,S20,S23,S13,S18,S38",1,4
K83,10,C1,0,"S46,S5,S7,S43,S23,S10,S6,S26,S13,S31,S2,S22,S8,S17,S35,S15,S4,S3,S36,S50,S34,S38,S18,S28,S25",3,5
K84,10,C42,0,"S5,S9,S21,S12,S42,S28,S40,S3,S23,S27,S38,S11,S24,S30,S43,S15,S4,S22,S33,S47,S26,S6,S31,S50,S10",1,4
K85,10,C40,1089,"S40,S46,S36,S28,S20,S30,S49,S6,S8,S26,S34,S35,S41,S33,S42,S17,S48,S11,S45,S22,S15,S10,S31,S13,S50",2,5
K86,10,C38,0,"S34,S12,S42,S9,S15,S19,S7,S22,S3,S44,S32,S17,S13,S37,S40,S41,S27,S11,S43,S50,S21,S30,S31,S45,S49",1,2
K87,10,C23,1078,"S50,S25,S44,S34,S19,S28,S10,S1,S8,S22,S45,S39,S29,S33,S14,S40,S2,S24,S27,S49,S48,S18,S13,S4,S32",3,5
K88,10,C49,0,"S8,S23,S40,S41,S2,S36,S30,S12,S21,S39,S27,S44,S14,S13,S5,S32,S15,S6,S10,S33,S11,S24,S20,S1,S22",2,4
K89,10,C43,0,"S48,S46,S8,S44,S19,S21,S16,S43,S34,S9,S5,S49,S3,S11,S35,S41,S37,S30,S27,S10,S26,S39,S13,S15,S14",3,5
K90,10,C48,0,"S8,S41,S12,S11,S13,S43,S31,S38,S40,S14,S47,S25,S21,S26,S1,S3,S6,S17,S32,S7,S18,S20,S28,S30,S15",2,3
K91,10,C2,0,"S45,S4,S18,S8,S27,S44,S5,S26,S14,S32,S35,S33,S2,S46,S43,S3,S49,S24,S20,S36,S6,S23,S47,S7,S22",1,5
K92,10,C35,924,"S29,S47,S43,S26,S15,S4,S2,S40,S5,S17,S50,S1,S39,S3,S38,S36,S16,S9,S46,S21,S44,S10,S20,S30,S8",1,2
K93,10,C42,1007,"S30,S38,S33,S41,S43,S28,S14,S24,S4,S31,S34,S12,S39,S49,S15,S25,S37,S50,S47,S29,S10,S22,S36,S7,S1",2,5
K94,10,C50,999,"S1,S17,S32,S26,S13,S24,S3,S6,S45,S4,S27,S35,S28,S46,S23,S5,S22,S50,S30,S40,S19,S16,S21,S15,S38",3,5
K95,10,C35,0,"S41,S27,S19,S25,S26,S43,S7,S10,S47,S14,S24,S39,S50,S13,S9,S12,S40,S18,S34,S1,S11,S31,S8,S49,S21",2,4
K96,10,C33,0,"S31,S19,S10,S28,S12,S9,S29,S25,S40,S50,S38,S17,S45,S18,S3,S23,S11,S24,S5,S34,S47,S35,S46,S14,S13",2,3
K97,10,C39,0,"S29,S31,S3,S39,S32,S8,S27,S44,S6,S9,S19,S4,S24,S26,S5,S47,S2,S28,S30,S7,S11,S14,S22,S40,S15",3,4
K98,10,C19,1088,"S9,S29,S31,S7,S16,S21,S1,S43,S34,S25,S42,S45,S22,S41,S3,S17,S46,S36,S20,S26,S10,S49,S13,S15,S19",4,5
K99,10,C44,0,"S39,S4,S47,S2,S14,S8,S1,S41,S26,S13,S35,S37,S34,S3,S29,S9,S20,S42,S50,S28,S43,S31,S40,S19,S6",2,4
K100,10,C3,0,"S7,S44,S1,S45,S38,S13,S15,S47,S35,S4,S28,S22,S26,S42,S9,S2,S3,S6,S8,S14,S19,S48,S11,S5,S37",1,2
