id,cluster,client,skill,demand,consultant,priority
207,C35,V207,S33,2,K7,5
208,C17,V208,S39,4,K9,1
209,C30,V209,S7,3,K61,3
210,C13,V210,S37,1,K9,1
211,C11,V211,S19,1,K96,4
212,C14,V212,S42,2,K95,3
213,C1,V213,S26,1,K30,3
214,C20,V214,S30,4,K24,4
215,C4,V215,S18,4,K80,4
216,C48,V216,S6,3,K24,4
217,C15,V217,S10,3,K36,3
218,C40,V218,S19,1,K24,4
219,C14,V219,S24,6,K13,3
220,C25,V220,S23,4,K100,5
221,C11,V221,S20,6,K57,2
222,C43,V222,S19,3,K5,3
223,C21,V223,S47,5,K90,5
224,C19,V224,S35,2,K73,4
