id,cluster,client,skill,demand,consultant,priority
187,C33,V187,S36,4,,2
188,C1,V188,S41,6,,5
189,C42,V189,S44,5,,4
190,C10,V190,S8,3,K65,3
191,C7,V191,S29,3,K32,5
192,C41,V192,S30,5,K47,4
193,C39,V193,S14,2,K70,3
194,C38,V194,S43,2,K72,3
195,C13,V195,S49,1,K48,2
196,C28,V196,S28,5,K1,4
197,C3,V197,S8,5,K66,4
198,C17,V198,S41,6,K38,3
199,C30,V199,S12,1,K85,5
200,C46,V200,S17,3,K83,3
201,C33,V201,S43,1,K3,3
202,C4,V202,S29,2,K20,3
203,C31,V203,S50,5,K95,2
204,C7,V204,S7,3,K33,3
205,C15,V205,S2,4,K58,5
206,C9,V206,S15,6,K61,2
207,C6,V207,S3,6,K63,4
208,C30,V208,S9,2,K16,3
209,C24,V209,S11,1,K28,5
210,C24,V210,S15,4,K82,2
211,C12,V211,S35,3,K55,3
212,C12,V212,S7,2,K32,5
213,C7,V213,S33,5,K66,4
