airport_from,airport_to,cost,distance
C2,C25,59.0,59.0
C2,C26,37.1,37.1
C2,C27,57.5,57.5
C2,C28,15.3,15.3
C2,C29,39.6,39.6
C2,C30,28.4,28.4
C2,C31,12.2,12.2
C2,C32,56.6,56.6
C2,C33,34.4,34.4
C2,C34,38.9,38.9
C2,C35,51.9,51.9
C2,C36,62.7,62.7
C2,C37,64.4,64.4
C2,C38,83.2,83.2
C2,C39,85.4,85.4
C2,C40,25.9,25.9
C2,C41,46.8,46.8
C2,C42,72.8,72.8
C2,C43,69.9,69.9
C2,C44,82.3,82.3
C2,C45,18.2,18.2
C2,C46,58.7,58.7
C2,C47,22.1,22.1
C2,C48,76.9,76.9
C2,C49,41.8,41.8
C2,C50,63.1,63.1
C3,C1,21.1,21.1
C3,C2,46.0,46.0
C3,C3,0.0,0.0
C3,C4,79.5,79.5
C3,C5,76.1,76.1
C3,C6,99.9,99.9
C3,C7,50.0,50.0
C3,C8,15.2,15.2
C3,C9,63.6,63.6
C3,C10,100.4,100.4
C3,C11,9.2,9.2
C3,C12,116.4,116.4
C3,C13,63.3,63.3
C3,C14,8.1,8.1
C3,C15,81.5,81.5
C3,C16,76.9,76.9
C3,C17,89.1,89.1
C3,C18,84.4,84.4
C3,C19,34.4,34.4
C3,C20,81.4,81.4
C3,C21,44.4,44.4
C3,C22,37.6,37.6
C3,C23,51.9,51.9
C3,C24,84.5,84.5
C3,C25,74.0,74.0
C3,C26,43.2,43.2
C3,C27,89.9,89.9
C3,C28,59.7,59.7
C3,C29,32.4,32.4
C3,C30,74.1,74.1
C3,C31,45.4,45.4
C3,C32,39.5,39.5
C3,C33,12.6,12.6
C3,C34,77.3,77.3
C3,C35,86.0,86.0
C3,C36,34.5,34.5
C3,C37,58.2,58.2
C3,C38,72.2,72.2
C3,C39,86.0,86.0
C3,C40,62.0,62.0
C3,C41,86.4,86.4
C3,C42,51.2,51.2
C3,C43,68.9,68.9
C3,C44,62.4,62.4
C3,C45,28.3,28.3
C3,C46,40.2,40.2
C3,C47,67.5,67.5
C3,C48,69.1,69.1
C3,C49,69.9,69.9
C3,C50,74.9,74.9
C4,C1,61.0,61.0
C4,C2,34.0,34.0
C4,C3,79.5,79.5
C4,C4,0.0,0.0
C4,C5,87.3,87.3
C4,C6,63.2,63.2
C4,C7,35.5,35.5
C4,C8,73.2,73.2
C4,C9,79.4,79.4
C4,C10,71.0,71.0
C4,C11,85.0,85.0
C4,C12,80.2,80.2
C4,C13,16.3,16.3
C4,C14,73.2,73.2
C4,C15,55.1,55.1
C4,C16,88.2,88.2
C4,C17,76.2,76.2
C4,C18,65.7,65.7
C4,C19,69.6,69.6
C4,C20,114.6,114.6
C4,C21,52.0,52.0
C4,C22,51.5,51.5
C4,C23,87.8,87.8
C4,C24,111.5,111.5
C4,C25,74.7,74.7
C4,C26,64.7,64.7
C4,C27,57.1,57.1
C4,C28,20.0,20.0
C4,C29,70.8,70.8
C4,C30,13.9,13.9
C4,C31,40.3,40.3
C4,C32,87.4,87.4
C4,C33,68.2,68.2
C4,C34,37.7,37.7
C4,C35,51.2,51.2
C4,C36,95.3,95.3
C4,C37,90.5,90.5
C4,C38,109.0,109.0
C4,C39,105.3,105.3
C4,C40,37.4,37.4
C4,C41,39.1,39.1
C4,C42,103.2,103.2
C4,C43,92.8,92.8
C4,C44,111.5,111.5
C4,C45,51.2,51.2
C4,C46,89.6,89.6
C4,C47,12.0,12.0
C4,C48,102.1,102.1
C4,C49,52.4,52.4
C4,C50,80.1,80.1
C5,C1,80.0,80.0
C5,C2,68.7,68.7
C5,C3,76.1,76.1
C5,C4,87.3,87.3
C5,C5,0.0,0.0
C5,C6,49.7,49.7
C5,C7,58.5,58.5
C5,C8,86.4,86.4
C5,C9,12.6,12.6
C5,C10,43.3,43.3
C5,C11,85.1,85.1
C5,C12,57.1,57.1
C5,C13,77.8,77.8
C5,C14,69.4,69.4
C5,C15,38.8,38.8
C5,C16,1.0,1.0
C5,C17,25.1,25.1
C5,C18,30.5,30.5
C5,C19,42.2,42.2
C5,C20,31.3,31.3
C5,C21,44.0,44.0
C5,C22,51.0,51.0
C5,C23,27.8,27.8
C5,C24,25.6,25.6
C5,C25,13.5,13.5
C5,C26,35.7,35.7
C5,C27,44.3,44.3
C5,C28,79.4,79.4
C5,C29,43.9,43.9
C5,C30,73.6,73.6
C5,C31,56.6,56.6
C5,C32,41.0,41.0
C5,C33,67.4,67.4
C5,C34,53.1,53.1
C5,C35,46.3,46.3
C5,C36,53.4,53.4
C5,C37,22.8,22.8
C5,C38,30.4,30.4
C5,C39,18.0,18.0
C5,C40,50.1,50.1
C5,C41,58.3,58.3
C5,C42,44.0,44.0
C5,C43,13.2,13.2
C5,C44,43.3,43.3
C5,C45,71.4,71.4
C5,C46,41.9,41.9
C5,C47,81.2,81.2
C5,C48,24.0,24.0
C5,C49,35.6,35.6
C5,C50,7.8,7.8
C6,C1,92.6,92.6
C6,C2,66.9,66.9
C6,C3,99.9,99.9
C6,C4,63.2,63.2
C6,C5,49.7,49.7
C6,C6,0.0,0.0
C6,C7,56.2,56.2
C6,C8,103.5,103.5
C6,C9,52.0,52.0
C6,C10,9.4,9.4
C6,C11,108.7,108.7
C6,C12,18.4,18.4
C6,C13,63.6,63.6
C6,C14,91.8,91.8
C6,C15,18.4,18.4
C6,C16,50.0,50.0
C6,C17,25.5,25.5
C6,C18,20.0,20.0
C6,C19,69.1,69.1
C6,C20,80.7,80.7
C6,C21,55.5,55.5
C6,C22,62.8,62.8
C6,C23,70.1,70.1
C6,C24,73.9,73.9
C6,C25,38.2,38.2
C6,C26,59.2,59.2
C6,C27,10.0,10.0
C6,C28,67.8,67.8
C6,C29,71.3,71.3
C6,C30,51.0,51.0
C6,C31,58.7,58.7
C6,C32,79.4,79.4
C6,C33,87.7,87.7
C6,C34,28.6,28.6
C6,C35,15.0,15.0
C6,C36,92.2,92.2
C6,C37,68.0,68.0
C6,C38,80.0,80.0
C6,C39,64.4,64.4
C6,C40,41.2,41.2
C6,C41,24.2,24.2
C6,C42,89.1,89.1
C6,C43,62.0,62.0
C6,C44,91.4,91.4
C6,C45,80.6,80.6
C6,C46,81.2,81.2
C6,C47,64.3,64.3
C6,C48,73.3,73.3
C6,C49,30.0,30.0
C6,C50,42.8,42.8
C7,C1,37.4,37.4
C7,C2,11.4,11.4
C7,C3,50.0,50.0
C7,C4,35.5,35.5
C7,C5,58.5,58.5
C7,C6,56.2,56.2
C7,C7,0.0,0.0
C7,C8,49.2,49.2
C7,C9,48.1,48.1
C7,C10,60.0,60.0
C7,C11,57.6,57.6
C7,C12,74.4,74.4
C7,C13,21.3,21.3
C7,C14,42.4,42.4
C7,C15,39.8,39.8
C7,C16,59.4,59.4
C7,C17,56.3,56.3
C7,C18,47.4,47.4
C7,C19,34.1,34.1
C7,C20,82.0,82.0
C7,C21,17.0,17.0
C7,C22,16.2,16.2
C7,C23,53.2,53.2
C7,C24,80.1,80.1
C7,C25,48.1,48.1
C7,C26,29.7,29.7
C7,C27,46.6,46.6
C7,C28,21.5,21.5
C7,C29,35.4,35.4
C7,C30,25.7,25.7
C7,C31,5.1,5.1
C7,C32,51.9,51.9
C7,C33,37.5,37.5
C7,C34,29.2,29.2
C7,C35,41.2,41.2
C7,C36,60.0,60.0
C7,C37,56.6,56.6
C7,C38,75.5,75.5
C7,C39,75.6,75.6
C7,C40,15.0,15.0
C7,C41,37.7,37.7
C7,C42,67.8,67.8
C7,C43,60.8,60.8
C7,C44,76.4,76.4
C7,C45,25.2,25.2
C7,C46,54.1,54.1
C7,C47,25.5,25.5
C7,C48,68.8,68.8
C7,C49,30.4,30.4
C7,C50,52.5,52.5
C8,C1,12.4,12.4
C8,C2,42.1,42.1
C8,C3,15.2,15.2
C8,C4,73.2,73.2
C8,C5,86.4,86.4
C8,C6,103.5,103.5
C8,C7,49.2,49.2
C8,C8,0.0,0.0
C8,C9,73.7,73.7
C8,C10,105.4,105.4
C8,C11,13.9,13.9
C8,C12,120.9,120.9
C8,C13,57.6,57.6
C8,C14,18.0,18.0
C8,C15,85.6,85.6
C8,C16,87.3,87.3
C8,C17,96.3,96.3
C8,C18,90.1,90.1
C8,C19,44.3,44.3
C8,C20,95.0,95.0
C8,C21,48.9,48.9
C8,C22,41.0,41.0
C8,C23,64.5,64.5
C8,C24,97.5,97.5
C8,C25,82.4,82.4
C8,C26,51.4,51.4
C8,C27,93.5,93.5
C8,C28,53.2,53.2
C8,C29,42.7,42.7
C8,C30,70.3,70.3
C8,C31,45.5,45.5
C8,C32,53.0,53.0
C8,C33,19.0,19.0
C8,C34,78.2,78.2
C8,C35,88.9,88.9
C8,C36,49.5,49.5
C8,C37,70.7,70.7
C8,C38,86.0,86.0
C8,C39,98.1,98.1
C8,C40,63.2,63.2
C8,C41,87.0,87.0
C8,C42,65.9,65.9
C8,C43,80.8,80.8
C8,C44,77.1,77.1
C8,C45,24.2,24.2
C8,C46,54.0,54.0
C8,C47,61.3,61.3
C8,C48,82.2,82.2
C8,C49,74.2,74.2
C8,C50,84.1,84.1
C9,C1,67.5,67.5
C9,C2,57.7,57.7
C9,C3,63.6,63.6
C9,C4,79.4,79.4
C9,C5,12.6,12.6
C9,C6,52.0,52.0
C9,C7,48.1,48.1
C9,C8,73.7,73.7
C9,C9,0.0,0.0
C9,C10,47.5,47.5
C9,C11,72.7,72.7
C9,C12,62.8,62.8
C9,C13,68.4,68.4
C9,C14,56.8,56.8
C9,C15,37.4,37.4
C9,C16,13.6,13.6
C9,C17,30.7,30.7
C9,C18,32.0,32.0
C9,C19,29.5,29.5
C9,C20,35.4,35.4
C9,C21,32.6,32.6
C9,C22,39.1,39.1
C9,C23,18.7,18.7
C9,C24,32.2,32.2
C9,C25,14.3,14.3
C9,C26,23.2,23.2
C9,C27,44.6,44.6
C9,C28,69.5,69.5
C9,C29,31.3,31.3
C9,C30,66.1,66.1
C9,C31,45.6,45.6
C9,C32,30.5,30.5
C9,C33,54.8,54.8
C9,C34,48.3,48.3
C9,C35,44.9,44.9
C9,C36,43.4,43.4
C9,C37,16.0,16.0
C9,C38,31.1,31.1
C9,C39,27.7,27.7
C9,C40,42.0,42.0
C9,C41,55.0,55.0
C9,C42,37.2,37.2
C9,C43,13.5,13.5
C9,C44,39.6,39.6
C9,C45,59.1,59.1
C9,C46,31.8,31.8
C9,C47,72.1,72.1
C9,C48,23.9,23.9
C9,C49,30.5,30.5
C9,C50,12.2,12.2
C10,C1,95.1,95.1
C10,C2,71.1,71.1
C10,C3,100.4,100.4
C10,C4,71.0,71.0
C10,C5,43.3,43.3
C10,C6,9.4,9.4
C10,C7,60.0,60.0
C10,C8,105.4,105.4
C10,C9,47.5,47.5
C10,C10,0.0,0.0
C10,C11,109.5,109.5
C10,C12,16.1,16.1
C10,C13,69.9,69.9
C10,C14,92.5,92.5
C10,C15,20.2,20.2
C10,C16,43.4,43.4
C10,C17,18.2,18.2
C10,C18,16.6,16.6
C10,C19,68.1,68.1
C10,C20,73.5,73.5
C10,C21,56.6,56.6
C10,C22,64.4,64.4
C10,C23,66.1,66.1
C10,C24,66.4,66.4
C10,C25,33.2,33.2
C10,C26,58.3,58.3
C10,C27,14.3,14.3
C10,C28,73.8,73.8
C10,C29,70.3,70.3
C10,C30,58.2,58.2
C10,C31,61.9,61.9
C10,C32,76.5,76.5
C10,C33,88.6,88.6
C10,C34,34.7,34.7
C10,C35,20.4,20.4
C10,C36,89.5,89.5
C10,C37,63.3,63.3
C10,C38,73.7,73.7
C10,C39,56.6,56.6
C10,C40,45.2,45.2
C10,C41,32.1,32.1
C10,C42,84.7,84.7
C10,C43,56.1,56.1
C10,C44,86.0,86.0
C10,C45,83.4,83.4
C10,C46,78.2,78.2
C10,C47,71.0,71.0
C10,C48,67.3,67.3
C10,C49,31.1,31.1
C10,C50,37.0,37.0
C11,C1,24.3,24.3
C11,C2,52.3,52.3
C11,C3,9.2,9.2
C11,C4,85.0,85.0
C11,C5,85.1,85.1
C11,C6,108.7,108.7
C11,C7,57.6,57.6
C11,C8,13.9,13.9
C11,C9,72.7,72.7
C11,C10,109.5,109.5
C11,C11,0.0,0.0
C11,C12,125.4,125.4
C11,C13,69.0,69.0
C11,C14,17.0,17.0
C11,C15,90.4,90.4
C11,C16,86.0,86.0
C11,C17,98.4,98.4
C11,C18,93.5,93.5
C11,C19,43.6,43.6
C11,C20,89.1,89.1
C11,C21,53.3,53.3
C11,C22,46.1,46.1
C11,C23,60.4,60.4
C11,C24,92.6,92.6
C11,C25,83.2,83.2
C11,C26,52.4,52.4
C11,C27,98.7,98.7
C11,C28,65.0,65.0
C11,C29,41.6,41.6
C11,C30,80.8,80.8
C11,C31,53.1,53.1
C11,C32,47.5,47.5
C11,C33,21.1,21.1
C11,C34,85.5,85.5
C11,C35,94.7,94.7
C11,C36,41.0,41.0
C11,C37,66.7,66.7
C11,C38,79.9,79.9
C11,C39,94.6,94.6
C11,C40,70.3,70.3
C11,C41,94.5,94.5
C11,C42,58.0,58.0
C11,C43,77.6,77.6
C11,C44,69.0,69.0
C11,C45,34.1,34.1
C11,C46,48.1,48.1
C11,C47,73.0,73.0
C11,C48,77.1,77.1
C11,C49,78.8,78.8
C11,C50,84.1,84.1
C12,C1,110.4,110.4
C12,C2,85.1,85.1
C12,C3,116.4,116.4
C12,C4,80.2,80.2
C12,C5,57.1,57.1
C12,C6,18.4,18.4
C12,C7,74.4,74.4
C12,C8,120.9,120.9
C12,C9,62.8,62.8
C12,C10,16.1,16.1
C12,C11,125.4,125.4
C12,C12,0.0,0.0
C12,C13,81.7,81.7
C12,C14,108.4,108.4
C12,C15,35.4,35.4
C12,C16,57.0,57.0
C12,C17,32.4,32.4
C12,C18,32.6,32.6
C12,C19,84.2,84.2
C12,C20,85.7,85.7
C12,C21,72.3,72.3
C12,C22,80.0,80.0
C12,C23,81.5,81.5
C12,C24,78.1,78.1
C12,C25,48.5,48.5
C12,C26,74.4,74.4
C12,C27,27.8,27.8
C12,C28,86.0,86.0
C12,C29,86.5,86.5
C12,C30,68.7,68.7
C12,C31,76.7,76.7
C12,C32,92.4,92.4
C12,C33,104.5,104.5
C12,C34,47.0,47.0
C12,C35,33.3,33.3
C12,C36,105.3,105.3
C12,C37,78.3,78.3
C12,C38,87.0,87.0
C12,C39,68.1,68.1
C12,C40,59.4,59.4
C12,C41,41.8,41.8
C12,C42,99.8,99.8
C12,C43,70.2,70.2
C12,C44,100.3,100.3
C12,C45,98.5,98.5
C12,C46,93.9,93.9
C12,C47,82.2,82.2
C12,C48,81.0,81.0
C12,C49,46.8,46.8
C12,C50,51.6,51.6
C13,C1,45.3,45.3
C13,C2,17.7,17.7
C13,C3,63.3,63.3
C13,C4,16.3,16.3
C13,C5,77.8,77.8
C13,C6,63.6,63.6
C13,C7,21.3,21.3
C13,C8,57.6,57.6
C13,C9,68.4,68.4
C13,C10,69.9,69.9
C13,C11,69.0,69.0
C13,C12,81.7,81.7
C13,C13,0.0,0.0
C13,C14,56.9,56.9
C13,C15,51.2,51.2
C13,C16,78.8,78.8
C13,C17,71.0,71.0
C13,C18,61.0,61.0
C13,C19,54.8,54.8
C13,C20,102.9,102.9
C13,C21,38.3,38.3
C13,C22,36.4,36.4
C13,C23,74.4,74.4
C13,C24,100.6,100.6
C13,C25,66.2,66.2
C13,C26,51.0,51.0
C13,C27,55.5,55.5
C13,C28,5.0,5.0
C13,C29,55.8,55.8
C13,C30,14.9,14.9
C13,C31,25.5,25.5
C13,C32,72.6,72.6
C13,C33,52.0,52.0
C13,C34,35.2,35.2
C13,C35,49.5,49.5
C13,C36,79.8,79.8
C13,C37,77.8,77.8
C13,C38,96.6,96.6
C13,C39,95.5,95.5
C13,C40,28.4,28.4
C13,C41,40.2,40.2
C13,C42,88.7,88.7
C13,C43,81.5,81.5
C13,C44,97.6,97.6
C13,C45,35.1,35.1
C13,C46,74.8,74.8
C13,C47,4.5,4.5
C13,C48,89.9,89.9
C13,C49,45.3,45.3
C13,C50,71.2,71.2
C14,C1,18.6,18.6
C14,C2,39.3,39.3
C14,C3,8.1,8.1
C14,C4,73.2,73.2
C14,C5,69.4,69.4
C14,C6,91.8,91.8
C14,C7,42.4,42.4
C14,C8,18.0,18.0
C14,C9,56.8,56.8
C14,C10,92.5,92.5
C14,C11,17.0,17.0
C14,C12,108.4,108.4
C14,C13,56.9,56.9
C14,C14,0.0,0.0
C14,C15,73.5,73.5
C14,C16,70.3,70.3
C14,C17,81.5,81.5
C14,C18,76.5,76.5
C14,C19,27.3,27.3
C14,C20,77.0,77.0
C14,C21,36.4,36.4
C14,C22,29.5,29.5
C14,C23,46.5,46.5
C14,C24,79.5,79.5
C14,C25,66.6,66.6
C14,C26,35.6,35.6
C14,C27,81.8,81.8
C14,C28,53.6,53.6
C14,C29,25.5,25.5
C14,C30,67.0,67.0
C14,C31,37.7,37.7
C14,C32,35.0,35.0
C14,C33,5.0,5.0
C14,C34,69.3,69.3
C14,C35,77.9,77.9
C14,C36,32.7,32.7
C14,C37,52.8,52.8
C14,C38,68.0,68.0
C14,C39,80.3,80.3
C14,C40,54.1,54.1
C14,C41,78.4,78.4
C14,C42,48.5,48.5
C14,C43,63.1,63.1
C14,C44,59.7,59.7
C14,C45,22.5,22.5
C14,C46,36.1,36.1
C14,C47,61.2,61.2
C14,C48,64.2,64.2
C14,C49,61.9,61.9
C14,C50,67.7,67.7
C15,C1,75.1,75.1
C15,C2,51.0,51.0
C15,C3,81.5,81.5
C15,C4,55.1,55.1
C15,C5,38.8,38.8
C15,C6,18.4,18.4
C15,C7,39.8,39.8
C15,C8,85.6,85.6
C15,C9,37.4,37.4
C15,C10,20.2,20.2
C15,C11,90.4,90.4
C15,C12,35.4,35.4
C15,C13,51.2,51.2
C15,C14,73.5,73.5
C15,C15,0.0,0.0
C15,C16,39.4,39.4
C15,C17,21.2,21.2
C15,C18,10.8,10.8
C15,C19,50.9,50.9
C15,C20,70.0,70.0
C15,C21,37.2,37.2
C15,C22,44.7,44.7
C15,C23,54.2,54.2
C15,C24,64.4,64.4
C15,C25,25.6,25.6
C15,C26,41.1,41.1
C15,C27,8.5,8.5
C15,C28,54.7,54.7
C15,C29,53.1,53.1
C15,C30,41.4,41.4
C15,C31,41.6,41.6
C15,C32,62.3,62.3
C15,C33,69.4,69.4
C15,C34,17.5,17.5
C15,C35,7.6,7.6
C15,C36,74.8,74.8
C15,C37,53.2,53.2
C15,C38,67.6,67.6
C15,C39,56.0,56.0
C15,C40,25.1,25.1
C15,C41,19.8,19.8
C15,C42,73.2,73.2
C15,C43,49.2,49.2
C15,C44,76.9,76.9
C15,C45,63.3,63.3
C15,C46,64.2,64.2
C15,C47,53.0,53.0
C15,C48,60.5,60.5
C15,C49,11.7,11.7
C15,C50,31.1,31.1
C16,C1,81.0,81.0
C16,C2,69.7,69.7
C16,C3,76.9,76.9
C16,C4,88.2,88.2
C16,C5,1.0,1.0
C16,C6,50.0,50.0
C16,C7,59.4,59.4
C16,C8,87.3,87.3
C16,C9,13.6,13.6
C16,C10,43.4,43.4
C16,C11,86.0,86.0
C16,C12,57.0,57.0
C16,C13,78.8,78.8
C16,C14,70.3,70.3
C16,C15,39.4,39.4
C16,C16,0.0,0.0
C16,C17,25.2,25.2
C16,C18,30.9,30.9
C16,C19,43.1,43.1
C16,C20,30.9,30.9
C16,C21,45.0,45.0
C16,C22,52.0,52.0
C16,C23,28.4,28.4
C16,C24,25.0,25.0
C16,C25,14.1,14.1
C16,C26,36.7,36.7
C16,C27,44.7,44.7
C16,C28,80.4,80.4
C16,C29,44.8,44.8
C16,C30,74.4,74.4
C16,C31,57.6,57.6
C16,C32,41.7,41.7
C16,C33,68.4,68.4
C16,C34,53.8,53.8
C16,C35,46.9,46.9
C16,C36,54.0,54.0
C16,C37,23.3,23.3
C16,C38,30.3,30.3
C16,C39,17.2,17.2
C16,C40,51.0,51.0
C16,C41,58.9,58.9
C16,C42,44.4,44.4
C16,C43,13.3,13.3
C16,C44,43.4,43.4
C16,C45,72.4,72.4
C16,C46,42.5,42.5
C16,C47,82.1,82.1
C16,C48,24.0,24.0
C16,C49,36.4,36.4
C16,C50,8.5,8.5
C17,C1,87.3,87.3
C17,C2,67.7,67.7
C17,C3,89.1,89.1
C17,C4,76.2,76.2
C17,C5,25.1,25.1
C17,C6,25.5,25.5
C17,C7,56.3,56.3
C17,C8,96.3,96.3
C17,C9,30.7,30.7
C17,C10,18.2,18.2
C17,C11,98.4,98.4
C17,C12,32.4,32.4
C17,C13,71.0,71.0
C17,C14,81.5,81.5
C17,C15,21.2,21.2
C17,C16,25.2,25.2
C17,C17,0.0,0.0
C17,C18,10.4,10.4
C17,C19,55.2,55.2
C17,C20,55.4,55.4
C17,C21,47.9,47.9
C17,C22,55.9,55.9
C17,C23,49.3,49.3
C17,C24,48.5,48.5
C17,C25,16.6,16.6
C17,C26,46.0,46.0
C17,C27,22.7,22.7
C17,C28,74.0,74.0
C17,C29,57.4,57.4
C17,C30,62.4,62.4
C17,C31,56.6,56.6
C17,C32,60.8,60.8
C17,C33,78.2,78.2
C17,C34,38.6,38.6
C17,C35,26.9,26.9
C17,C36,73.8,73.8
C17,C37,45.9,45.9
C17,C38,55.4,55.4
C17,C39,38.9,38.9
C17,C40,43.1,43.1
C17,C41,40.3,40.3
C17,C42,67.5,67.5
C17,C43,38.0,38.0
C17,C44,68.1,68.1
C17,C45,76.5,76.5
C17,C46,62.2,62.2
C17,C47,73.2,73.2
C17,C48,49.1,49.1
C17,C49,26.2,26.2
C17,C50,19.2,19.2
C18,C1,80.4,80.4
C18,C2,58.8,58.8
C18,C3,84.4,84.4
C18,C4,65.7,65.7
C18,C5,30.5,30.5
C18,C6,20.0,20.0
C18,C7,47.4,47.4
C18,C8,90.1,90.1
C18,C9,32.0,32.0
C18,C10,16.6,16.6
C18,C11,93.5,93.5
C18,C12,32.6,32.6
C18,C13,61.0,61.0
C18,C14,76.5,76.5
C18,C15,10.8,10.8
C18,C16,30.9,30.9
C18,C17,10.4,10.4
C18,C18,0.0,0.0
C18,C19,51.6,51.6
C18,C20,61.7,61.7
C18,C21,41.2,41.2
C18,C22,49.2,49.2
C18,C23,50.2,50.2
C18,C24,55.6,55.6
C18,C25,18.2,18.2
C18,C26,41.9,41.9
C18,C27,13.9,13.9
C18,C28,64.2,64.2
C18,C29,53.9,53.9
C18,C30,52.0,52.0
C18,C31,48.3,48.3
C18,C32,60.2,60.2
C18,C33,72.8,72.8
C18,C34,28.2,28.2
C18,C35,17.0,17.0
C18,C36,73.1,73.1
C18,C37,48.0,48.0
C18,C38,60.4,60.4
C18,C39,46.6,46.6
C18,C40,33.5,33.5
C18,C41,30.2,30.2
C18,C42,69.1,69.1
C18,C43,42.2,42.2
C18,C44,71.3,71.3
C18,C45,69.1,69.1
C18,C46,61.8,61.8
C18,C47,63.1,63.1
C18,C48,53.6,53.6
C18,C49,17.1,17.1
C18,C50,23.1,23.1
C19,C1,39.1,39.1
C19,C2,38.9,38.9
C19,C3,34.4,34.4
C19,C4,69.6,69.6
C19,C5,42.2,42.2
C19,C6,69.1,69.1
C19,C7,34.1,34.1
C19,C8,44.3,44.3
C19,C9,29.5,29.5
C19,C10,68.1,68.1
C19,C11,43.6,43.6
C19,C12,84.2,84.2
C19,C13,54.8,54.8
C19,C14,27.3,27.3
C19,C15,50.9,50.9
C19,C16,43.1,43.1
C19,C17,55.2,55.2
C19,C18,51.6,51.6
C19,C19,0.0,0.0
C19,C20,54.3,54.3
C19,C21,18.7,18.7
C19,C22,18.4,18.4
C19,C23,22.8,22.8
C19,C24,55.1,55.1
C19,C25,39.7,39.7
C19,C26,9.8,9.8
C19,C27,59.5,59.5
C19,C28,53.8,53.8
C19,C29,2.2,2.2
C19,C30,59.1,59.1
C19,C31,29.4,29.4
C19,C32,17.8,17.8
C19,C33,25.3,25.3
C19,C34,52.0,52.0
C19,C35,56.8,56.8
C19,C36,26.7,26.7
C19,C37,28.3,28.3
C19,C38,46.2,46.2
C19,C39,54.3,54.3
C19,C40,38.5,38.5
C19,C41,61.0,61.0
C19,C42,34.0,34.0
C19,C43,37.1,37.1
C19,C44,43.4,43.4
C19,C45,33.0,33.0
C19,C46,20.0,20.0
C19,C47,59.2,59.2
C19,C48,40.8,40.8
C19,C49,39.6,39.6
C19,C50,40.5,40.5
C20,C1,92.5,92.5
C20,C2,90.4,90.4
C20,C3,81.4,81.4
C20,C4,114.6,114.6
C20,C5,31.3,31.3
C20,C6,80.7,80.7
C20,C7,82.0,82.0
C20,C8,95.0,95.0
C20,C9,35.4,35.4
C20,C10,73.5,73.5
C20,C11,89.1,89.1
C20,C12,85.7,85.7
C20,C13,102.9,102.9
C20,C14,77.0,77.0
C20,C15,70.0,70.0
C20,C16,30.9,30.9
C20,C17,55.4,55.4
C20,C18,61.7,61.7
C20,C19,54.3,54.3
C20,C20,0.0,0.0
C20,C21,65.3,65.3
C20,C22,70.0,70.0
C20,C23,31.6,31.6
C20,C24,8.2,8.2
C20,C25,44.4,44.4
C20,C26,53.3,53.3
C20,C27,75.6,75.6
C20,C28,103.4,103.4
C20,C29,54.9,54.9
C20,C30,101.4,101.4
C20,C31,78.7,78.7
C20,C32,42.0,42.0
C20,C33,77.1,77.1
C20,C34,83.1,83.1
C20,C35,77.5,77.5
C20,C36,49.0,49.0
C20,C37,26.2,26.2
C20,C38,9.2,9.2
C20,C39,18.0,18.0
C20,C40,77.3,77.3
C20,C41,89.1,89.1
C20,C42,32.7,32.7
C20,C43,21.9,21.9
C20,C44,24.2,24.2
C20,C45,87.3,87.3
C20,C46,41.2,41.2
C20,C47,106.8,106.8
