name,available,cluster,wage,skill,lb,ub
K25,10,C3,1034,"S5,S1,S18,S26,S29,S21,S25,S17,S47,S23,S42,S7,S43,S12,S14,S4,S9,S20,S38,S46,S35,S3,S16,S48,S33",2,5
K26,10,C21,1055,"S16,S5,S20,S44,S12,S39,S33,S2,S30,S32,S7,S38,S29,S3,S22,S11,S42,S19,S46,S41,S4,S13,S43,S35,S50",1,2
K27,10,C38,0,"S34,S29,S23,S21,S42,S49,S20,S38,S19,S1,S5,S33,S43,S30,S37,S35,S22,S24,S16,S26,S17,S25,S40,S4,S36",1,2
K28,10,C9,0,"S30,S7,S38,S47,S45,S29,S27,S12,S48,S26,S28,S35,S34,S5,S33,S11,S2,S42,S40,S16,S49,S4,S43,S46,S10",2,3
K29,10,C24,949,"S6,S11,S46,S26,S9,S50,S29,S30,S37,S7,S3,S49,S16,S14,S10,S21,S18,S13,S32,S23,S47,S43,S33,S31,S39",4,5
K30,10,C13,976,"S41,S31,S16,S30,S20,S40,S28,S46,S49,S48,S47,S42,S22,S19,S45,S5,S14,S33,S26,S13,S23,S6,S2,S7,S11",3,4
K31,10,C13,1060,"S35,S39,S44,S30,S23,S45,S48,S18,S22,S5,S1,S27,S37,S15,S12,S33,S47,S29,S26,S6,S8,S2,S49,S28,S17",1,4
K32,10,C39,914,"S18,S30,S25,S35,S44,S11,S9,S50,S26,S14,S1,S23,S27,S24,S29,S12,S22,S8,S16,S48,S21,S46,S37,S33,S15",3,5
K33,10,C19,0,"S24,S13,S28,S4,S43,S19,S14,S44,S17,S31,S18,S20,S42,S10,S48,S49,S47,S16,S1,S45,S50,S30,S39,S29,S34",4,5
K34,10,C8,0,"S26,S18,S3,S48,S33,S20,S44,S43,S1,S41,S11,S7,S16,S25,S32,S10,S2,S50,S15,S9,S38,S22,S27,S6,S14",1,4
K35,10,C11,919,"S48,S25,S27,S24,S36,S32,S19,S10,S35,S3,S28,S39,S49,S38,S13,S5,S43,S11,S16,S50,S7,S14,S23,S15,S37",1,3
K36,10,C3,903,"S31,S47,S20,S5,S44,S19,S36,S37,S42,S6,S39,S17,S27,S4,S8,S25,S46,S28,S13,S32,S1,S43,S23,S7,S10",4,5
K37,10,C18,0,"S34,S4,S36,S32,S21,S16,S37,S50,S9,S26,S27,S19,S5,S31,S48,S43,S1,S41,S23,S49,S15,S2,S18,S30,S28",2,3
K38,10,C35,0,"S40,S43,S12,S48,S42,S25,S10,S21,S23,S27,S31,S11,S20,S3,S37,S22,S8,S29,S30,S2,S13,S47,S26,S6,S41",1,3
K39,10,C47,926,"S6,S25,S40,S12,S44,S31,S21,S38,S26,S50,S27,S14,S47,S48,S35,S42,S1,S46,S4,S30,S45,S33,S41,S19,S24",3,4
K40,10,C34,1094,"S8,S34,S22,S26,S3,S29,S12,S15,S5,S27,S17,S37,S36,S47,S43,S4,S35,S9,S30,S2,S42,S31,S11,S41,S50",1,4
K41,10,C38,906,"S37,S19,S29,S42,S21,S47,S48,S41,S17,S26,S16,S24,S27,S1,S46,S8,S2,S50,S4,S32,S40,S28,S15,S36,S38",1,5
K42,10,C34,0,"S17,S25,S31,S29,S7,S12,S50,S16,S21,S23,S20,S14,S5,S37,S49,S30,S1,S35,S9,S47,S46,S42,S27,S38,S18",3,4
K43,10,C14,0,"S26,S38,S23,S27,S22,S20,S5,S28,S1,S17,S21,S16,S45,S7,S18,S47,S41,S31,S30,S19,S11,S14,S44,S25,S29",3,4
K44,10,C22,0,"S50,S17,S38,S19,S9,S43,S33,S36,S8,S37,S27,S23,S14,S21,S29,S42,S32,S13,S11,S48,S46,S10,S26,S3,S45",1,2
K45,10,C34,1074,"S2,S21,S44,S17,S24,S31,S16,S18,S45,S30,S12,S22,S28,S34,S1,S9,S48,S29,S36,S49,S14,S50,S10,S11,S7",3,4
K46,10,C15,1029,"S40,S5,S41,S32,S39,S25,S19,S48,S43,S4,S12,S6,S16,S24,S36,S14,S50,S46,S49,S34,S31,S7,S29,S47,S28",1,4
K47,10,C4,963,"S11,S2,S16,S40,S9,S30,S49,S13,S22,S36,S33,S14,S5,S38,S37,S43,S50,S25,S32,S19,S7,S17,S3,S12,S23",3,5
K48,10,C25,989,"S29,S19,S42,S4,S13,S3,S46,S30,S34,S5,S49,S37,S41,S33,S32,S10,S8,S16,S40,S43,S26,S50,S39,S38,S44",1,2
K49,10,C32,0,"S16,S11,S1,S14,S22,S43,S2,S26,S41,S44,S10,S47,S28,S3,S40,S37,S34,S39,S25,S15,S20,S19,S30,S32,S46",2,5
K50,10,C23,954,"S3,S13,S1,S43,S34,S36,S10,S38,S8,S45,S30,S26,S40,S21,S48,S25,S27,S50,S49,S11,S33,S17,S35,S15,S46",1,3
K51,10,C26,1051,"S16,S20,S37,S43,S23,S32,S42,S40,S1,S5,S47,S29,S35,S6,S26,S10,S39,S28,S9,S12,S11,S44,S49,S24,S7",3,4
K52,10,C40,0,"S4,S27,S47,S19,S9,S30,S42,S8,S22,S43,S5,S17,S50,S1,S18,S12,S24,S36,S20,S2,S14,S16,S25,S40,S35",1,5
K53,10,C37,933,"S28,S39,S17,S46,S9,S44,S4,S16,S15,S33,S19,S41,S23,S7,S6,S25,S34,S20,S29,S42,S18,S8,S35,S5,S1",1,4
K54,10,C19,1067,"S26,S50,S36,S21,S27,S45,S44,S46,S10,S16,S3,S15,S47,S34,S22,S5,S29,S43,S20,S17,S33,S1,S38,S32,S23",4,5
K55,10,C43,1022,"S35,S38,S32,S24,S15,S23,S17,S10,S40,S42,S30,S33,S13,S14,S25,S47,S39,S48,S2,S19,S29,S11,S20,S4,S28",1,5
K56,10,C47,0,"S24,S27,S12,S7,S4,S43,S3,S18,S40,S49,S39,S8,S17,S30,S29,S47,S48,S28,S37,S41,S31,S23,S14,S44,S46",4,5
K57,10,C47,0,"S4,S27,S37,S39,S31,S3,S19,S33,S30,S2,S24,S41,S8,S50,S13,S35,S20,S10,S11,S22,S25,S16,S45,S29,S12",3,5
K58,10,C39,1098,"S25,S2,S23,S40,S8,S41,S24,S26,S42,S19,S16,S18,S50,S30,S6,S37,S12,S39,S3,S46,S43,S22,S44,S34,S33",3,5
K59,10,C27,0,"S10,S30,S31,S40,S16,S38,S4,S48,S22,S15,S44,S18,S34,S47,S11,S5,S33,S23,S12,S42,S8,S26,S29,S39,S36",3,4
K60,10,C20,916,"S27,S22,S36,S10,S8,S3,S45,S30,S14,S11,S35,S48,S1,S4,S23,S49,S41,S40,S12,S32,S44,S26,S34,S47,S29",1,2
K61,10,C49,0,"S27,S25,S50,S13,S2,S26,S31,S45,S16,S18,S5,S7,S14,S10,S15,S19,S32,S30,S47,S6,S3,S34,S44,S41,S49",1,2
K62,10,C46,1043,"S7,S13,S11,S30,S43,S2,S42,S18,S22,S8,S36,S12,S14,S20,S46,S47,S34,S9,S41,S44,S39,S38,S35,S16,S10",3,5
K63,10,C39,1056,"S8,S16,S25,S12,S19,S22,S43,S21,S28,S49,S1,S39,S7,S24,S36,S31,S6,S34,S40,S42,S48,S20,S41,S37,S38",1,4
K64,10,C40,962,"S22,S3,S49,S32,S13,S30,S12,S47,S10,S45,S41,S2,S1,S7,S33,S4,S38,S23,S18,S31,S46,S39,S36,S27,S6",4,5
K65,10,C13,1025,"S42,S13,S36,S17,S29,S7,S49,S38,S9,S14,S47,S3,S37,S33,S6,S22,S32,S5,S27,S15,S43,S30,S46,S11,S31",2,3
K66,10,C34,1071,"S21,S30,S17,S18,S46,S16,S14,S41,S22,S19,S28,S43,S48,S39,S47,S3,S29,S23,S26,S10,S33,S45,S34,S7,S25",2,4
K67,10,C24,930,"S26,S21,S45,S16,S23,S11,S31,S1,S33,S44,S43,S18,S13,S29,S50,S49,S30,S14,S47,S5,S36,S24,S4,S15,S3",3,5
K68,10,C34,0,"S47,S16,S14,S31,S32,S36,S25,S10,S39,S29,S4,S12,S50,S28,S46,S7,S35,S42,S23,S17,S43,S3,S27,S37,S6",3,5
K69,10,C50,0,"S36,S16,S6,S50,S22,S35,S13,S17,S23,S5,S41,S25,S34,S7,S8,S26,S21,S48,S32,S30,S27,S12,S4,S31,S33",1,4
K70,10,C50,976,"S26,S39,S17,S28,S49,S2,S24,S30,S31,S11,S27,S18,S9,S25,S16,S32,S22,S33,S38,S10,S35,S45,S47,S4,S7",1,3
K71,10,C33,0,"S26,S25,S4,S30,S23,S32,S6,S5,S39,S24,S14,S15,S31,S13,S20,S42,S45,S7,S2,S10,S16,S40,S11,S36,S19",3,5
K72,10,C10,997,"S5,S34,S36,S9,S37,S46,S7,S48,S11,S12,S39,S15,S13,S27,S10,S3,S25,S18,S42,S45,S49,S35,S22,S26,S44",2,3
K73,10,C34,947,"S5,S1,S16,S22,S6,S29,S2,S4,S7,S37,S47,S50,S3,S44,S45,S19,S25,S27,S30,S34,S9,S15,S35,S33,S13",2,4
K74,10,C25,903,"S34,S45,S28,S1,S33,S4,S32,S37,S50,S21,S11,S38,S23,S24,S48,S16,S20,S5,S7,S2,S27,S18,S12,S15,S42",2,5
K75,10,C36,955,"S26,S10,S4,S11,S6,S50,S33,S13,S49,S9,S8,S15,S17,S44,S29,S37,S38,S24,S3,S7,S22,S46,S40,S45,S20",2,3
K76,10,C50,0,"S49,S14,S29,S23,S33,S25,S11,S12,S44,S40,S43,S2,S19,S37,S3,S21,S31,S10,S30,S42,S28,S39,S15,S7,S22",1,4
K77,10,C37,0,"S42,S28,S36,S31,S38,S3,S49,S15,S20,S32,S11,S45,S44,S47,S21,S17,S8,S27,S24,S1,S35,S39,S43,S29,S4",4,5
K78,10,C31,990,"S9,S47,S20,S17,S14,S40,S38,S15,S3,S34,S26,S5,S33,S22,S13,S4,S32,S6,S39,S41,S36,S12,S28,S8,S44",1,4
K79,10,C10,0,"S50,S29,S23,S44,S32,S2,S43,S36,S16,S7,S45,S4,S42,S39,S27,S19,S26,S38,S13,S6,S35,S24,S49,S25,S31",3,5
K80,10,C48,0,"S31,S37,S25,S10,S4,S8,S33,S39,S35,S9,S36,S29,S24,S32,S28,S16,S15,S21,S14,S13,S7,S1,S47,S22,S46",1,2
K81,10,C37,964,"S47,S1,S41,S17,S36,S3,S50,S45,S13,S20,S4,S44,S46,S27,S29,S15,S12,S48,S26,S49,S6,S21,S25,S14,S5",3,5
K82,10,C35,934,"S41,S47,S38,S1,S2,S37,S36,S23,S31,S8,S22,S11,S17,S35,S3,S33,S26,S27,S43,S39,S16,S20,S14,S18,S30",3,5
K83,10,C6,968,"S34,S5,S19,S23,S44,S28,S38,S36,S41,S29,S46,S11,S17,S30,S12,S26,S47,S48,S2,S10,S8,S32,S9,S35,S7",3,4
K84,10,C15,0,"S11,S49,S14,S6,S50,S39,S1,S5,S13,S27,S3,S21,S17,S33,S10,S30,S4,S22,S41,S15,S9,S24,S32,S16,S34",2,3
K85,10,C36,1022,"S46,S31,S16,S47,S1,S10,S49,S41,S17,S30,S33,S3,S38,S12,S20,S36,S14,S26,S22,S29,S27,S40,S23,S11,S28",2,4
K86,10,C2,0,"S19,S34,S7,S3,S47,S6,S11,S50,S25,S15,S49,S26,S2,S39,S10,S44,S37,S24,S18,S36,S16,S8,S21,S31,S13",1,5
K87,10,C47,987,"S3,S1,S31,S47,S13,S19,S32,S26,S28,S38,S7,S30,S35,S49,S20,S24,S14,S23,S21,S33,S5,S6,S11,S29,S17",2,4
K88,10,C10,1086,"S35,S24,S34,S13,S46,S31,S4,S26,S10,S50,S7,S27,S21,S41,S15,S12,S39,S2,S32,S11,S17,S42,S18,S19,S6",2,5
K89,10,C9,1098,"S33,S27,S17,S45,S40,S4,S21,S15,S37,S23,S7,S29,S2,S44,S50,S22,S39,S26,S12,S25,S18,S6,S1,S36,S8",1,5
K90,10,C6,0,"S8,S14,S24,S33,S25,S37,S40,S1,S43,S30,S44,S48,S32,S47,S49,S36,S9,S34,S38,S26,S22,S15,S23,S20,S46",1,2
K91,10,C26,0,"S13,S41,S17,S2,S43,S1,S6,S28,S20,S7,S46,S45,S8,S23,S14,S37,S44,S30,S11,S34,S38,S39,S16,S10,S15",2,5
K92,10,C50,1030,"S15,S36,S7,S38,S17,S3,S22,S27,S25,S41,S31,S21,S44,S39,S11,S5,S4,S9,S23,S14,S10,S20,S13,S40,S43",2,4
K93,10,C29,980,"S14,S9,S3,S26,S41,S22,S29,S50,S24,S46,S6,S11,S1,S39,S34,S4,S16,S7,S13,S38,S21,S45,S27,S2,S15",1,2
K94,10,C37,0,"S7,S41,S50,S16,S36,S45,S5,S42,S6,S48,S13,S30,S28,S33,S47,S14,S34,S26,S17,S44,S39,S18,S27,S31,S37",1,2
K95,10,C38,0,"S31,S13,S5,S49,S12,S4,S37,S8,S3,S17,S1,S30,S26,S40,S6,S46,S38,S19,S48,S29,S45,S16,S20,S34,S9",3,5
K96,10,C17,1043,"S33,S40,S24,S2,S21,S39,S38,S7,S31,S47,S49,S42,S5,S43,S8,S35,S37,S12,S9,S41,S18,S1,S20,S3,S23",1,2
K97,10,C16,1079,"S18,S47,S1,S42,S32,S50,S13,S31,S24,S17,S12,S10,S6,S23,S44,S16,S38,S21,S14,S30,S37,S39,S20,S28,S36",3,5
K98,10,C16,1051,"S45,S38,S47,S13,S42,S24,S27,S15,S34,S32,S9,S41,S17,S7,S14,S4,S33,S43,S39,S28,S5,S49,S26,S35,S1",1,4
K99,10,C32,1018,"S9,S32,S15,S46,S18,S22,S3,S12,S36,S10,S42,S29,S5,S39,S6,S23,S11,S27,S50,S21,S30,S28,S38,S17,S2",1,3
K100,10,C1,0,"S26,S6,S13,S9,S47,S21,S23,S35,S37,S38,S15,S30,S12,S16,S43,S5,S17,S25,S28,S29,S33,S20,S34,S39,S50",1,2
