airport_from,airport_to,cost,distance
C2,C45,64.6,64.6
C2,C46,71.1,71.1
C2,C47,40.7,40.7
C2,C48,49.8,49.8
C2,C49,66.1,66.1
C2,C50,22.0,22.0
C3,C1,21.0,21.0
C3,C2,55.4,55.4
C3,C3,0.0,0.0
C3,C4,68.9,68.9
C3,C5,47.8,47.8
C3,C6,22.7,22.7
C3,C7,60.0,60.0
C3,C8,58.1,58.1
C3,C9,75.5,75.5
C3,C10,37.0,37.0
C3,C11,70.8,70.8
C3,C12,25.0,25.0
C3,C13,13.5,13.5
C3,C14,23.4,23.4
C3,C15,21.5,21.5
C3,C16,22.8,22.8
C3,C17,57.5,57.5
C3,C18,41.4,41.4
C3,C19,65.9,65.9
C3,C20,31.8,31.8
C3,C21,50.2,50.2
C3,C22,50.4,50.4
C3,C23,31.8,31.8
C3,C24,8.2,8.2
C3,C25,34.9,34.9
C3,C26,69.4,69.4
C3,C27,60.1,60.1
C3,C28,43.0,43.0
C3,C29,25.8,25.8
C3,C30,43.6,43.6
C3,C31,26.9,26.9
C3,C32,58.4,58.4
C3,C33,17.1,17.1
C3,C34,20.2,20.2
C3,C35,62.2,62.2
C3,C36,36.3,36.3
C3,C37,56.3,56.3
C3,C38,39.8,39.8
C3,C39,64.1,64.1
C3,C40,61.8,61.8
C3,C41,73.7,73.7
C3,C42,14.6,14.6
C3,C43,69.0,69.0
C3,C44,9.5,9.5
C3,C45,30.1,30.1
C3,C46,82.5,82.5
C3,C47,32.2,32.2
C3,C48,62.3,62.3
C3,C49,30.8,30.8
C3,C50,61.3,61.3
C4,C1,68.7,68.7
C4,C2,87.0,87.0
C4,C3,68.9,68.9
C4,C4,0.0,0.0
C4,C5,32.6,32.6
C4,C6,59.9,59.9
C4,C7,62.2,62.2
C4,C8,36.1,36.1
C4,C9,54.3,54.3
C4,C10,60.2,60.2
C4,C11,54.1,54.1
C4,C12,44.4,44.4
C4,C13,59.0,59.0
C4,C14,53.5,53.5
C4,C15,76.5,76.5
C4,C16,59.8,59.8
C4,C17,105.1,105.1
C4,C18,50.2,50.2
C4,C19,44.9,44.9
C4,C20,47.5,47.5
C4,C21,29.1,29.1
C4,C22,73.2,73.2
C4,C23,96.1,96.1
C4,C24,70.1,70.1
C4,C25,92.6,92.6
C4,C26,18.0,18.0
C4,C27,59.9,59.9
C4,C28,29.8,29.8
C4,C29,53.7,53.7
C4,C30,94.6,94.6
C4,C31,95.7,95.7
C4,C32,20.6,20.6
C4,C33,78.8,78.8
C4,C34,88.4,88.4
C4,C35,42.2,42.2
C4,C36,32.6,32.6
C4,C37,94.4,94.4
C4,C38,88.6,88.6
C4,C39,15.5,15.5
C4,C40,107.0,107.0
C4,C41,40.2,40.2
C4,C42,76.2,76.2
C4,C43,9.1,9.1
C4,C44,59.5,59.5
C4,C45,39.1,39.1
C4,C46,41.2,41.2
C4,C47,94.3,94.3
C4,C48,43.6,43.6
C4,C49,99.6,99.6
C4,C50,106.1,106.1
C5,C1,57.2,57.2
C5,C2,86.2,86.2
C5,C3,47.8,47.8
C5,C4,32.6,32.6
C5,C5,0.0,0.0
C5,C6,31.3,31.3
C5,C7,71.5,71.5
C5,C8,51.0,51.0
C5,C9,34.0,34.0
C5,C10,28.0,28.0
C5,C11,31.0,31.0
C5,C12,24.7,24.7
C5,C13,43.6,43.6
C5,C14,43.8,43.8
C5,C15,63.3,63.3
C5,C16,50.2,50.2
C5,C17,98.1,98.1
C5,C18,17.7,17.7
C5,C19,62.0,62.0
C5,C20,43.3,43.3
C5,C21,3.6,3.6
C5,C22,74.6,74.6
C5,C23,79.1,79.1
C5,C24,52.4,52.4
C5,C25,62.9,62.9
C5,C26,23.8,23.8
C5,C27,30.3,30.3
C5,C28,31.8,31.8
C5,C29,25.1,25.1
C5,C30,85.2,85.2
C5,C31,72.2,72.2
C5,C32,13.4,13.4
C5,C33,52.1,52.1
C5,C34,67.9,67.9
C5,C35,58.1,58.1
C5,C36,20.6,20.6
C5,C37,91.3,91.3
C5,C38,79.8,79.8
C5,C39,20.1,20.1
C5,C40,101.3,101.3
C5,C41,62.6,62.6
C5,C42,50.0,50.0
C5,C43,27.5,27.5
C5,C44,40.3,40.3
C5,C45,21.9,21.9
C5,C46,67.4,67.4
C5,C47,78.8,78.8
C5,C48,59.1,59.1
C5,C49,76.2,76.2
C5,C50,100.6,100.6
C6,C1,40.9,40.9
C6,C2,75.3,75.3
C6,C3,22.7,22.7
C6,C4,59.9,59.9
C6,C5,31.3,31.3
C6,C6,0.0,0.0
C6,C7,72.6,72.6
C6,C8,62.2,62.2
C6,C9,53.7,53.7
C6,C10,14.4,14.4
C6,C11,48.9,48.9
C6,C12,19.7,19.7
C6,C13,27.7,27.7
C6,C14,35.0,35.0
C6,C15,43.6,43.6
C6,C16,38.5,38.5
C6,C17,79.9,79.9
C6,C18,19.7,19.7
C6,C19,72.1,72.1
C6,C20,40.6,40.6
C6,C21,34.5,34.5
C6,C22,67.6,67.6
C6,C23,53.6,53.6
C6,C24,30.2,30.2
C6,C25,32.6,32.6
C6,C26,54.9,54.9
C6,C27,37.5,37.5
C6,C28,42.4,42.4
C6,C29,6.3,6.3
C6,C30,66.0,66.0
C6,C31,42.2,42.2
C6,C32,44.1,44.1
C6,C33,21.0,21.0
C6,C34,40.3,40.3
C6,C35,68.0,68.0
C6,C36,30.4,30.4
C6,C37,77.5,77.5
C6,C38,61.9,61.9
C6,C39,50.7,50.7
C6,C40,84.1,84.1
C6,C41,77.2,77.2
C6,C42,19.2,19.2
C6,C43,57.2,57.2
C6,C44,20.9,20.9
C6,C45,24.2,24.2
C6,C46,84.6,84.6
C6,C47,54.6,54.6
C6,C48,68.5,68.5
C6,C49,46.1,46.1
C6,C50,83.5,83.5
C7,C1,41.6,41.6
C7,C2,31.0,31.0
C7,C3,60.0,60.0
C7,C4,62.2,62.2
C7,C5,71.5,71.5
C7,C6,72.6,72.6
C7,C7,0.0,0.0
C7,C8,26.2,26.2
C7,C9,105.1,105.1
C7,C10,84.0,84.0
C7,C11,102.5,102.5
C7,C12,55.0,55.0
C7,C13,47.4,47.4
C7,C14,38.1,38.1
C7,C15,47.4,47.4
C7,C16,37.2,37.2
C7,C17,54.3,54.3
C7,C18,80.5,80.5
C7,C19,20.9,20.9
C7,C20,32.1,32.1
C7,C21,70.6,70.6
C7,C22,18.7,18.7
C7,C23,65.6,65.6
C7,C24,53.7,53.7
C7,C25,94.9,94.9
C7,C26,76.6,76.6
C7,C27,99.6,99.6
C7,C28,39.9,39.9
C7,C29,70.1,70.1
C7,C30,50.3,50.3
C7,C31,79.6,79.6
C7,C32,70.7,70.7
C7,C33,77.1,77.1
C7,C34,68.1,68.1
C7,C35,21.5,21.5
C7,C36,51.4,51.4
C7,C37,40.0,40.0
C7,C38,45.2,45.2
C7,C39,71.3,71.3
C7,C40,54.0,54.0
C7,C41,31.6,31.6
C7,C42,74.5,74.5
C7,C43,69.5,69.5
C7,C44,54.1,54.1
C7,C45,53.3,53.3
C7,C46,40.1,40.1
C7,C47,61.6,61.6
C7,C48,20.1,20.1
C7,C49,82.2,82.2
C7,C50,53.0,53.0
C8,C1,47.2,47.2
C8,C2,53.8,53.8
C8,C3,58.1,58.1
C8,C4,36.1,36.1
C8,C5,51.0,51.0
C8,C6,62.2,62.2
C8,C7,26.2,26.2
C8,C8,0.0,0.0
C8,C9,83.0,83.0
C8,C10,70.2,70.2
C8,C11,81.0,81.0
C8,C12,42.5,42.5
C8,C13,44.8,44.8
C8,C14,35.2,35.2
C8,C15,55.0,55.0
C8,C16,38.9,38.9
C8,C17,74.8,74.8
C8,C18,64.0,64.0
C8,C19,11.0,11.0
C8,C20,26.6,26.6
C8,C21,49.3,49.3
C8,C22,39.8,39.8
C8,C23,75.6,75.6
C8,C24,54.9,54.9
C8,C25,90.9,90.9
C8,C26,51.5,51.5
C8,C27,81.0,81.0
C8,C28,20.6,20.6
C8,C29,57.8,57.8
C8,C30,67.0,67.0
C8,C31,83.2,83.2
C8,C32,47.1,47.1
C8,C33,73.6,73.6
C8,C34,72.9,72.9
C8,C35,7.1,7.1
C8,C36,34.0,34.0
C8,C37,62.1,62.1
C8,C38,61.0,61.0
C8,C39,46.5,46.5
C8,C40,75.7,75.7
C8,C41,15.6,15.6
C8,C42,70.8,70.8
C8,C43,43.8,43.8
C8,C44,49.5,49.5
C8,C45,38.6,38.6
C8,C46,24.4,24.4
C8,C47,72.5,72.5
C8,C48,8.2,8.2
C8,C49,86.6,86.6
C8,C50,74.7,74.7
C9,C1,89.1,89.1
C9,C2,119.9,119.9
C9,C3,75.5,75.5
C9,C4,54.3,54.3
C9,C5,34.0,34.0
C9,C6,53.7,53.7
C9,C7,105.1,105.1
C9,C8,83.0,83.0
C9,C9,0.0,0.0
C9,C10,41.4,41.4
C9,C11,5.1,5.1
C9,C12,56.7,56.7
C9,C13,75.0,75.0
C9,C14,77.0,77.0
C9,C15,94.2,94.2
C9,C16,83.1,83.1
C9,C17,130.1,130.1
C9,C18,34.1,34.1
C9,C19,93.7,93.7
C9,C20,77.2,77.2
C9,C21,34.5,34.5
C9,C22,108.6,108.6
C9,C23,107.1,107.1
C9,C24,81.8,81.8
C9,C25,76.8,76.8
C9,C26,36.7,36.7
C9,C27,20.0,20.0
C9,C28,65.2,65.2
C9,C29,49.6,49.6
C9,C30,116.7,116.7
C9,C31,95.1,95.1
C9,C32,36.2,36.2
C9,C33,73.2,73.2
C9,C34,94.0,94.0
C9,C35,90.0,90.0
C9,C36,54.6,54.6
C9,C37,124.5,124.5
C9,C38,111.7,111.7
C9,C39,39.1,39.1
C9,C40,133.7,133.7
C9,C41,92.3,92.3
C9,C42,72.1,72.1
C9,C43,45.5,45.5
C9,C44,70.2,70.2
C9,C45,55.2,55.2
C9,C46,95.0,95.0
C9,C47,107.6,107.6
C9,C48,91.2,91.2
C9,C49,98.8,98.8
C9,C50,133.0,133.0
C10,C1,55.0,55.0
C10,C2,89.2,89.2
C10,C3,37.0,37.0
C10,C4,60.2,60.2
C10,C5,28.0,28.0
C10,C6,14.4,14.4
C10,C7,84.0,84.0
C10,C8,70.2,70.2
C10,C9,41.4,41.4
C10,C10,0.0,0.0
C10,C11,36.4,36.4
C10,C12,29.1,29.1
C10,C13,41.4,41.4
C10,C14,47.7,47.7
C10,C15,58.0,58.0
C10,C16,51.9,51.9
C10,C17,94.3,94.3
C10,C18,10.8,10.8
C10,C19,80.8,80.8
C10,C20,52.0,52.0
C10,C21,31.6,31.6
C10,C22,80.8,80.8
C10,C23,67.4,67.4
C10,C24,44.7,44.7
C10,C25,37.1,37.1
C10,C26,51.0,51.0
C10,C27,23.6,23.6
C10,C28,49.6,49.6
C10,C29,14.1,14.1
C10,C30,80.4,80.4
C10,C31,53.7,53.7
C10,C32,41.3,41.3
C10,C33,31.8,31.8
C10,C34,53.6,53.6
C10,C35,76.7,76.7
C10,C36,36.4,36.4
C10,C37,91.7,91.7
C10,C38,76.3,76.3
C10,C39,48.0,48.0
C10,C40,98.5,98.5
C10,C41,84.3,84.3
C10,C42,30.9,30.9
C10,C43,55.5,55.5
C10,C44,34.9,34.9
C10,C45,31.8,31.8
C10,C46,90.8,90.8
C10,C47,68.6,68.6
C10,C48,77.4,77.4
C10,C49,57.4,57.4
C10,C50,97.9,97.9
C11,C1,85.0,85.0
C11,C2,116.2,116.2
C11,C3,70.8,70.8
C11,C4,54.1,54.1
C11,C5,31.0,31.0
C11,C6,48.9,48.9
C11,C7,102.5,102.5
C11,C8,81.0,81.0
C11,C9,5.1,5.1
C11,C10,36.4,36.4
C11,C11,0.0,0.0
C11,C12,52.8,52.8
C11,C13,70.8,70.8
C11,C14,73.2,73.2
C11,C15,89.8,89.8
C11,C16,79.2,79.2
C11,C17,125.9,125.9
C11,C18,29.4,29.4
C11,C19,91.9,91.9
C11,C20,73.8,73.8
C11,C21,32.0,32.0
C11,C22,105.2,105.2
C11,C23,102.3,102.3
C11,C24,77.3,77.3
C11,C25,71.7,71.7
C11,C26,37.0,37.0
C11,C27,15.0,15.0
C11,C28,62.6,62.6
C11,C29,45.0,45.0
C11,C30,112.4,112.4
C11,C31,90.1,90.1
C11,C32,35.0,35.0
C11,C33,68.2,68.2
C11,C34,89.2,89.2
C11,C35,88.1,88.1
C11,C36,51.5,51.5
C11,C37,120.6,120.6
C11,C38,107.5,107.5
C11,C39,38.6,38.6
C11,C40,129.6,129.6
C11,C41,91.0,91.0
C11,C42,67.1,67.1
C11,C43,45.6,45.6
C11,C44,65.8,65.8
C11,C45,51.6,51.6
C11,C46,94.3,94.3
C11,C47,103.0,103.0
C11,C48,89.3,89.3
C11,C49,93.8,93.8
C11,C50,128.9,128.9
C12,C1,32.6,32.6
C12,C2,63.6,63.6
C12,C3,25.0,25.0
C12,C4,44.4,44.4
C12,C5,24.7,24.7
C12,C6,19.7,19.7
C12,C7,55.0,55.0
C12,C8,42.5,42.5
C12,C9,56.7,56.7
C12,C10,29.1,29.1
C12,C11,52.8,52.8
C12,C12,0.0,0.0
C12,C13,18.9,18.9
C12,C14,20.6,20.6
C12,C15,38.6,38.6
C12,C16,26.4,26.4
C12,C17,73.7,73.7
C12,C18,26.2,26.2
C12,C19,52.6,52.6
C12,C20,23.2,23.2
C12,C21,26.4,26.4
C12,C22,53.5,53.5
C12,C23,55.1,55.1
C12,C24,28.2,28.2
C12,C25,50.4,50.4
C12,C26,44.6,44.6
C12,C27,46.2,46.2
C12,C28,22.8,22.8
C12,C29,15.5,15.5
C12,C30,60.6,60.6
C12,C31,51.5,51.5
C12,C32,33.7,33.7
C12,C33,34.9,34.9
C12,C34,45.1,45.1
C12,C35,48.5,48.5
C12,C36,12.1,12.1
C12,C37,67.8,67.8
C12,C38,55.3,55.3
C12,C39,39.2,39.2
C12,C40,77.1,77.1
C12,C41,57.5,57.5
C12,C42,32.2,32.2
C12,C43,44.0,44.0
C12,C44,16.3,16.3
C12,C45,5.4,5.4
C12,C46,65.0,65.0
C12,C47,54.4,54.4
C12,C48,49.0,49.0
C12,C49,55.4,55.4
C12,C50,76.4,76.4
C13,C1,14.2,14.2
C13,C2,47.8,47.8
C13,C3,13.5,13.5
C13,C4,59.0,59.0
C13,C5,43.6,43.6
C13,C6,27.7,27.7
C13,C7,47.4,47.4
C13,C8,44.8,44.8
C13,C9,75.0,75.0
C13,C10,41.4,41.4
C13,C11,70.8,70.8
C13,C12,18.9,18.9
C13,C13,0.0,0.0
C13,C14,10.0,10.0
C13,C15,19.7,19.7
C13,C16,11.0,11.0
C13,C17,55.2,55.2
C13,C18,42.4,42.4
C13,C19,52.4,52.4
C13,C20,18.4,18.4
C13,C21,45.2,45.2
C13,C22,40.1,40.1
C13,C23,37.3,37.3
C13,C24,11.2,11.2
C13,C25,47.9,47.9
C13,C26,62.4,62.4
C13,C27,62.4,62.4
C13,C28,31.0,31.0
C13,C29,27.7,27.7
C13,C30,41.9,41.9
C13,C31,38.9,38.9
C13,C32,51.9,51.9
C13,C33,30.0,30.0
C13,C34,29.8,29.8
C13,C35,48.8,48.8
C13,C36,27.5,27.5
C13,C37,50.6,50.6
C13,C38,36.8,36.8
C13,C39,56.8,56.8
C13,C40,58.8,58.8
C13,C41,60.3,60.3
C13,C42,27.3,27.3
C13,C43,60.5,60.5
C13,C44,7.0,7.0
C13,C45,22.5,22.5
C13,C46,69.2,69.2
C13,C47,36.1,36.1
C13,C48,48.8,48.8
C13,C49,42.5,42.5
C13,C50,58.1,58.1
C14,C1,15.3,15.3
C14,C2,43.0,43.0
C14,C3,23.4,23.4
C14,C4,53.5,53.5
C14,C5,43.8,43.8
C14,C6,35.0,35.0
C14,C7,38.1,38.1
C14,C8,35.2,35.2
C14,C9,77.0,77.0
C14,C10,47.7,47.7
C14,C11,73.2,73.2
C14,C12,20.6,20.6
C14,C13,10.0,10.0
C14,C14,0.0,0.0
C14,C15,23.1,23.1
C14,C16,6.7,6.7
C14,C17,54.6,54.6
C14,C18,46.6,46.6
C14,C19,42.4,42.4
C14,C20,8.6,8.6
C14,C21,44.7,44.7
C14,C22,33.2,33.2
C14,C23,43.1,43.1
C14,C24,19.7,19.7
C14,C25,57.8,57.8
C14,C26,59.5,59.5
C14,C27,66.7,66.7
C14,C28,24.0,24.0
C14,C29,33.5,33.5
C14,C30,42.5,42.5
C14,C31,48.0,48.0
C14,C32,49.7,49.7
C14,C33,40.0,40.0
C14,C34,38.1,38.1
C14,C35,38.9,38.9
C14,C36,24.7,24.7
C14,C37,47.5,47.5
C14,C38,36.7,36.7
C14,C39,53.7,53.7
C14,C40,57.6,57.6
C14,C41,50.6,50.6
C14,C42,37.2,37.2
C14,C43,56.3,56.3
C14,C44,16.2,16.2
C14,C45,21.9,21.9
C14,C46,59.6,59.6
C14,C47,41.0,41.0
C14,C48,38.9,38.9
C14,C49,51.5,51.5
C14,C50,56.9,56.9
C15,C1,8.1,8.1
C15,C2,35.0,35.0
C15,C3,21.5,21.5
C15,C4,76.5,76.5
C15,C5,63.3,63.3
C15,C6,43.6,43.6
C15,C7,47.4,47.4
C15,C8,55.0,55.0
C15,C9,94.2,94.2
C15,C10,58.0,58.0
C15,C11,89.8,89.8
C15,C12,38.6,38.6
C15,C13,19.7,19.7
C15,C14,23.1,23.1
C15,C15,0.0,0.0
C15,C16,17.0,17.0
C15,C17,36.4,36.4
C15,C18,60.9,60.9
C15,C19,59.5,59.5
C15,C20,30.1,30.1
C15,C21,64.9,64.9
C15,C22,33.1,33.1
C15,C23,20.6,20.6
C15,C24,13.4,13.4
C15,C25,52.3,52.3
C15,C26,81.6,81.6
C15,C27,80.4,80.4
C15,C28,47.0,47.0
C15,C29,45.5,45.5
C15,C30,22.7,22.7
C15,C31,32.4,32.4
C15,C32,71.3,71.3
C15,C33,36.1,36.1
C15,C34,20.8,20.8
C15,C35,56.8,56.8
C15,C36,46.5,46.5
C15,C37,34.9,34.9
C15,C38,18.4,18.4
C15,C39,75.9,75.9
C15,C40,40.5,40.5
C15,C41,69.4,69.4
C15,C42,34.2,34.2
C15,C43,79.1,79.1
C15,C44,24.0,24.0
C15,C45,42.0,42.0
C15,C46,78.8,78.8
C15,C47,18.0,18.0
C15,C48,56.4,56.4
C15,C49,34.8,34.8
C15,C50,40.0,40.0
C16,C1,9.0,9.0
C16,C2,37.6,37.6
C16,C3,22.8,22.8
C16,C4,59.8,59.8
C16,C5,50.2,50.2
C16,C6,38.5,38.5
C16,C7,37.2,37.2
C16,C8,38.9,38.9
C16,C9,83.1,83.1
C16,C10,51.9,51.9
C16,C11,79.2,79.2
C16,C12,26.4,26.4
C16,C13,11.0,11.0
C16,C14,6.7,6.7
C16,C15,17.0,17.0
C16,C16,0.0,0.0
C16,C17,48.0,48.0
C16,C18,51.9,51.9
C16,C19,44.8,44.8
C16,C20,13.2,13.2
C16,C21,51.2,51.2
C16,C22,29.2,29.2
C16,C23,37.5,37.5
C16,C24,17.0,17.0
C16,C25,57.8,57.8
C16,C26,66.2,66.2
C16,C27,72.0,72.0
C16,C28,30.1,30.1
C16,C29,37.9,37.9
C16,C30,35.8,35.8
C16,C31,44.8,44.8
C16,C32,56.4,56.4
C16,C33,39.9,39.9
C16,C34,34.1,34.1
C16,C35,41.6,41.6
C16,C36,31.4,31.4
C16,C37,41.4,41.4
C16,C38,30.0,30.0
C16,C39,60.4,60.4
C16,C40,51.1,51.1
C16,C41,53.9,53.9
C16,C42,37.3,37.3
C16,C43,62.9,62.9
C16,C44,18.0,18.0
C16,C45,28.3,28.3
C16,C46,63.1,63.1
C16,C47,35.1,35.1
C16,C48,41.4,41.4
C16,C49,48.0,48.0
C16,C50,50.3,50.3
C17,C1,41.0,41.0
C17,C2,23.8,23.8
C17,C3,57.5,57.5
C17,C4,105.1,105.1
C17,C5,98.1,98.1
C17,C6,79.9,79.9
C17,C7,54.3,54.3
C17,C8,74.8,74.8
C17,C9,130.1,130.1
C17,C10,94.3,94.3
C17,C11,125.9,125.9
C17,C12,73.7,73.7
C17,C13,55.2,55.2
C17,C14,54.6,54.6
C17,C15,36.4,36.4
C17,C16,48.0,48.0
C17,C17,0.0,0.0
C17,C18,97.2,97.2
C17,C19,74.0,74.0
C17,C20,58.1,58.1
C17,C21,99.2,99.2
C17,C22,36.0,36.0
C17,C23,34.1,34.1
C17,C24,49.6,49.6
C17,C25,82.6,82.6
C17,C26,113.7,113.7
C17,C27,116.8,116.8
C17,C28,75.6,75.6
C17,C29,81.8,81.8
C17,C30,13.9,13.9
C17,C31,56.1,56.1
C17,C32,104.3,104.3
C17,C33,69.3,69.3
C17,C34,47.1,47.1
C17,C35,73.1,73.1
C17,C36,79.3,79.3
C17,C37,14.9,14.9
C17,C38,18.4,18.4
C17,C39,107.9,107.9
C17,C40,5.0,5.0
C17,C41,85.0,85.0
C17,C42,68.2,68.2
C17,C43,109.6,109.6
C17,C44,60.3,60.3
C17,C45,76.2,76.2
C17,C46,94.0,94.0
C17,C47,30.3,30.3
C17,C48,72.1,72.1
C17,C49,56.0,56.0
C17,C50,5.1,5.1
C18,C1,56.6,56.6
C18,C2,89.4,89.4
C18,C3,41.4,41.4
C18,C4,50.2,50.2
C18,C5,17.7,17.7
C18,C6,19.7,19.7
C18,C7,80.5,80.5
C18,C8,64.0,64.0
C18,C9,34.1,34.1
C18,C10,10.8,10.8
C18,C11,29.4,29.4
C18,C12,26.2,26.2
C18,C13,42.4,42.4
C18,C14,46.6,46.6
C18,C15,60.9,60.9
C18,C16,51.9,51.9
C18,C17,97.2,97.2
C18,C18,0.0,0.0
C18,C19,74.8,74.8
C18,C20,49.2,49.2
C18,C21,21.3,21.3
C18,C22,79.7,79.7
C18,C23,72.9,72.9
C18,C24,48.1,48.1
C18,C25,47.5,47.5
C18,C26,40.2,40.2
C18,C27,20.1,20.1
C18,C28,43.4,43.4
C18,C29,15.6,15.6
C18,C30,83.5,83.5
C18,C31,61.7,61.7
C18,C32,30.8,30.8
C18,C33,40.0,40.0
C18,C34,59.9,59.9
C18,C35,70.7,70.7
C18,C36,30.1,30.1
C18,C37,93.0,93.0
C18,C38,78.9,78.9
C18,C39,37.4,37.4
C18,C40,101.0,101.0
C18,C41,77.2,77.2
C18,C42,38.6,38.6
C18,C43,45.0,45.0
C18,C44,36.9,36.9
C18,C45,27.2,27.2
C18,C46,83.0,83.0
C18,C47,73.6,73.6
C18,C48,71.6,71.6
C18,C49,65.5,65.5
C18,C50,100.4,100.4
C19,C1,52.2,52.2
C19,C2,51.4,51.4
C19,C3,65.9,65.9
C19,C4,44.9,44.9
C19,C5,62.0,62.0
C19,C6,72.1,72.1
C19,C7,20.9,20.9
C19,C8,11.0,11.0
C19,C9,93.7,93.7
C19,C10,80.8,80.8
C19,C11,91.9,91.9
C19,C12,52.6,52.6
C19,C13,52.4,52.4
C19,C14,42.4,42.4
C19,C15,59.5,59.5
C19,C16,44.8,44.8
C19,C17,74.0,74.0
C19,C18,74.8,74.8
C19,C19,0.0,0.0
C19,C20,34.1,34.1
C19,C21,60.2,60.2
C19,C22,38.0,38.0
C19,C23,79.6,79.6
C19,C24,61.6,61.6
C19,C25,99.6,99.6
C19,C26,61.3,61.3
C19,C27,92.0,92.0
C19,C28,31.4,31.4
C19,C29,68.0,68.0
C19,C30,68.1,68.1
C19,C31,89.6,89.6
C19,C32,57.7,57.7
C19,C33,82.0,82.0
C19,C34,78.8,78.8
C19,C35,4.1,4.1
C19,C36,44.7,44.7
C19,C37,60.2,60.2
C19,C38,62.4,62.4
C19,C39,56.6,56.6
C19,C40,74.2,74.2
C19,C41,11.0,11.0
C19,C42,79.2,79.2
C19,C43,53.2,53.2
C19,C44,57.8,57.8
C19,C45,49.0,49.0
C19,C46,20.2,20.2
C19,C47,76.2,76.2
C19,C48,3.6,3.6
C19,C49,92.8,92.8
C19,C50,73.2,73.2
C20,C1,22.1,22.1
C20,C2,43.2,43.2
C20,C3,31.8,31.8
C20,C4,47.5,47.5
C20,C5,43.3,43.3
C20,C6,40.6,40.6
C20,C7,32.1,32.1
C20,C8,26.6,26.6
C20,C9,77.2,77.2
C20,C10,52.0,52.0
C20,C11,73.8,73.8
C20,C12,23.2,23.2
C20,C13,18.4,18.4
C20,C14,8.6,8.6
C20,C15,30.1,30.1
C20,C16,13.2,13.2
C20,C17,58.1,58.1
C20,C18,49.2,49.2
C20,C19,34.1,34.1
C20,C20,0.0,0.0
C20,C21,43.4,43.4
C20,C22,31.4,31.4
C20,C23,50.6,50.6
C20,C24,28.3,28.3
C20,C25,65.7,65.7
C20,C26,55.8,55.8
C20,C27,69.0,69.0
C20,C28,17.7,17.7
C20,C29,38.0,38.0
C20,C30,47.1,47.1
C20,C31,56.6,56.6
C20,C32,46.9,46.9
C20,C33,48.0,48.0
C20,C34,46.5,46.5
C20,C35,30.4,30.4
C20,C36,22.8,22.8
C20,C37,49.0,49.0
C20,C38,41.1,41.1
C20,C39,49.9,49.9
C20,C40,60.5,60.5
C20,C41,42.0,42.0
C20,C42,45.2,45.2
C20,C43,51.5,51.5
C20,C44,23.9,23.9
C20,C45,22.5,22.5
C20,C46,51.0,51.0
C20,C47,48.2,48.2
