name,available,cluster,wage,skill,lb,ub
K21,10,C21,944,"S12,S14,S7,S30,S25,S2,S8,S22,S5,S4,S21,S28,S29,S24,S17,S13,S10,S20,S6,S11,S1,S18,S3,S23",2,5
K22,10,C15,925,"S16,S25,S4,S15,S17,S2,S5,S12,S29,S11,S6,S9,S13,S23,S21,S22,S26,S28,S8,S24,S19,S3,S14,S18",4,5
K23,10,C28,913,"S19,S2,S17,S18,S13,S10,S20,S9,S1,S16,S4,S24,S15,S7,S14,S8,S29,S12,S27,S21,S11,S23,S6,S25",3,5
K24,10,C26,0,"S26,S29,S28,S6,S17,S12,S8,S5,S13,S15,S11,S21,S23,S27,S1,S19,S10,S7,S2,S25,S20,S3,S14,S22",2,4
K25,10,C20,1021,"S25,S2,S3,S15,S6,S27,S4,S23,S30,S12,S20,S14,S29,S7,S10,S26,S24,S9,S19,S8,S1,S16,S11,S13",3,5
K26,10,C11,1050,"S9,S3,S22,S1,S6,S12,S2,S16,S14,S19,S27,S24,S25,S28,S15,S7,S17,S20,S23,S30,S26,S5,S8,S10",1,4
K27,10,C28,1097,"S5,S21,S29,S14,S27,S7,S26,S24,S17,S23,S20,S19,S28,S18,S9,S8,S22,S6,S1,S15,S11,S16,S25,S3",1,4
K28,10,C15,0,"S7,S12,S21,S9,S13,S17,S24,S16,S26,S11,S19,S29,S30,S10,S8,S14,S27,S5,S1,S6,S2,S25,S18,S23",2,5
K29,10,C26,0,"S11,S24,S16,S5,S28,S14,S3,S17,S23,S9,S7,S25,S4,S6,S20,S12,S26,S30,S18,S27,S29,S22,S15,S2",2,3
K30,10,C15,953,"S14,S12,S15,S11,S10,S4,S5,S9,S19,S26,S21,S2,S1,S28,S22,S13,S27,S8,S25,S7,S30,S17,S20,S23",3,4
K31,10,C30,903,"S2,S21,S28,S23,S27,S13,S7,S20,S11,S3,S26,S4,S19,S22,S18,S30,S25,S9,S29,S8,S15,S14,S12,S16",2,5
K32,10,C4,0,"S16,S9,S6,S21,S29,S17,S25,S27,S23,S12,S5,S2,S10,S1,S14,S30,S26,S24,S8,S3,S13,S18,S28,S11",2,5
K33,10,C6,904,"S29,S26,S30,S27,S24,S28,S15,S9,S7,S23,S13,S4,S3,S12,S21,S20,S18,S11,S10,S16,S17,S5,S6,S22",2,4
K34,10,C17,0,"S16,S26,S21,S19,S28,S1,S8,S12,S13,S24,S6,S9,S10,S17,S3,S27,S25,S2,S14,S20,S29,S30,S23,S7",2,3
K35,10,C16,911,"S19,S21,S17,S4,S10,S15,S12,S9,S22,S5,S1,S7,S30,S6,S26,S13,S16,S3,S25,S28,S23,S2,S27,S11",2,4
K36,10,C22,0,"S9,S21,S18,S24,S19,S8,S14,S12,S16,S26,S15,S13,S11,S28,S23,S10,S2,S25,S29,S1,S7,S6,S4,S17",1,5
K37,10,C5,1039,"S22,S19,S30,S27,S20,S9,S17,S28,S26,S15,S29,S8,S4,S7,S25,S12,S3,S11,S13,S6,S10,S1,S21,S2",4,5
K38,10,C5,904,"S13,S24,S22,S12,S18,S26,S1,S6,S21,S19,S29,S11,S4,S27,S25,S9,S20,S23,S30,S15,S16,S2,S3,S17",4,5
K39,10,C24,0,"S19,S4,S13,S30,S14,S17,S11,S15,S25,S21,S7,S22,S29,S26,S27,S12,S8,S2,S23,S3,S24,S28,S10,S6",2,4
K40,10,C20,0,"S20,S18,S27,S26,S14,S7,S29,S3,S17,S2,S13,S16,S10,S22,S15,S23,S6,S4,S1,S30,S19,S9,S24,S28",1,5
