id,cluster,client,skill,demand,consultant,priority
167,C46,V167,S20,5,,2
168,C5,V168,S46,6,,4
169,C49,V169,S42,4,,1
170,C41,V170,S4,1,,5
171,C3,V171,S25,5,,3
172,C36,V172,S29,4,,2
173,C24,V173,S14,6,,3
174,C32,V174,S16,2,,2
175,C9,V175,S4,4,,3
176,C27,V176,S10,6,,3
177,C7,V177,S26,4,,5
178,C25,V178,S36,6,,2
179,C49,V179,S21,3,,5
180,C15,V180,S48,1,,1
181,C2,V181,S37,4,,5
182,C37,V182,S42,2,,1
183,C19,V183,S32,3,,5
184,C7,V184,S3,3,,2
185,C35,V185,S32,2,,2
186,C37,V186,S37,2,,2
187,C32,V187,S48,5,,3
188,C35,V188,S2,4,,4
189,C10,V189,S26,1,,2
190,C24,V190,S4,3,,3
191,C10,V191,S7,3,,3
192,C17,V192,S21,4,,3
193,C31,V193,S10,6,,3
194,C35,V194,S22,6,,1
195,C4,V195,S39,1,,3
196,C18,V196,S44,6,,4
197,C36,V197,S30,5,,5
198,C9,V198,S21,6,,5
199,C10,V199,S22,2,,1
200,C36,V200,S30,5,,4
201,C19,V201,S38,3,,1
202,C28,V202,S5,3,,3
203,C4,V203,S2,6,,5
204,C26,V204,S19,3,,3
205,C16,V205,S12,6,,4
206,C41,V206,S33,4,K79,4
207,C17,V207,S29,5,K80,4
208,C35,V208,S35,4,K7,4
209,C49,V209,S21,5,K92,1
210,C1,V210,S48,2,K42,2
211,C30,V211,S6,1,K69,3
212,C4,V212,S24,6,K25,2
213,C28,V213,S18,5,K90,3
214,C28,V214,S48,3,K50,2
215,C22,V215,S32,4,K9,4
216,C26,V216,S7,4,K64,3
217,C44,V217,S25,5,K79,4
218,C12,V218,S38,2,K23,2
219,C1,V219,S24,6,K69,3
220,C38,V220,S42,6,K84,5
221,C19,V221,S22,3,K70,3
222,C19,V222,S42,2,K2,4
223,C15,V223,S30,1,K60,4
224,C40,V224,S36,6,K22,5
225,C13,V225,S33,6,K23,2
