id,cluster,client,skill,demand,consultant,priority
206,C11,V206,S6,3,,3
207,C47,V207,S32,5,,2
208,C31,V208,S48,6,,2
209,C40,V209,S27,6,,1
210,C1,V210,S16,5,,4
211,C30,V211,S29,1,K10,1
212,C21,V212,S24,3,K93,4
213,C9,V213,S31,6,K43,3
214,C9,V214,S34,3,K29,5
215,C11,V215,S19,1,K3,3
216,C21,V216,S28,3,K69,4
217,C28,V217,S30,1,K90,2
218,C16,V218,S4,6,K10,1
219,C30,V219,S33,6,K31,4
220,C37,V220,S27,3,K36,2
221,C39,V221,S27,3,K76,1
222,C29,V222,S26,4,K22,1
223,C34,V223,S20,2,K67,4
224,C13,V224,S38,4,K51,2
225,C35,V225,S38,5,K72,4
226,C39,V226,S11,6,K71,4
227,C31,V227,S41,4,K54,4
228,C35,V228,S40,3,K6,4
229,C12,V229,S31,2,K98,5
230,C29,V230,S19,4,K55,3
231,C32,V231,S22,4,K50,4
232,C40,V232,S34,6,K7,2
