name,available,cluster,wage,skill,lb,ub
K25,10,C15,1050,"S30,S21,S25,S9,S13,S22,S20,S19,S12,S1,S14,S6,S11,S15,S4,S2,S8,S3,S27,S23,S26,S7,S28,S18",2,4
K26,10,C1,0,"S28,S16,S11,S29,S4,S30,S26,S13,S1,S7,S21,S20,S8,S6,S25,S5,S18,S24,S10,S17,S12,S23,S2,S15",4,5
K27,10,C29,0,"S10,S15,S9,S29,S1,S2,S30,S4,S11,S17,S21,S20,S13,S19,S6,S28,S14,S24,S5,S8,S7,S3,S18,S12",1,4
K28,10,C10,0,"S2,S28,S19,S15,S7,S13,S20,S17,S16,S11,S26,S29,S14,S18,S1,S4,S30,S3,S24,S6,S25,S5,S22,S9",3,4
K29,10,C2,0,"S26,S14,S5,S24,S16,S10,S7,S12,S20,S18,S3,S27,S15,S17,S28,S29,S8,S21,S19,S6,S25,S4,S1,S11",2,4
K30,10,C23,0,"S26,S24,S11,S14,S8,S3,S15,S19,S29,S13,S20,S6,S23,S16,S1,S18,S12,S28,S22,S10,S27,S2,S7,S4",1,4
K31,10,C13,0,"S9,S11,S24,S7,S6,S19,S17,S15,S20,S13,S30,S14,S29,S27,S18,S23,S5,S21,S28,S25,S8,S16,S2,S22",4,5
K32,10,C23,998,"S26,S10,S4,S11,S14,S8,S6,S23,S30,S12,S5,S28,S1,S17,S20,S25,S13,S2,S19,S24,S18,S29,S22,S3",1,3
K33,10,C6,0,"S23,S7,S18,S3,S4,S11,S28,S21,S13,S16,S22,S12,S1,S26,S29,S19,S30,S5,S27,S10,S14,S8,S6,S2",3,4
K34,10,C26,958,"S2,S19,S10,S14,S25,S13,S9,S20,S24,S28,S12,S17,S22,S30,S29,S5,S4,S23,S26,S8,S3,S15,S7,S18",2,5
K35,10,C1,0,"S25,S29,S10,S4,S15,S5,S13,S28,S9,S21,S12,S23,S11,S8,S6,S14,S26,S16,S7,S24,S18,S19,S1,S20",3,5
K36,10,C28,0,"S3,S8,S15,S10,S23,S12,S11,S26,S22,S21,S28,S17,S4,S14,S18,S20,S13,S6,S25,S24,S16,S29,S5,S9",2,3
K37,10,C11,1060,"S27,S26,S7,S5,S23,S4,S14,S6,S21,S17,S16,S9,S10,S11,S12,S29,S20,S24,S15,S8,S25,S19,S1,S22",1,4
K38,10,C9,903,"S21,S4,S2,S9,S6,S15,S20,S12,S13,S19,S22,S16,S1,S29,S14,S26,S5,S18,S8,S10,S27,S23,S17,S24",3,5
K39,10,C11,0,"S28,S12,S8,S25,S10,S7,S16,S11,S4,S13,S18,S23,S5,S30,S14,S6,S24,S20,S9,S26,S1,S19,S2,S27",1,3
K40,10,C12,0,"S11,S24,S22,S16,S21,S3,S13,S15,S7,S9,S29,S30,S17,S23,S18,S2,S28,S10,S5,S1,S25,S19,S12,S14",1,4
K41,10,C2,1062,"S1,S28,S23,S24,S10,S20,S17,S14,S6,S29,S21,S4,S26,S12,S30,S5,S19,S13,S27,S18,S7,S3,S15,S25",1,4
K42,10,C24,1060,"S7,S30,S17,S3,S22,S1,S14,S9,S26,S5,S15,S27,S13,S16,S2,S20,S23,S18,S4,S29,S10,S25,S28,S11",3,4
K43,10,C23,0,"S3,S12,S28,S17,S11,S29,S18,S24,S20,S26,S10,S9,S15,S5,S16,S27,S1,S6,S19,S2,S13,S7,S8,S22",2,3
K44,10,C21,0,"S8,S5,S25,S3,S22,S4,S14,S9,S17,S30,S15,S26,S29,S10,S23,S27,S13,S28,S6,S2,S7,S11,S12,S1",1,5
K45,10,C17,964,"S6,S24,S27,S2,S17,S18,S15,S16,S21,S10,S25,S9,S12,S11,S7,S3,S4,S30,S29,S28,S5,S13,S26,S23",4,5
K46,10,C25,0,"S20,S14,S10,S11,S6,S4,S2,S21,S23,S1,S27,S15,S13,S17,S18,S29,S9,S26,S25,S12,S30,S7,S8,S28",4,5
K47,10,C9,0,"S11,S4,S22,S19,S14,S28,S1,S8,S29,S18,S5,S16,S25,S7,S17,S15,S9,S21,S13,S23,S10,S6,S12,S27",2,4
K48,10,C5,0,"S4,S2,S5,S21,S28,S16,S13,S23,S1,S6,S26,S14,S24,S30,S25,S7,S20,S27,S3,S11,S12,S29,S19,S9",2,3
K49,10,C16,0,"S3,S14,S12,S20,S1,S26,S7,S5,S28,S30,S13,S15,S6,S22,S21,S25,S29,S8,S19,S9,S11,S10,S16,S18",1,4
K50,10,C18,0,"S15,S19,S24,S7,S16,S10,S27,S6,S13,S25,S8,S14,S12,S23,S5,S28,S26,S22,S21,S4,S18,S9,S3,S30",1,5
K51,10,C3,0,"S13,S27,S1,S15,S26,S29,S12,S10,S18,S2,S11,S19,S8,S30,S14,S23,S28,S25,S16,S24,S7,S5,S6,S22",1,4
K52,10,C23,980,"S6,S8,S22,S15,S25,S10,S19,S7,S27,S20,S1,S16,S14,S17,S9,S11,S26,S12,S28,S18,S2,S24,S5,S3",1,3
K53,10,C1,0,"S12,S15,S30,S29,S4,S14,S28,S13,S25,S17,S1,S8,S2,S5,S21,S7,S6,S18,S3,S23,S11,S16,S24,S10",3,5
K54,10,C18,929,"S18,S10,S26,S19,S2,S1,S7,S3,S11,S4,S5,S9,S14,S23,S21,S17,S30,S22,S24,S6,S12,S13,S25,S16",4,5
K55,10,C30,967,"S9,S13,S16,S1,S15,S23,S25,S12,S6,S20,S4,S5,S19,S3,S27,S14,S28,S7,S2,S22,S8,S10,S24,S11",3,4
K56,10,C12,936,"S25,S28,S27,S4,S5,S29,S23,S22,S30,S18,S14,S9,S10,S6,S2,S8,S13,S7,S24,S1,S3,S15,S16,S11",1,3
K57,10,C18,0,"S5,S23,S2,S26,S7,S14,S1,S12,S19,S30,S17,S28,S25,S21,S18,S24,S20,S22,S10,S3,S29,S16,S13,S6",3,5
K58,10,C27,0,"S26,S9,S28,S22,S29,S21,S23,S1,S27,S7,S10,S15,S6,S20,S12,S25,S4,S19,S2,S5,S24,S14,S17,S11",3,4
K59,10,C13,913,"S5,S17,S19,S29,S21,S7,S27,S14,S3,S2,S15,S28,S13,S18,S6,S30,S10,S26,S22,S23,S9,S25,S16,S1",4,5
K60,10,C14,0,"S17,S16,S26,S8,S10,S6,S1,S24,S30,S3,S27,S4,S20,S11,S25,S2,S18,S15,S28,S5,S13,S9,S7,S29",2,5
