id,cluster,client,skill,demand,consultant,priority
62,C11,V62,S10,6,,1
63,C18,V63,S40,4,,3
64,C38,V64,S1,5,,3
65,C8,V65,S3,2,,5
66,C8,V66,S2,4,,3
67,C11,V67,S7,3,,1
68,C19,V68,S36,2,,5
69,C13,V69,S42,1,,4
70,C11,V70,S50,1,,3
71,C11,V71,S19,1,,2
72,C6,V72,S3,4,,3
73,C13,V73,S27,4,,2
74,C17,V74,S43,1,,3
75,C20,V75,S15,1,,5
76,C46,V76,S44,5,,1
77,C40,V77,S36,1,,5
78,C27,V78,S32,4,,1
79,C3,V79,S45,6,,1
80,C3,V80,S28,1,,5
81,C15,V81,S12,1,,3
82,C49,V82,S24,6,,3
83,C6,V83,S12,3,,5
84,C1,V84,S50,1,,4
85,C31,V85,S10,2,,3
86,C29,V86,S24,5,,5
87,C21,V87,S42,5,,4
88,C9,V88,S15,5,,4
89,C10,V89,S5,3,,4
90,C3,V90,S5,2,,4
91,C23,V91,S40,1,,1
92,C14,V92,S31,1,,1
93,C47,V93,S44,3,,2
94,C14,V94,S12,2,,4
95,C26,V95,S20,2,,3
96,C16,V96,S30,3,,1
97,C33,V97,S4,5,,2
98,C17,V98,S20,6,,2
99,C9,V99,S29,6,,4
100,C29,V100,S34,2,,3
101,C43,V101,S9,2,,2
102,C45,V102,S39,6,,1
103,C43,V103,S40,2,,1
104,C37,V104,S44,6,,2
105,C13,V105,S3,2,,5
106,C6,V106,S23,1,,3
107,C27,V107,S38,3,,4
108,C11,V108,S19,1,,1
109,C46,V109,S49,6,,4
110,C15,V110,S6,6,,5
111,C36,V111,S9,5,,3
112,C41,V112,S43,2,,5
113,C30,V113,S50,5,,3
114,C20,V114,S3,3,,5
115,C28,V115,S23,2,,1
116,C32,V116,S11,5,,1
117,C39,V117,S48,5,,3
118,C23,V118,S23,1,,1
119,C49,V119,S6,2,,5
120,C6,V120,S28,1,,2
121,C28,V121,S2,5,,5
122,C41,V122,S14,3,,1
123,C26,V123,S12,4,,5
124,C15,V124,S11,2,,3
125,C22,V125,S37,3,,4
126,C27,V126,S2,6,,2
127,C26,V127,S15,2,,3
128,C39,V128,S11,5,,3
129,C35,V129,S10,6,,2
130,C14,V130,S33,4,,3
131,C42,V131,S21,1,,1
132,C42,V132,S20,4,,2
133,C29,V133,S37,3,,1
134,C2,V134,S43,2,,5
135,C28,V135,S3,1,,1
136,C12,V136,S35,5,,3
137,C24,V137,S28,2,,2
138,C29,V138,S15,1,,1
139,C4,V139,S11,6,,1
140,C2,V140,S46,1,,5
141,C9,V141,S48,2,,5
142,C18,V142,S19,4,,3
143,C16,V143,S15,5,,5
144,C27,V144,S15,6,,1
145,C14,V145,S23,2,,2
146,C17,V146,S10,3,,4
147,C37,V147,S13,2,,1
148,C9,V148,S9,1,,4
149,C36,V149,S35,2,,5
150,C41,V150,S31,5,,2
151,C19,V151,S36,6,,1
152,C20,V152,S27,4,,4
153,C42,V153,S16,1,,4
154,C46,V154,S19,2,,3
155,C15,V155,S43,1,,5
156,C15,V156,S30,5,,2
157,C32,V157,S46,4,,3
158,C36,V158,S30,4,,3
159,C18,V159,S5,2,,5
160,C19,V160,S11,4,,4
161,C32,V161,S20,6,,3
162,C31,V162,S29,4,,1
163,C18,V163,S1,6,,2
164,C37,V164,S6,6,,1
165,C6,V165,S24,2,,3
166,C36,V166,S43,4,,2
167,C48,V167,S37,4,,5
168,C21,V168,S12,3,,3
169,C37,V169,S29,5,,3
170,C15,V170,S3,2,,4
171,C32,V171,S1,3,,4
172,C42,V172,S17,6,,4
173,C1,V173,S20,5,,4
174,C11,V174,S18,4,,5
175,C2,V175,S49,5,,5
176,C33,V176,S33,2,,5
177,C6,V177,S14,5,,1
178,C42,V178,S27,1,,1
179,C40,V179,S45,4,,5
180,C14,V180,S47,3,,1
181,C30,V181,S17,6,,1
182,C41,V182,S44,6,,4
183,C22,V183,S27,5,,2
184,C44,V184,S10,6,,5
185,C38,V185,S45,1,,5
186,C45,V186,S41,4,,4
187,C15,V187,S9,5,,5
188,C48,V188,S13,3,,2
189,C3,V189,S45,6,,5
190,C42,V190,S50,1,,1
191,C41,V191,S19,3,,5
192,C13,V192,S31,1,,2
193,C41,V193,S40,2,,2
194,C41,V194,S17,2,,1
195,C14,V195,S45,1,,3
196,C10,V196,S25,5,,2
197,C49,V197,S48,4,,2
198,C43,V198,S41,3,,5
199,C33,V199,S16,3,,2
200,C34,V200,S31,6,,2
201,C12,V201,S12,6,,3
202,C10,V202,S30,5,,1
203,C45,V203,S34,3,,1
204,C17,V204,S19,1,,3
205,C9,V205,S40,4,,1
206,C45,V206,S19,2,,4
207,C14,V207,S14,2,,2
208,C19,V208,S48,1,,2
209,C6,V209,S30,1,,1
210,C50,V210,S12,5,,5
211,C34,V211,S49,5,,4
212,C5,V212,S50,4,,1
213,C28,V213,S33,4,,3
214,C6,V214,S41,2,,1
215,C3,V215,S11,6,,2
216,C25,V216,S47,6,,2
217,C6,V217,S3,1,,5
218,C9,V218,S21,2,K83,3
219,C27,V219,S48,4,K5,2
220,C11,V220,S12,4,K47,4
221,C16,V221,S43,5,K77,3
222,C42,V222,S44,3,K21,2
223,C13,V223,S17,6,K65,3
224,C29,V224,S24,6,K32,5
225,C37,V225,S32,6,K75,5
226,C22,V226,S11,5,K6,4
227,C10,V227,S18,3,K37,2
228,C27,V228,S15,3,K97,4
229,C28,V229,S40,2,K80,4
230,C47,V230,S28,2,K98,4
231,C39,V231,S47,1,K9,4
232,C33,V232,S7,5,K27,2
233,C17,V233,S24,2,K85,5
234,C10,V234,S5,3,K79,4
235,C42,V235,S3,6,K26,3
236,C42,V236,S11,1,K68,2
237,C6,V237,S9,4,K55,3
238,C43,V238,S33,6,K42,2
239,C46,V239,S42,1,K13,4
