name,available,cluster,wage,skill,lb,ub
K30,10,C13,1090,"S2,S30,S19,S1,S10,S15,S7,S20,S6,S9,S12,S22,S8,S27,S25,S16,S4,S17,S28,S3,S24,S13,S14,S26",1,2
K31,10,C6,1078,"S22,S27,S11,S19,S5,S4,S16,S24,S25,S12,S2,S29,S8,S7,S17,S1,S10,S28,S6,S14,S20,S21,S9,S15",2,5
K32,10,C10,0,"S24,S28,S17,S27,S22,S11,S9,S15,S18,S3,S6,S10,S2,S21,S19,S1,S14,S8,S29,S5,S25,S16,S23,S20",1,3
K33,10,C8,0,"S21,S17,S13,S7,S11,S16,S3,S23,S29,S26,S19,S12,S24,S22,S14,S4,S1,S9,S6,S8,S5,S28,S15,S18",2,3
K34,10,C10,919,"S30,S25,S12,S20,S19,S10,S23,S4,S18,S3,S13,S7,S26,S5,S27,S2,S6,S28,S14,S9,S1,S11,S29,S24",1,3
K35,10,C1,968,"S25,S4,S8,S16,S24,S19,S29,S15,S30,S13,S27,S21,S9,S7,S10,S1,S26,S3,S14,S17,S11,S22,S20,S6",2,3
K36,10,C21,1080,"S17,S3,S23,S15,S2,S10,S8,S7,S27,S18,S22,S28,S29,S12,S16,S19,S20,S5,S1,S25,S9,S11,S14,S26",1,5
K37,10,C3,0,"S24,S5,S20,S14,S8,S27,S25,S18,S17,S13,S15,S4,S11,S16,S3,S7,S21,S29,S10,S26,S9,S23,S19,S2",2,4
K38,10,C18,1049,"S21,S11,S22,S17,S24,S25,S12,S20,S8,S7,S16,S1,S30,S26,S4,S14,S10,S5,S6,S15,S27,S3,S13,S18",3,5
K39,10,C17,1042,"S10,S26,S29,S13,S8,S14,S7,S20,S19,S18,S1,S28,S4,S12,S24,S5,S30,S16,S22,S3,S15,S21,S27,S17",2,5
K40,10,C11,0,"S12,S16,S3,S30,S5,S10,S17,S20,S24,S13,S23,S11,S1,S29,S21,S6,S14,S15,S26,S22,S8,S18,S2,S19",2,4
